n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
62380,155357,142666,34189,96981,240109,158314,124270,164028,15.63,14.49,14.910000000000005
152266,17177,158754,3451,238241,219537,123006,67988,144384,16.5,15.26,15.430000000000005
61428,50264,261002,187996,123276,141813,219273,144082,124873,16.76,15.54,15.460000000000006
104106,167527,225711,39483,60796,166424,39746,227552,242702,16.16,14.54,15.240000000000006
137148,102219,194314,3970,176006,203747,16785,41785,198765,17.01,15.15,15.440000000000005
251002,154953,11216,78975,204492,8129,215894,226892,70629,15.78,15.59,14.900000000000006
123928,155910,188435,241213,230375,101609,187204,206598,241460,16.58,15.12,15.430000000000005
111918,103537,190873,209953,151233,116554,252731,245258,35166,16.73,15.06,15.410000000000005
230389,95818,25547,9407,35643,129730,56881,67628,253094,16.39,15.01,15.420000000000003
176171,114337,204202,164272,224192,78912,110401,132970,218491,16.12,15.51,15.360000000000007
101152,150476,91989,140011,153373,106843,153158,60918,237031,15.73,15.01,15.120000000000005
88280,178777,240053,243517,7513,224500,73317,259781,158811,15.61,14.58,15.020000000000007
175970,182338,42755,183137,225610,85561,252872,142020,237160,14.9,14.84,14.810000000000002
149934,149188,27282,187122,171838,55345,165930,218001,259017,16.29,14.84,15.290000000000006
150348,70014,74699,32619,16635,126353,223855,167446,259471,16.44,15.28,15.400000000000006
126748,23204,90198,209871,17461,107600,235168,39522,5275,16.76,15.01,15.230000000000006
77041,111972,201534,108841,228790,31173,11584,158594,161096,16.31,15.17,15.400000000000006
199657,11780,99039,188334,153714,86757,144402,230924,241665,15.79,15.37,15.180000000000005
257067,73157,132492,61853,261753,9440,81178,1896,20177,15.65,14.65,14.640000000000004
28342,157224,140398,8225,248747,51743,254654,106938,76444,15.93,14.71,15.050000000000006
160030,69041,40946,180809,11124,256871,227483,89080,82268,15.06,14.67,14.620000000000005
94423,251306,36261,235053,225891,99035,98763,120693,228036,16.47,15.58,15.500000000000007
