generation number, individual number, fitness, candidate
0, 0, 45.3, [20635, 17655, 773, 45, 339, 22457, 21012, 14807, 18444, 24955, 15244, 24718, 46, 16654, 9433, 570, 9755, 22691, 2621, 10762, 15003, 20574, 8879, 15659, 1488, 21847, 15933, 9639, 22601, 9869]
0, 1, 44.82, [17819, 1488, 24955, 10350, 6830, 339, 7650, 8448, 10762, 15245, 6610, 6700, 11241, 45, 9639, 17600, 6340, 15010, 15933, 22887, 7635, 19446, 9572, 19423, 18444, 21012, 8879, 4164, 25346, 2212]
0, 2, 44.81, [7525, 20108, 12496, 9639, 20562, 9869, 24474, 22601, 4513, 6700, 24955, 19423, 15245, 21281, 16389, 8448, 8727, 3820, 773, 25346, 2449, 12802, 7197, 15244, 17600, 22457, 16594, 6610, 22324, 14766]
0, 3, 44.66, [25758, 21012, 10350, 17824, 13482, 1488, 12802, 12496, 17807, 18778, 20574, 4355, 19446, 13929, 45, 17655, 14540, 8727, 18487, 7525, 18894, 9755, 16389, 24718, 18000, 12781, 9572, 6222, 9785, 9313]
0, 4, 44.61, [19114, 19961, 3812, 7650, 15245, 16389, 17692, 25346, 24955, 22601, 9572, 12710, 1488, 14807, 18453, 8879, 9785, 2535, 9656, 16654, 2621, 21508, 7635, 23038, 2952, 22887, 12507, 3372, 13929, 15148]
0, 5, 44.6, [13929, 8727, 21281, 19961, 3372, 773, 20108, 15933, 9869, 22901, 15010, 6456, 12496, 20635, 20562, 1653, 9785, 6340, 12802, 12710, 2338, 339, 1995, 25758, 12781, 7444, 18225, 15659, 17692, 21012]
0, 6, 44.56, [14540, 773, 18444, 5131, 9433, 20108, 16594, 8448, 14807, 22691, 22601, 6222, 9656, 10350, 20635, 18453, 8879, 17824, 15244, 14157, 15245, 1653, 88, 14373, 570, 21281, 4755, 20511, 15148, 20574]
0, 7, 44.54, [7444, 11241, 45, 1653, 12781, 12365, 12496, 5131, 20108, 15003, 24955, 21281, 4355, 14807, 15148, 7635, 3824, 3820, 19961, 19114, 9433, 15457, 6340, 13482, 2623, 14766, 13929, 2338, 7650, 9639]
0, 8, 44.43, [7444, 339, 8448, 2449, 23293, 15244, 24474, 4355, 17600, 7956, 2952, 13929, 9755, 8727, 12710, 17819, 12507, 1293, 18894, 12496, 26039, 6830, 22457, 10350, 11241, 20576, 20562, 3372, 19939, 22691]
0, 9, 44.39, [19446, 6179, 3372, 23712, 9755, 22901, 9572, 17819, 22691, 6340, 15245, 4164, 21508, 12781, 10350, 1488, 2952, 18778, 13801, 13929, 12365, 4513, 8448, 25758, 15457, 6512, 24718, 7650, 8879, 9869]
