n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
812,587,841,82,496,780,267,37,0,149,678,600,481,988,777,752,382,88.42,54.91,55.5153548074834
327,788,22,279,500,821,202,747,893,423,932,551,552,698,96,197,576,77.45,46.78,47.49982642895755
566,716,824,746,271,678,822,624,702,90,864,434,343,95,370,819,419,57.56,38.95,39.6967835105745
824,256,455,716,96,773,201,717,650,815,298,99,974,46,602,924,205,67.9,42.81,43.224434658792994
847,671,934,369,498,955,852,931,198,527,589,660,993,714,913,824,515,57.88,34.76,35.661600551877655
999,938,29,648,370,250,616,440,311,365,603,122,91,512,901,694,537,60.62,37.19,38.31269062688479
203,119,622,678,274,319,736,200,388,495,228,141,611,214,854,886,897,76.77,44.93,46.050848437555075
714,534,12,193,796,173,17,663,340,571,926,687,635,633,313,383,386,80.78,50.45,51.474350070603606
540,398,296,129,695,500,55,189,433,608,764,407,98,451,251,825,91,62.48,38.01,38.751495034191215
913,617,686,891,910,456,457,802,851,389,815,78,529,436,482,310,722,55.14,32.0,32.30504775996827
836,418,963,87,196,764,696,272,462,499,739,802,988,176,18,22,550,78.12,46.47,47.49018838898432
126,257,603,821,369,192,262,514,462,337,949,529,260,420,949,900,431,67.75,44.33,46.975717495444066
626,497,274,616,486,672,490,503,145,738,386,508,313,649,824,478,331,59.3,38.19,38.126816328327294
375,675,166,994,935,945,634,385,711,617,272,327,661,407,998,499,746,54.31,34.56,35.043463576956505
812,161,959,847,297,573,6,638,460,987,58,186,30,624,792,583,114,108.28,65.78,66.39695725172234
698,735,379,370,960,509,873,603,63,941,197,158,970,275,628,15,432,73.18,46.08,47.02595322438104
825,801,819,833,537,503,77,480,237,102,379,370,985,148,697,640,249,65.07,38.13,38.22493906756329
621,325,147,38,643,684,99,731,107,46,661,489,473,741,921,70,644,81.18,51.77,51.2204103662133
31,718,564,130,631,852,946,85,164,632,646,933,271,929,858,914,669,62.89,38.76,38.3289011219643
462,511,710,20,810,652,140,837,966,193,930,956,451,490,797,450,457,67.16,43.54,42.01610497921732
571,283,488,729,593,65,851,819,298,372,292,368,962,34,85,514,878,69.15,41.54,42.5196642510214
282,286,280,989,484,441,454,944,380,32,730,87,255,835,619,653,244,54.29,36.56,37.20311678807781
548,763,33,756,177,344,379,32,53,974,757,783,769,972,214,717,443,79.16,50.04,49.553150539373256
351,906,79,161,749,692,116,409,560,138,475,760,506,654,76,131,75,65.35,43.94,44.525972428953835
358,532,31,190,538,725,153,188,288,756,154,519,582,870,397,815,228,67.26,39.76,39.91585009550723
967,226,712,577,732,932,128,429,707,167,775,324,246,574,586,4,805,79.62,48.93,49.40088554004452
824,582,395,192,778,333,875,390,538,451,9,407,865,543,564,870,677,90.37,53.49,55.51391226736844
139,733,239,660,556,824,760,381,278,682,189,995,152,168,706,640,137,64.0,35.76,36.95278839300976
393,76,62,12,40,483,777,60,117,666,728,553,102,689,376,609,32,93.32,56.68,57.083085870371065
61,555,230,805,416,230,781,578,704,944,973,300,94,482,79,741,587,68.44,38.63,40.97997516232874
884,60,172,915,677,448,122,981,114,718,182,51,700,941,31,768,860,80.18,48.93,48.81581149792457
692,746,435,666,725,293,261,454,237,206,835,879,669,797,548,806,660,63.79,38.18,38.510583200619614
219,284,606,13,261,539,809,749,762,997,992,725,892,700,338,795,529,73.67,47.0,47.867773955120825
95,598,609,660,33,370,375,707,119,231,971,781,28,369,943,708,970,79.45,48.37,47.894569966150215
348,446,702,852,994,52,352,142,31,10,344,69,496,2,474,848,270,110.44,62.6,61.591376544898665
89,693,604,630,279,235,135,128,429,558,186,248,678,393,608,439,577,70.61,43.1,43.805168403047844
529,641,850,491,950,276,259,140,306,909,33,197,776,459,107,827,180,74.19,45.68,45.59407148325829
589,111,970,950,828,2,525,164,122,155,606,402,485,497,882,890,543,71.2,44.08,42.63474999504415
785,710,554,831,814,481,220,862,659,920,397,158,788,941,469,890,932,53.88,34.91,35.13892493833943
875,10,345,427,257,327,136,292,379,602,875,694,371,228,5,798,312,97.02,58.36,59.885768038250376
180,84,417,637,635,786,237,948,657,91,198,389,421,128,771,932,935,76.42,49.35,50.82837528953725
857,151,532,951,976,51,532,537,795,991,499,943,373,904,336,861,729,71.15,39.11,42.72675342616658
605,399,888,279,665,679,816,990,68,267,134,42,112,603,617,626,736,67.06,40.13,41.09565890627893
158,839,517,518,116,801,704,783,797,990,88,88,852,680,773,127,221,62.44,37.57,44.080320616482325
359,346,162,996,745,838,938,250,179,988,188,230,643,128,880,490,756,60.46,39.03,39.98420564693751
949,468,637,113,743,628,139,466,994,823,201,585,380,751,148,994,340,62.31,40.18,42.66725765203531
641,269,933,69,280,770,1,62,903,670,30,491,645,466,325,62,11,88.05,53.54,58.53610637996736
281,913,738,103,393,956,638,344,104,755,855,879,382,145,852,773,150,64.62,38.43,39.13704549900879
379,683,780,480,761,414,806,19,968,544,910,858,154,106,456,382,12,86.83,52.06,52.27455802206882
914,965,992,130,694,564,491,271,72,489,123,408,721,203,813,556,998,59.58,39.94,40.62500635591366
882,174,448,338,261,820,554,793,354,301,557,705,905,279,463,569,904,65.83,41.77,41.41676766153819
735,787,46,512,764,255,677,636,994,3,539,899,837,507,570,549,260,137.37,84.39,85.93924176354702
174,864,36,328,14,879,214,584,311,195,157,284,59,279,744,309,719,101.05,59.5,59.27738059740319
903,383,222,724,745,175,608,2,92,834,896,847,365,590,189,358,187,64.68,39.67,39.450327720622376
488,946,654,226,487,393,911,560,637,367,125,671,751,89,994,440,55,64.74,41.09,40.586906490408985
598,912,633,208,623,449,275,224,653,995,57,494,678,659,515,857,539,64.23,42.86,41.92643306191966
258,533,272,655,993,369,307,805,436,766,379,96,783,558,424,917,658,57.23,37.06,36.98591149641486
166,960,284,62,665,516,325,837,679,519,58,80,680,114,62,449,440,76.44,43.45,47.256097937263924
546,92,180,702,269,360,1,64,272,732,316,354,397,413,607,720,873,63.12,39.77,39.69941924205587
852,734,79,758,117,289,820,507,457,744,263,915,317,246,785,15,943,71.38,43.96,44.2241778109804
52,793,527,554,893,389,157,224,802,301,656,667,884,762,922,12,109,78.05,48.16,47.38213190888641
269,812,984,138,572,121,31,408,263,500,217,71,745,282,782,179,911,68.84,46.89,45.91593585270432
138,157,101,875,24,812,222,609,335,913,429,920,711,486,626,586,499,65.4,39.47,38.28942178491837
