n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
3792,5023,3058,2188,1134,1524,7098,5543,52,2771,4118,3798,4953,662,2736,2018.47,189.61,207.56000000000046
4540,5051,5735,335,5965,3104,1387,5762,3702,5939,3461,1287,1379,1949,420,2016.88,370.22,466.3199999999996
908,1084,4147,4836,518,6342,5639,3142,6468,6112,832,2385,1679,5523,1837,2016.54,225.03,246.23999999999975
5944,6496,3455,718,6328,2185,1719,3248,2303,2798,6631,353,1634,5806,43,2020.6,446.42,566.919999999999
3368,448,3103,6928,4028,1139,192,1939,3479,6031,6969,917,4889,31,993,2018.78,485.01,609.4799999999993
6261,4740,1619,6981,1663,2705,67,684,1091,4421,143,4102,694,4693,4069,2019.07,402.48,470.8000000000006
4403,1623,3441,563,3261,1574,5232,6266,765,5741,4749,1190,1413,4988,5895,2018.22,137.69,149.12000000000018
337,443,2211,4547,5596,4967,6979,1223,6104,2198,6036,4712,280,993,5779,2020.24,269.14,314.91999999999985
3296,1939,1324,5006,4136,352,6029,2997,6927,5522,4276,4835,4630,6345,5633,2022.06,80.67,84.40000000000002
710,7105,2844,900,7078,4785,2994,3697,1720,3294,1628,4705,6108,150,3104,2021.04,222.18,255.72000000000037
6548,4978,2692,5,3551,915,1748,1816,3637,2208,2660,6674,727,2516,5156,2023.49,378.29,439.23999999999944
2333,844,4239,6423,451,208,3124,6395,4591,6615,3511,4074,2835,5811,6371,2022.52,439.44,544.8799999999998
2033,4636,6042,542,3481,5307,1891,784,6231,3284,4176,3055,7044,4591,3025,2019.63,501.58,660.1200000000003
1139,5468,2378,1401,5674,6908,2121,240,413,6632,1415,2154,1345,985,4968,2015.91,387.64,444.8800000000005
1215,97,399,498,3689,1708,6443,3185,2410,5009,121,6542,2904,2334,1152,2016.09,471.65,605.4000000000005
3939,4603,2275,1124,709,6123,4554,2424,5701,966,537,3440,3697,1167,5765,2019.17,166.11,184.43999999999963
4603,6260,6511,3137,4818,6576,1385,5432,5861,2245,6321,4892,4984,4050,2857,2024.39,192.44,207.40000000000003
812,396,2267,4332,1051,1419,6540,5158,6720,690,1328,6390,6468,1821,7037,2019.57,562.84,779.7200000000015
106,1662,1440,3880,3741,4845,4581,4468,3180,681,1417,4494,3949,4857,2149,2020.61,248.06,272.16000000000025
4386,545,5333,235,4759,4794,3569,4459,2529,4288,4317,4400,5256,6521,537,2020.46,215.52,230.47999999999928
5265,4701,4441,2460,526,5938,1837,5903,1126,845,816,5730,4027,3715,495,2015.99,364.84,429.9200000000002
4015,5216,5959,433,5560,4939,239,3056,1995,3757,1893,3041,6743,5976,4695,2025.03,184.98,202.76
5119,4062,1991,294,5099,4890,693,5023,384,5554,3356,3331,4821,564,661,2017.21,457.03,632.0799999999999
1549,279,4981,6165,1485,691,531,244,2906,5116,3852,4481,4387,3888,212,2018.5,367.68,460.03999999999996
5763,6353,616,2734,693,6412,2633,70,3799,3679,4835,1217,3162,3917,6822,2016.92,400.39,490.9599999999998
1129,870,2857,5498,1894,3698,6389,1060,1574,1811,891,906,431,983,611,2018.03,266.12,297.44000000000045
5286,676,3050,848,6070,192,3829,5132,4276,1643,3026,5199,664,1934,44,2014.31,663.57,978.9999999999999
2100,6253,4242,5593,1616,126,3598,2074,5003,182,845,4255,6553,3417,473,2018.6,370.72,461.1600000000011
2058,3895,6976,2581,4958,1807,5234,480,5580,2254,1083,2458,318,6555,1529,2018.1,401.73,512.2000000000007
2895,6441,3303,59,2479,7038,773,241,2602,3598,2024,3412,4949,2635,4028,2018.07,645.48,906.2400000000007
4615,2842,6857,3269,3523,1711,643,2264,2464,3782,3822,5000,4656,3734,3603,2019.15,176.92,205.0800000000003
3154,1526,2699,3294,482,2662,752,1397,2601,4455,220,1544,1729,5829,2986,2015.75,871.5,1577.0800000000008
5396,1127,5123,703,2767,3662,4968,4911,6239,5490,6009,3152,1730,5709,4439,2018.17,89.77,91.68000000000012
6319,2747,621,156,5486,4525,3455,3855,1862,7101,5957,2651,6258,6828,6546,2021.26,384.51,495.96000000000015
4211,4115,811,3794,5872,26,2331,4370,1680,585,1832,88,2577,344,749,2017.04,262.82,318.2800000000004
1221,2691,1337,5682,786,4174,6750,6469,3307,5318,6879,3239,3190,4805,4146,2021.44,732.91,1295.6799999999996
7113,1104,4167,5654,2927,2940,2211,1654,2625,3154,4647,1494,6549,5017,6366,2018.69,262.07,302.95999999999987
7114,1459,4675,1405,77,2506,5605,164,2281,3922,4280,7092,6180,5547,3499,2019.38,424.5,534.6000000000001
6181,767,2234,2334,1177,4234,3698,3922,5568,1901,1467,2711,1201,6128,5558,2016.36,486.76,631.1999999999997
2847,6091,4922,416,4468,2282,2820,214,4739,1527,4405,6377,5481,6242,791,2019.09,306.03,372.68000000000023
3714,1102,2791,1726,6126,4449,1100,3463,1774,4221,1661,6874,5617,4658,3466,2022.86,830.63,1480.6000000000042
82,6935,4545,404,6336,5862,2906,4064,3048,498,3050,6620,6542,3264,3797,2019.88,463.96,566.3600000000006
3583,5178,5952,1562,4554,808,1360,4812,695,2905,2131,2024,6286,3846,4305,2016.79,368.48,456.9200000000004
1526,6233,4351,98,5425,4422,2748,5491,1826,1419,230,462,5868,6994,4805,2016.92,416.62,510.67999999999967
4760,1641,5384,6818,2775,2322,5793,1063,2705,2438,3240,295,625,3324,6733,2018.27,649.72,933.8000000000005
6386,2010,3719,3803,5690,343,2575,1417,6872,1178,4705,5824,1635,5218,5466,2023.03,378.45,432.1200000000003
6515,4286,4758,3124,6922,6200,6470,4110,1245,6808,3106,270,3250,1148,2339,2019.73,365.02,434.8799999999992
3408,3947,6129,1481,6848,6949,5452,5210,5055,774,4197,4082,4263,2138,2078,2023.19,423.53,558.2800000000001
3062,5018,6324,6961,2841,4398,114,1619,6048,480,5297,4330,3796,2551,6975,2020.28,376.35,442.9599999999997
845,1689,7050,123,1622,3806,5903,1010,2086,2543,2419,1847,94,1459,5478,2015.86,139.53,149.12000000000012
5211,3396,2227,3031,5231,2852,2647,4583,1314,4529,5573,239,1090,6076,1719,2021.1,331.97,397.9200000000007
729,384,1725,158,2116,6883,5815,3593,2933,2891,4567,6328,5778,618,769,2018.62,254.08,286.87999999999994
5782,3344,5806,3491,1444,484,1984,4689,1272,4163,4694,6931,3455,2982,5755,2021.22,448.26,536.7999999999997
5426,1575,5244,2857,5923,4222,4224,3348,279,1320,4469,2564,2267,3746,2380,2021.72,424.73,522.9999999999992
2356,3573,6534,4363,3471,6125,6229,850,466,2940,6724,5962,5573,5395,1825,2017.97,185.73,207.72000000000003
3381,2126,2989,3703,3067,533,6608,3340,4165,5979,1498,523,5308,968,6543,2015.48,520.97,670.7599999999995
5871,5279,2642,3466,4050,156,2531,3567,645,3195,2120,1598,4788,3858,1383,2021.99,345.84,389.5600000000008
4980,243,1983,2392,5818,64,4249,973,4856,4728,47,1645,3609,5003,836,2014.97,275.39,306.4800000000005
3118,4146,2245,5659,1525,605,4315,4296,5431,2523,1179,7045,6102,3449,1488,2018.54,168.47,173.3600000000002
1622,2499,3873,2328,5351,5977,3888,6614,6160,4143,5278,2572,5579,4147,6333,2022.08,144.31,143.36000000000016
7050,3796,478,4836,4354,5198,5810,3906,6722,727,667,3339,6176,6373,6892,2016.92,268.47,285.88000000000045
5930,2762,607,6517,3916,1332,4814,4365,4994,1226,5297,4003,5712,3383,4388,2018.53,116.93,120.44000000000004
4071,954,4731,4172,100,5762,2333,3587,5751,4779,653,7045,4668,5726,2168,2017.65,106.61,124.16000000000008
6266,4561,1391,2256,55,6917,2701,4186,6037,3621,4246,6293,3051,2654,6330,2019.49,193.55,200.16000000000028
1439,1326,5700,2598,5700,5799,2609,2711,3908,671,6415,2667,5726,2322,769,2016.98,434.98,549.1199999999993
4608,2094,2460,6510,491,4986,3223,6623,3880,569,2503,3383,1906,3699,2410,1995.29,79.54,88.11999999999992
6672,3083,3703,4182,344,1713,1346,6812,5621,973,4700,564,653,766,6333,2018.03,458.63,596.3600000000008
5436,7095,2352,72,3947,2381,6368,438,3660,6011,1399,1302,6834,713,2180,2017.18,362.69,428.4800000000003
