n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
137,582,867,821,782,64,261,120,507,779,460,483,667,49.02,28.1,28.856919871552556
388,807,214,96,499,29,914,855,399,443,622,780,785,61.16,33.64,33.985236960989646
2,712,456,272,738,821,234,605,967,104,923,325,31,59.88,35.38,36.75523459400221
22,26,665,554,9,961,902,390,702,221,992,432,743,84.79,50.8,50.35783645435411
29,540,227,782,448,961,507,566,238,353,236,693,224,52.42,34.41,35.23877533512479
779,470,975,296,948,22,426,857,938,569,944,657,102,48.79,30.93,31.54570243470467
190,644,741,880,303,123,760,340,917,738,996,728,512,45.18,29.79,30.05321220375327
958,990,432,519,849,932,686,194,310,290,601,996,903,52.28,30.54,29.5410622725223
511,866,963,517,402,603,873,35,491,248,761,816,413,49.99,30.28,29.65735787750222
424,680,177,375,561,903,719,794,690,755,383,88,449,48.68,28.49,29.446885762276544
679,520,110,797,167,533,860,402,379,501,750,30,480,49.51,28.94,29.296153617447267
44,315,720,868,629,607,592,403,662,174,172,514,232,58.6,38.96,39.24136707075864
12,789,204,552,942,880,561,237,414,526,352,975,867,62.67,38.08,38.06160468905445
591,361,470,931,275,675,561,623,980,746,5,392,802,55.19,31.59,32.115706606011976
877,840,977,907,960,758,524,828,132,531,796,574,210,43.31,28.09,28.900669895929372
436,972,57,492,890,373,583,567,204,963,516,423,496,53.86,29.64,30.560898061576825
832,365,424,354,1,551,553,638,805,627,339,469,614,48.78,27.09,27.520969154086853
28,823,235,650,181,563,598,185,881,93,817,564,816,62.74,37.25,37.42848829973765
871,836,953,261,33,861,966,689,72,85,888,17,463,66.21,41.26,41.084039359205796
14,772,773,287,255,275,112,816,639,189,352,297,71,78.48,45.37,46.76438365808911
171,163,261,540,974,172,672,279,663,728,301,465,719,52.18,31.17,32.299567830184415
329,508,485,116,24,319,395,351,431,815,192,264,111,63.04,37.66,39.088927144293365
259,921,747,522,214,988,620,442,836,998,21,230,18,80.56,48.64,49.11579425045933
406,149,36,736,982,164,456,721,518,694,436,557,852,60.32,35.87,36.7276339263861
225,999,645,816,711,528,461,228,536,664,31,404,691,51.48,33.37,33.823066778182344
589,822,328,675,646,436,60,755,305,128,991,217,896,55.17,35.21,35.36771099087471
48,313,72,879,78,317,939,961,305,761,162,426,578,50.02,29.32,28.893716673077222
258,133,8,574,899,870,38,604,839,222,985,922,583,57.87,36.22,35.50834725172191
471,175,847,888,890,997,798,720,637,521,38,387,205,47.17,32.16,30.877323588374175
355,101,210,587,690,918,443,605,198,504,106,960,681,49.2,32.13,31.31768042022393
399,303,516,511,17,333,626,892,411,921,288,18,160,74.21,44.18,45.51537651233877
205,878,335,830,576,801,138,347,439,218,272,690,98,45.33,27.98,29.073310857893006
857,388,954,560,352,936,903,857,703,547,496,786,545,41.46,24.57,27.978339887774982
240,66,742,41,86,136,173,170,932,551,218,274,777,53.56,30.99,32.41118281396181
340,614,518,861,261,376,346,348,116,298,240,888,966,50.75,32.22,32.8240368841933
618,798,977,732,908,500,138,593,564,788,106,328,40,49.76,29.57,30.062713622307022
416,74,389,886,807,150,848,128,349,117,629,601,800,66.07,39.63,39.12395847586252
948,387,78,584,563,229,579,83,975,273,373,912,302,49.76,30.79,32.244088414800856
577,547,947,117,468,918,283,110,805,46,847,302,12,76.44,46.27,47.69650028148149
628,686,14,93,423,117,845,906,808,40,192,245,804,79.87,51.21,48.52299611738728
600,431,165,118,461,171,697,247,162,761,865,105,445,55.17,32.02,31.3221138656552
932,987,387,825,993,555,931,837,301,563,259,728,488,39.9,24.75,25.345504577042938
322,102,212,667,325,40,27,10,805,947,302,743,610,96.79,60.41,59.84748032913223
327,460,400,320,408,64,65,935,324,993,615,993,466,52.59,30.94,34.59322600699483
114,256,220,803,632,796,912,555,888,704,480,677,364,48.05,29.49,31.17107492757201
265,187,554,212,314,203,252,369,83,839,287,91,771,61.44,37.31,37.566183959803844
458,92,667,588,658,347,963,232,399,989,314,42,335,45.88,28.55,28.248935718466825
191,324,811,867,592,914,943,310,251,342,103,557,626,51.45,29.44,29.736127135551552
592,826,610,94,250,225,20,827,249,411,74,274,564,63.98,40.06,39.69962619029133
888,72,746,76,22,650,10,297,768,811,367,505,480,75.75,42.42,43.0961417616829
883,879,157,103,513,796,814,335,78,521,972,681,177,44.56,28.2,28.16224847639646
183,794,153,144,841,886,327,312,109,726,526,854,941,50.84,34.17,32.66371863060535
616,300,129,915,211,145,558,932,739,32,798,323,840,52.9,33.32,32.282779554518335
924,638,823,688,928,566,860,966,764,706,210,182,306,50.87,30.78,31.15494811555155
443,550,161,49,731,882,683,253,258,796,65,698,986,54.27,33.92,33.74662992178385
457,827,440,562,256,554,449,871,550,464,11,405,856,61.99,36.07,36.47683438356706
346,175,264,497,24,812,661,955,426,999,584,19,63,69.16,43.93,44.21841733731967
708,363,593,141,607,128,141,265,848,283,407,577,410,59.74,33.51,34.95593834217738
176,627,91,239,497,7,181,541,324,512,914,664,942,77.38,43.22,45.04654409151292
448,952,702,654,748,231,244,320,506,703,490,979,230,50.31,29.08,30.008108959678683
729,422,345,573,625,928,745,939,669,281,995,661,224,47.59,28.63,27.87038872200611
49,943,73,781,523,660,898,377,163,523,784,811,904,56.83,35.83,36.680446058925014
208,319,305,709,306,869,565,380,169,718,718,754,475,45.85,27.03,29.852698030216573
608,87,876,126,918,620,983,526,584,386,180,159,256,55.63,36.16,36.695780692138506
436,222,964,583,736,775,801,53,506,697,403,734,652,49.91,30.1,29.467673509499257
356,393,527,865,168,557,747,41,536,92,827,261,643,61.73,34.52,34.96643513231777
103,273,754,934,85,982,998,142,992,794,631,862,990,45.31,27.54,27.30124608041042
675,703,717,83,455,871,946,246,994,871,391,962,821,42.49,25.25,27.103989888297214
925,443,406,168,931,333,448,129,637,930,499,982,217,49.91,30.29,31.305222695755674
122,441,615,546,418,931,120,676,302,284,254,387,767,47.78,30.75,30.76343557143662
572,4,982,194,541,449,592,21,31,642,996,620,248,100.2,59.67,61.08189111881161
855,266,211,177,291,151,555,205,279,318,599,775,256,54.99,32.31,32.99234399986549
852,699,457,810,881,828,875,996,172,558,365,502,430,36.69,25.76,25.68510979947799
876,124,787,213,584,900,392,209,290,830,110,925,826,47.62,29.71,30.246679431830824
24,120,582,765,13,558,303,988,690,779,741,996,664,77.94,43.09,43.78531019377937
139,76,512,382,586,824,318,447,515,693,365,776,541,52.0,32.63,32.88058907442356
331,0,126,452,735,460,358,312,552,408,347,801,748,79.36,45.95,47.327059537107324
699,585,504,115,663,939,386,391,208,570,3,284,650,132.3,75.81,76.73028637959743
612,739,902,756,849,745,523,203,945,472,615,854,529,46.4,27.48,26.78437751514604
418,959,762,729,312,719,174,460,634,684,543,202,368,54.2,35.19,33.8591104290841
538,3,694,398,593,436,993,414,344,881,636,598,997,118.75,68.21,71.11346474030688
751,716,919,990,766,69,504,763,253,655,990,664,297,56.82,29.59,31.786397374976318
644,21,416,738,644,159,648,797,959,406,801,276,866,52.32,32.55,36.31224800111287
182,785,75,834,794,619,10,357,934,270,817,725,421,69.79,40.45,41.63318298256696
894,701,557,310,155,473,852,265,496,173,478,522,46,59.49,35.88,35.58647906749873
277,522,100,762,604,432,71,363,68,672,453,20,168,80.62,44.59,46.38957946383815
519,727,968,165,707,95,411,651,705,282,619,311,213,48.53,29.2,29.163001388189308
540,212,242,907,341,275,70,76,715,850,932,535,674,58.4,35.54,35.796931982281734
377,479,523,571,754,50,172,304,668,752,730,834,569,40.72,29.51,28.70280688725093
276,364,624,757,237,401,574,409,176,495,808,265,887,54.89,33.22,33.31800944103411
625,337,733,227,264,986,624,723,250,864,676,31,872,48.36,29.78,29.98225116611928
920,889,637,412,324,950,442,955,779,254,804,275,194,53.3,30.47,30.6497651238954
74,640,749,169,891,996,593,454,595,935,955,745,151,60.54,34.79,34.48729522975533
620,968,268,470,539,166,141,797,141,915,732,451,369,39.04,23.28,27.505356927661524
317,769,410,246,118,735,211,735,697,312,69,108,233,50.36,30.49,32.31085765293948
406,329,504,950,102,978,191,46,56,828,611,23,910,74.61,44.59,44.79020849762025
770,221,699,35,506,720,541,834,741,987,908,627,452,47.86,29.38,29.03531882589954
350,678,857,281,120,627,709,176,97,227,409,238,506,63.65,39.04,38.15473552399999
460,386,768,172,996,237,241,839,290,473,560,593,398,53.05,33.71,34.41701490435746
216,462,732,264,338,508,607,113,931,218,80,47,15,70.19,42.71,42.95773010567887
