n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
59429,97101,252259,98400,33116,50624,184763,11476,22330,35872,64865,32.88,23.71,23.87594811461354
212668,261915,132739,54892,105043,168261,7941,120359,127769,118785,102361,45.78,31.29,33.56241633938119
129756,150241,50392,235232,217716,105561,23479,127165,61389,198973,5240,43.07,27.29,27.1272804733605
183805,69931,136361,106866,124340,236470,238854,99372,190317,29813,173791,53.23,35.25,34.99343135513171
67726,25471,259942,213446,16538,101284,162573,217456,98882,28240,173236,51.22,32.88,33.264498218231395
15218,88719,61451,181220,22558,130437,236818,170320,135478,236290,54504,47.02,27.59,27.807227000415068
152446,211915,37260,159047,16875,141483,248001,9821,128101,183977,50817,43.45,28.76,29.52687443387318
38851,247999,225525,151771,119606,191087,153188,230938,116689,74882,146098,39.52,28.5,28.826365357695124
93505,224143,230182,111704,35383,41497,200355,157630,25589,139410,180926,38.57,28.17,28.705727671401277
82257,184063,93593,249036,168796,221116,129664,132021,163574,51812,80947,43.58,29.58,30.214990502584463
39363,93254,138600,74541,133638,172243,18722,211844,236773,224584,133016,44.55,30.13,31.56273630610682
239354,183840,142851,57659,90230,63933,238001,3123,77517,89976,57616,42.32,31.42,31.631965020152123
69951,8822,110992,66787,98808,78211,218710,184915,233692,109292,45940,40.98,30.74,31.170725508247816
172344,103878,30477,43563,244460,173846,223375,255549,6719,52902,255085,43.55,31.1,31.793712467140704
200926,42120,78654,30535,3464,208776,200356,99733,89604,219256,44605,37.25,27.28,28.30931745636682
149192,114191,237275,60743,36448,107505,147848,116930,106733,109566,21008,38.94,26.99,28.46596644776554
154274,18343,75692,187916,24932,8921,22349,173857,27924,200351,136562,35.97,26.5,26.173762373046138
138224,94414,40280,211733,245487,132362,127988,185644,38937,256919,158451,37.19,25.81,27.14656004699732
16508,49723,4441,239236,36802,89336,101274,172545,150384,31653,194970,51.28,32.65,33.659765440624895
78488,92129,85310,252959,95956,770,169304,219068,130814,55071,15903,44.65,30.29,30.878013714844528
229422,161811,8682,231448,253011,227777,199066,211945,259643,214024,152045,39.81,27.66,28.65902816475301
45081,46608,88479,254245,112992,115742,31706,21850,52549,158702,58715,41.7,29.9,30.22094507014918
130340,212697,124043,207148,40506,99899,31987,28432,152236,188995,118669,43.08,30.74,31.64137820439188
169847,33148,188572,115207,134868,190191,23705,187561,243407,123547,147812,53.13,32.03,33.76903341907443
103219,214030,94583,119363,59118,13350,51775,12825,116974,29201,28359,40.65,30.75,31.198516391805136
55368,190091,1206,185682,157455,160305,237647,5929,171759,95446,217386,37.11,25.88,27.082534412676843
113356,138380,24467,256548,253699,196337,198084,157339,131749,214767,184856,46.22,31.29,31.057982362259132
149153,52606,131472,60144,84963,137819,100692,195022,136260,169678,51426,43.87,33.36,33.92906279099849
1752,75905,160738,77721,238249,20938,194849,84156,243159,237767,257354,37.49,28.44,29.482266237351364
105613,58633,165764,77704,20872,143481,109964,256063,195094,96797,211492,45.26,27.22,28.177874124272712
246788,194187,222948,84103,135338,79212,163869,217908,250885,93551,205330,37.1,27.79,28.626269501806025
234689,77549,170756,221699,28651,51312,127195,96985,99246,251286,153346,43.67,28.97,29.473436282308676
