n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
1100,4662,6942,6572,6256,516,2089,965,4058,6233,3682,3868,5337,3109,6461,1719,768,3996,232,6846,3193,39.05,34.23,34.3840240584817
3545,4976,6244,6284,17,5700,3648,2181,5910,6568,1874,4842,837,2600,250,182,208,5321,4435,75,3122,35.26,29.92,29.841916475701534
5623,1774,3457,5946,237,4322,1816,6256,3587,4061,4529,1909,2831,1891,5544,1792,6233,3765,2373,176,3409,25.46,23.96,24.271503899626243
6861,4558,5261,819,1522,5155,5928,7044,2428,990,6087,2725,5910,5826,4102,3457,4159,6799,5491,1555,2485,33.42,30.87,31.041341352529876
2327,4813,4090,6932,4139,3222,4825,6990,282,3934,1988,6092,6532,3311,3394,5445,1417,3007,4495,5759,6355,30.19,27.68,27.714465482744885
5525,6047,3069,708,3595,5437,4165,884,6377,1341,4267,6880,3221,3035,4011,6002,242,3844,356,2527,5762,26.17,25.41,25.684826911278353
6949,5036,4859,4736,3224,5301,1395,1381,4114,1859,100,6312,1634,4420,7047,4491,1901,3313,4208,2816,6942,27.27,26.03,26.323733196043644
4733,2894,3761,2205,5400,4489,4988,5975,46,3143,6419,7020,6721,6066,4198,6628,1058,4249,6368,4598,1683,24.96,24.0,24.028146220531394
3490,459,3941,2987,4669,4541,1637,4134,3386,3972,6662,2922,3394,2835,12,4411,4424,5107,6442,5017,2712,39.21,31.53,31.79865194695899
3753,4914,229,6591,1880,5204,1451,4511,4787,1480,7053,750,6540,4514,6529,6973,6688,2091,265,6895,5514,36.08,31.44,30.196225145196617
577,681,7111,136,3710,119,6177,6189,2303,2044,2200,896,6531,5118,1512,2821,2378,569,1371,1307,2090,42.36,37.93,38.20335781505494
4320,1377,5379,2235,5310,5829,2412,3724,5755,2637,4067,3881,935,193,2555,3166,2812,3448,6522,1540,2116,24.98,24.05,24.010323481345115
890,2076,5981,4178,1712,4961,3536,6693,170,1846,146,3254,1199,289,5888,1312,3650,5772,4147,5555,3495,31.93,28.11,28.42105060036558
4462,6817,1807,5167,6535,5693,4231,3693,1828,4291,5312,251,3235,5528,4717,6581,2631,5405,5168,3492,481,43.65,37.01,37.48497647650738
6041,2446,1029,1737,388,2509,579,7032,626,2542,2440,6093,1296,3409,4627,2067,1068,69,4593,6967,310,38.32,34.24,34.31980673278799
4838,6712,1782,4671,3775,1405,6782,7108,6389,5767,5103,4168,306,3096,1641,2842,811,1685,4697,5522,3546,31.76,29.16,30.094590280950385
