n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
33481,46993,69473,3801,61030,32643,6796,20558,14838,48731,61481,32318,49906,71271,13365,75227,32680,48.57,33.39,33.38213955764358
1718,28407,53497,36632,23865,51044,20919,9428,18188,58305,16606,17333,232,696,27453,28243,21739,128.62,42.28,40.14937338415159
21821,37919,41110,26068,70677,26840,23811,25805,50229,39162,2827,47341,54382,21752,19097,34578,8537,87.92,33.95,31.850961041813797
43496,39499,443,44288,8653,40626,46576,40116,63012,41391,24218,63074,61936,23084,7471,33578,2997,238.56,63.12,64.29037768242304
46877,52991,2368,71967,54896,47996,49330,75827,1189,59352,6124,23713,25758,15600,32255,60582,45138,83.21,39.24,39.81580735270167
67173,46503,68773,32885,60666,14162,48142,38779,4801,56751,11951,27326,44661,67224,47530,19424,44559,83.92,39.31,38.38723777099444
36133,71453,12068,40953,41523,40130,23262,10249,19512,40541,63411,21171,6363,10611,69930,53200,4171,36.3,27.47,27.438276825984946
31108,45066,32795,59724,55280,19087,7301,4288,64692,43802,27139,17114,73930,17403,54240,13976,22127,124.97,49.58,47.391757380504984
56958,48889,19561,7703,55134,38641,18507,59395,22189,68445,59446,63983,41641,62789,35918,38144,61614,22.3,20.47,20.706191075954344
52925,19202,14753,49414,69697,23513,65447,44365,23608,11683,64469,35692,67525,71840,65906,47359,8271,42.16,20.86,21.412891926379206
46622,4498,40068,47635,73310,36811,63659,34715,38515,44574,23415,1517,62167,71695,32858,42717,35872,69.41,33.01,33.68593853458505
60678,37857,65581,46736,45597,35897,45296,53538,45881,22606,58954,47746,43822,67913,18593,69381,21780,33.03,25.99,27.50232281563702
26037,47451,62552,37074,10333,54608,22521,67692,55154,39671,72510,35481,3620,25637,20974,57811,23690,47.34,27.49,27.76218195210982
28709,23662,5486,61811,29654,21724,7096,17501,14526,41595,23795,63263,25344,71869,4673,54459,60991,63.12,34.42,35.80540883479891
46019,49846,9434,26786,31175,49022,86,45943,53133,36507,53745,15083,71728,49005,4726,72080,39502,50.99,27.95,28.501277584945175
12428,38703,71463,67193,44482,38429,46087,16929,54932,53640,73914,70567,48423,61272,18626,20548,50167,42.49,25.09,25.266522349648618
73906,62525,26103,17430,11905,46021,124,50050,14145,42734,74162,70703,18441,42656,73963,49263,56256,75.77,36.1,31.280574450669715
56581,29666,64672,38206,62858,49778,50317,20844,34055,39426,65051,32908,54459,2578,41831,40303,64455,49.46,31.57,31.200010534772016
37538,18781,62512,3116,15975,58126,32178,38417,5239,17883,51431,1730,62953,69804,73441,35885,31912,98.28,34.79,35.01304076668426
62164,4818,32199,64240,35086,20285,37451,38428,64522,62210,67924,15489,2119,16519,39412,37007,69926,61.43,42.21,41.85065829153736
44056,38905,69450,3488,60861,45844,47322,17364,4774,371,33085,72512,59718,14103,71511,25058,1908,120.76,54.67,48.61244223901174
56317,56063,75450,63160,50524,62353,51362,25751,38856,60959,8657,39800,422,56730,37533,61924,40756,38.43,26.62,25.770618218848654
18701,21685,62706,71971,65232,43350,70509,20123,55779,70963,6364,8967,30149,35023,11166,8246,3349,28.92,20.46,20.91787980670856
43653,56273,9005,53118,63791,6408,16171,16037,28735,14569,17645,38337,57405,19625,23997,24285,54255,54.78,27.45,27.56058014616974
21126,8811,27936,5709,72811,14183,49702,9437,36683,7544,74855,75399,15512,52236,17607,1306,56579,90.36,36.24,36.97939485044542
11984,41231,64152,64170,46321,49046,7307,18118,38630,19806,74533,66301,38041,72730,72074,28913,34504,58.45,31.94,30.9537819827405
8281,72309,30884,33317,37151,67763,17534,30725,48655,59419,50974,23503,17194,2449,44774,11173,75133,43.83,26.34,26.985447745421993
4711,11950,16356,66383,59441,31271,51098,60638,62975,42373,14099,69560,3861,71054,50412,7033,19765,69.68,34.19,31.07944665351321
56273,29240,15214,10980,64414,27721,18319,49265,46438,30804,37984,43681,45701,50560,49563,17881,46964,23.53,20.81,20.582357013694477
38785,56805,47476,67828,4764,75138,28164,23663,51840,8294,12713,4863,4347,24424,26529,25637,5171,166.09,61.78,62.31592016124458
64229,63044,45680,57,55966,61628,39393,56183,42370,61023,60541,13074,25113,20273,20845,9331,49104,145.46,51.75,52.64942405924083
50548,61559,19937,72360,33301,14448,36363,21173,37624,30823,4345,63181,4206,45127,48361,41427,7719,337.09,128.91,128.29119361315662
2849,59855,61830,20443,15455,42505,38155,59490,31450,21394,4395,26348,3267,75329,30208,10250,52569,188.09,38.06,41.73339499750407
47743,40873,24179,61346,47377,37112,8765,61346,21411,31527,23022,27363,5756,56445,35482,822,60544,35.49,30.09,28.14433677858207
7977,59380,53761,22250,5891,4360,71882,68018,74081,45876,12296,9334,31063,64377,12051,61769,7046,36.6,29.03,28.6491794469454
31911,6613,65197,52077,7882,6278,33479,53408,58441,40101,6729,4928,25493,23512,66667,52737,24649,104.76,33.66,35.19260671872655
69639,30634,11057,41141,14153,11379,71032,21225,9879,28103,2281,57830,70730,46873,63771,55467,74897,74.06,37.33,38.252343464608444
