n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
3792,5023,3058,2188,1134,1524,7098,5543,52,2771,4118,3798,4953,662,2736,4540,5051,21.3,19.89,20.02659309491046
5735,335,5965,3104,1387,5762,3702,5939,3461,1287,1379,1949,420,908,1084,4147,4836,27.11,25.09,25.30642989499075
518,6342,5639,3142,6468,6112,832,2385,1679,5523,1837,5944,6496,3455,718,6328,2185,20.78,19.65,19.304625669409862
1719,3248,2303,2798,6631,353,1634,5806,43,3368,448,3103,6928,4028,1139,192,1939,33.21,29.65,29.575845402626907
3479,6031,6969,917,4889,31,993,6261,4740,1619,6981,1663,2705,67,684,1091,4421,49.42,40.81,40.57599051857958
143,4102,694,4693,4069,4403,1623,3441,563,3261,1574,5232,6266,765,5741,4749,1190,26.1,22.37,22.584009439320095
1413,4988,5895,337,443,2211,4547,5596,4967,6979,1223,6104,2198,6036,4712,280,993,23.67,21.84,22.043555314729108
5779,3296,1939,1324,5006,4136,352,6029,2997,6927,5522,4276,4835,4630,6345,5633,710,22.41,20.97,21.343309460361898
7105,2844,900,7078,4785,2994,3697,1720,3294,1628,4705,6108,150,3104,6548,4978,2692,20.24,18.74,19.346363367545962
5,3551,915,1748,1816,3637,2208,2660,6674,727,2516,5156,2333,844,4239,6423,451,45.13,35.56,36.27391652502321
208,3124,6395,4591,6615,3511,4074,2835,5811,6371,2033,4636,6042,542,3481,5307,1891,28.45,25.91,25.95668463843797
784,6231,3284,4176,3055,7044,4591,3025,1139,5468,2378,1401,5674,6908,2121,240,413,30.25,25.04,25.406784615018026
6632,1415,2154,1345,985,4968,1215,97,399,498,3689,1708,6443,3185,2410,5009,121,31.08,27.49,27.142138853950197
6542,2904,2334,1152,3939,4603,2275,1124,709,6123,4554,2424,5701,966,537,3440,3697,26.32,24.05,23.728696800297534
1167,5765,4603,6260,6511,3137,4818,6576,1385,5432,5861,2245,6321,4892,4984,4050,2857,23.61,20.78,21.222494243899696
812,396,2267,4332,1051,1419,6540,5158,6720,690,1328,6390,6468,1821,7037,106,1662,35.34,27.43,27.922532388728005
1440,3880,3741,4845,4581,4468,3180,681,1417,4494,3949,4857,2149,4386,545,5333,235,24.69,23.28,23.00342951619742
4759,4794,3569,4459,2529,4288,4317,4400,5256,6521,537,5265,4701,4441,2460,526,5938,19.61,19.47,19.130833918229616
1837,5903,1126,845,816,5730,4027,3715,495,4015,5216,5959,433,5560,4939,239,3056,30.15,25.67,26.122647350364122
1995,3757,1893,3041,6743,5976,4695,5119,4062,1991,294,5099,4890,693,5023,384,5554,24.29,22.56,22.56059279508319
3356,3331,4821,564,661,1549,279,4981,6165,1485,691,531,244,2906,5116,3852,4481,29.37,24.46,24.59163707723347
4387,3888,212,5763,6353,616,2734,693,6412,2633,70,3799,3679,4835,1217,3162,3917,29.99,24.84,25.073921955265124
