n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
3714,6068,6150,2069,3164,717,1395,79.14,19.82,19.59605143139411
2242,4054,8296,3430,6565,496,7522,61.5,19.07,19.131043190327965
7985,7424,6397,8109,9390,3149,6597,44.07,13.77,14.327952295508627
1467,7947,3836,327,4370,8522,6679,64.55,22.02,21.455279379506067
7771,6210,1863,4232,1591,1033,6330,60.33,17.43,17.618675155235675
6180,1765,951,5544,3840,1409,8152,89.25,23.52,23.81120288526879
8467,3406,9527,2328,9940,1054,8842,42.72,17.31,18.138156038643363
613,8006,3176,2428,9485,7475,9574,74.14,18.58,19.401215647859196
7293,4680,9131,5844,6981,2211,2593,67.01,17.46,17.340129938714732
9851,1599,8713,5141,5849,8104,8251,88.36,17.27,17.164749690096635
3238,5059,2460,5828,8662,4658,8352,42.97,16.2,16.949484889281987
1170,8313,8928,3603,5639,3995,195,70.08,25.59,26.0148139289228
4844,5623,3601,4371,551,6937,4174,69.79,18.48,18.38684040632224
6175,4888,6830,2871,6492,1904,2722,43.38,15.78,15.579959190918593
419,3306,2632,4915,1908,216,6233,103.18,32.49,32.657189770196055
5600,2787,9324,7136,3796,2278,6719,54.57,19.22,18.21367032224424
9240,7308,6670,6847,1313,9642,1146,58.17,18.51,18.16716059904339
4730,1558,557,1396,1745,8535,8639,68.67,18.54,18.89766958375508
5900,2517,8272,7999,2433,9903,1031,77.17,17.82,17.971046703836006
3107,277,2300,5583,6329,9399,1978,67.51,20.26,20.92976938109385
4905,5758,5331,5997,48,8175,3441,83.94,23.63,24.678843612984693
993,542,9502,2817,2913,5529,7062,69.33,20.13,20.637012838294734
7233,1981,1365,3284,9918,3669,8146,47.0,16.51,16.57220272708745
7752,2531,6243,1999,1777,9514,7416,70.32,16.82,16.871347329625994
2071,7200,8429,1481,7721,9238,6451,44.49,14.38,14.440389544681716
5911,7460,3694,834,3235,801,7310,63.61,21.92,21.44881103511873
1825,1772,3460,75,9840,370,5965,74.51,24.57,23.495678521152154
7084,8648,1529,9833,8234,9322,3287,51.58,16.28,16.333099941301697
8217,3759,5310,8613,6293,8516,3214,54.69,16.84,16.88380945880906
109,4744,4857,1308,5259,6600,3664,73.19,19.7,19.851027917078788
4856,1304,8967,6872,6049,5256,8458,43.19,17.31,16.657999143705734
4950,5846,4846,1790,3207,7949,6061,51.49,17.79,17.826934333884008
6202,9584,5111,3362,4759,6504,6282,51.72,14.11,15.163570544664658
8579,5829,9911,9586,5934,7004,3209,42.47,14.39,14.241759914173956
8027,8666,8311,1343,4404,2677,1124,53.49,16.47,17.050574386239823
8163,4438,6876,1917,4488,4778,4490,54.24,15.98,16.700829575539498
8261,4400,4543,6746,4006,5920,4026,50.56,16.22,16.055121372771566
4063,8269,7502,4094,3837,9774,8605,44.54,15.7,15.473328873831598
3201,6028,8137,1732,1828,6356,1379,80.05,19.55,19.60408505732862
2796,9285,7005,739,2241,361,9998,56.3,18.9,18.574580497123847
3133,4335,1426,1563,7580,7532,4624,62.98,18.68,18.102686918222165
9275,1518,2069,9946,5858,1080,5241,70.8,18.75,19.05409317148887
634,1375,2249,6000,1228,3780,607,93.82,25.55,25.719285297445126
9826,5231,3642,4859,5857,5354,1083,52.9,17.49,16.882274370731874
8520,1867,9986,5702,7119,2617,2573,50.54,15.54,15.274166439061261
4176,6378,2437,7065,1067,1634,8756,65.01,19.55,20.348079422002233
3647,1345,4803,2894,5520,3259,1786,80.01,19.8,19.360513721726655
833,936,9107,2911,2797,9166,5353,79.23,19.16,19.067884531441024
4839,3969,8198,7846,1817,9221,1359,50.04,15.5,15.243761665169739
2252,2173,3692,5354,3572,6681,2849,63.66,21.11,19.798342159661495
2768,2212,7215,996,7345,9593,4707,68.99,19.32,19.884396616704596
6796,7152,9475,6095,9240,8022,6005,38.64,13.1,13.661898660494701
8650,3071,5059,4359,7796,2095,4536,46.96,16.89,15.734819860794893
8191,8299,8743,8386,4737,3563,9314,43.02,13.9,14.952624159222228
8626,6400,2208,8007,7796,2035,4771,50.34,16.86,16.101164457970444
6456,525,572,6086,8300,4851,5685,88.54,22.01,21.149236549782096
6145,452,2346,237,1305,3025,7355,75.59,24.54,24.323123899506935
