n_nodes,influence,n0,n1,n2,n3,n4
5,708.4000,571,776,913,597,444
5,708.4000,571,776,913,597,444
5,708.4000,571,776,913,597,444
5,708.4000,571,776,913,597,444
5,705.7000,444,323,776,597,913
5,705.7000,444,323,776,597,913
5,705.7000,444,323,776,597,913
5,705.7000,444,323,776,597,913
5,705.7000,444,323,776,597,913
5,705.7000,444,323,776,597,913
5,705.7000,444,323,776,597,913
5,705.7000,444,323,776,597,913
5,705.7000,444,323,776,597,913
5,705.7000,444,323,776,597,913
5,705.7000,444,323,776,597,913
5,705.7000,444,323,776,597,913
