n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
84890,248477,39544,103500,170638,12657,18988,215292,140478,43.88,29.55,30.455868185698804
24675,95863,152774,15204,238473,133021,56281,9829,22530,28.75,21.58,22.115163454525224
113677,109621,18312,63088,23779,144453,111285,15495,216754,34.37,24.44,26.00905833279958
148230,32453,248368,58520,165314,164477,152829,248436,16216,44.56,26.59,27.29869051802322
151284,153496,103987,12999,255919,57955,12211,145926,225042,27.42,22.23,22.61435249637637
34910,75919,109874,37815,141737,30878,149661,80866,146868,31.19,22.75,22.956516670749327
213942,178782,47376,27015,152462,149737,167487,49249,97621,32.69,24.84,25.24438398488327
25540,143587,186675,16459,147945,15624,162269,53990,130132,34.44,24.81,24.728504460793356
178362,139387,112090,203745,82351,122054,153501,242074,118799,48.23,30.5,30.962685793417855
94786,78582,65123,208241,47124,183237,204427,63988,21457,30.76,24.68,25.095593263716165
150581,78708,137677,129791,229412,90040,191219,117659,75481,42.05,27.7,28.83727919025282
159634,256946,19189,30950,134200,109608,43243,198479,89667,29.32,20.6,21.554362169353272
39841,244651,128178,110545,10277,252187,175168,20347,200427,33.42,25.02,25.8540084796364
146296,150215,206856,229501,214526,82247,89161,182267,91797,34.91,23.21,22.822357364343166
155810,130200,152016,208900,119591,18025,220192,24535,247642,33.0,23.37,24.52632393106491
70762,124282,182725,174103,17039,15904,191669,183891,81161,38.54,25.41,26.267227358650604
169640,151505,260334,178582,215462,116822,74605,187859,101132,47.0,26.63,26.249454272308302
232532,175283,90965,5914,246585,121030,93182,44052,160148,30.16,21.43,22.81125291304948
30695,129418,15454,57201,201387,75348,33905,193557,64910,41.1,27.82,28.331139213266354
104306,102485,240337,228438,130156,21123,43611,117751,105288,34.69,24.78,25.037551897297895
144032,72833,231573,35894,214769,112858,226488,144236,72986,41.89,30.67,31.00399930176556
185177,108867,258596,94049,178971,231785,99730,251063,60490,41.26,23.73,24.740504212677113
39563,21753,46194,39661,60806,172626,61167,3162,127130,34.88,23.4,24.190902188361253
217866,154435,47800,68877,73906,1073,38188,109824,140139,47.65,26.97,27.437298070714945
96797,159858,148462,83522,249848,32896,181008,225234,135132,39.4,25.65,27.049871465661813
249095,161898,171695,177261,193930,14153,119706,235807,228322,39.9,26.19,27.257539060482102
204464,249531,229248,178408,209157,146609,102859,104351,104589,33.73,23.59,23.554800819777846
103316,27141,126228,166275,104973,16317,49967,17654,258124,33.85,22.83,23.279642378157053
54726,115507,42546,28817,89143,157477,13782,26838,61,33.91,23.04,23.528694903932617
