n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
1100,4662,6942,6572,6256,6.18,6.21,6.172810544600882
516,2089,965,4058,6233,10.04,7.13,7.1569221036633355
3682,3868,5337,3109,6461,8.08,6.91,6.906255941456093
1719,768,3996,232,6846,16.55,12.87,13.158097116525187
3193,3545,4976,6244,6284,7.33,7.22,7.14638911424611
17,5700,3648,2181,5910,5.15,5.24,5.208300435388078
6568,1874,4842,837,2600,6.74,6.68,6.6187772042659585
250,182,208,5321,4435,11.78,9.93,9.61060304864117
75,3122,5623,1774,3457,5.23,5.32,5.304749187948228
5946,237,4322,1816,6256,5.39,5.35,5.308180334896692
3587,4061,4529,1909,2831,5.9,5.87,5.731464058246017
1891,5544,1792,6233,3765,8.11,7.35,7.141431945457959
2373,176,3409,6861,4558,5.46,5.42,5.477369895862342
5261,819,1522,5155,5928,6.37,5.83,6.018005387971474
7044,2428,990,6087,2725,13.16,10.54,11.144856192060635
5910,5826,4102,3457,4159,8.5,7.08,7.000869980032366
6799,5491,1555,2485,2327,6.27,6.43,6.373635016482469
4813,4090,6932,4139,3222,10.3,7.3,7.195794698393775
4825,6990,282,3934,1988,6.2,5.82,6.03549105364442
6092,6532,3311,3394,5445,7.34,5.81,5.995429470200544
1417,3007,4495,5759,6355,7.12,6.71,6.601551221170648
5525,6047,3069,708,3595,7.37,6.93,6.954923140664134
5437,4165,884,6377,1341,6.06,6.11,6.189151476208719
4267,6880,3221,3035,4011,5.24,5.18,5.137839990078065
6002,242,3844,356,2527,6.71,6.15,6.405184076706691
5762,6949,5036,4859,4736,5.25,5.09,5.159678513923264
3224,5301,1395,1381,4114,7.04,6.37,6.365307782072948
1859,100,6312,1634,4420,6.26,5.72,5.857532368566888
7047,4491,1901,3313,4208,6.8,6.74,6.893338512135443
2816,6942,4733,2894,3761,7.13,6.77,6.499733564670361
2205,5400,4489,4988,5975,6.66,6.44,6.1858442459525484
46,3143,6419,7020,6721,5.88,5.55,5.532640758689098
6066,4198,6628,1058,4249,6.04,5.97,5.869641886888988
