generation number, individual number, fitness, candidate
0, 0, 55.93, [25582, 24272, 4847, 13713, 6914, 2042, 5385, 25057, 6638, 10130, 20062, 570, 14746, 16235, 15329, 23714, 17729, 4708, 7014, 7615, 2982, 14599, 2661, 6825, 25107, 11638, 3946, 15933, 140, 17341, 16310, 15388, 8375, 13096, 16278, 3681, 21847, 10597, 8526, 4034, 8669, 4814, 25250, 4284, 14153, 17439, 17875, 1048, 10117, 734]
0, 1, 55.76, [6610, 8087, 9188, 16742, 18065, 21199, 13989, 3418, 24332, 22644, 16717, 12423, 2592, 15188, 4759, 1997, 12053, 7855, 22746, 12928, 23137, 23881, 2352, 10130, 7007, 15664, 7534, 4822, 12041, 15194, 13311, 293, 17968, 17797, 13526, 10841, 20716, 20560, 21491, 14430, 21407, 20250, 7204, 23916, 1798, 20053, 7585, 20924, 5078, 5062]
0, 2, 55.41, [5427, 11141, 18454, 5415, 20662, 2003, 7459, 6541, 6666, 3383, 3876, 5434, 16906, 9736, 6337, 9572, 45, 17463, 22426, 1958, 21317, 23647, 19645, 19575, 8737, 19015, 580, 20003, 2304, 17950, 3007, 16174, 2338, 19931, 6579, 23786, 20558, 15186, 11861, 12016, 8629, 24470, 23681, 25911, 24885, 16280, 15003, 4958, 20149, 13622]
0, 3, 54.81, [5406, 11280, 3773, 12113, 11979, 17076, 15589, 17346, 21755, 3386, 750, 12849, 17426, 5541, 23240, 19149, 5083, 9099, 11009, 16336, 20635, 26039, 11892, 3136, 11612, 15395, 4278, 21152, 11196, 19525, 12927, 22018, 4485, 23246, 12492, 23441, 20046, 13485, 25910, 1044, 18913, 23939, 8054, 677, 9755, 4755, 10268, 17584, 25649, 12478]
0, 4, 54.52, [22324, 10391, 19223, 6082, 13624, 5555, 11416, 6094, 22609, 22235, 22502, 19705, 12370, 22284, 22377, 7442, 21613, 4554, 23470, 3034, 214, 20004, 2516, 16779, 8184, 22738, 1608, 5843, 4488, 339, 10341, 21777, 3953, 21142, 238, 4624, 1149, 7154, 11670, 17124, 25408, 4755, 24814, 4469, 2569, 8774, 24402, 14384, 5056, 15715]
0, 5, 54.51, [941, 13520, 10842, 7650, 26020, 19892, 4033, 26141, 13624, 14652, 22900, 25062, 17192, 7957, 25615, 2535, 18757, 25668, 14854, 20616, 9921, 16262, 3280, 16751, 25917, 6963, 5404, 3186, 2784, 18278, 6456, 9736, 18866, 24431, 260, 11528, 19657, 5529, 12155, 950, 14534, 8815, 25217, 13328, 21660, 9038, 17591, 6494, 25228, 5367]
0, 6, 54.43, [9026, 25359, 19939, 4382, 17440, 3980, 2004, 5172, 4960, 5352, 11464, 15388, 21317, 6423, 22728, 13481, 22806, 2055, 19544, 24463, 21508, 6482, 19642, 6266, 22834, 13600, 6008, 11495, 8888, 6746, 11002, 9053, 8074, 10002, 17248, 16676, 74, 24294, 46, 23225, 20424, 25201, 14627, 7523, 3067, 22074, 21029, 11611, 13932, 20707]
0, 7, 54.39, [9098, 23554, 19246, 22284, 2655, 9913, 4377, 26190, 6081, 18579, 24932, 11537, 16674, 9151, 615, 15246, 352, 22771, 4273, 15668, 15669, 17250, 22464, 4847, 19527, 9458, 11372, 5605, 18758, 18256, 17082, 7105, 8437, 9890, 14652, 21048, 11919, 547, 10841, 25589, 4164, 4466, 5957, 14982, 22621, 22269, 2530, 19493, 23866, 15942]
0, 8, 54.39, [11878, 4727, 23084, 10907, 12155, 16471, 6774, 7632, 25615, 18788, 7650, 19222, 3265, 20599, 16224, 8279, 20248, 12386, 11109, 18208, 15163, 21593, 18340, 10039, 12928, 16348, 4713, 9327, 18042, 20434, 22051, 22311, 13649, 8626, 15911, 20886, 3561, 733, 260, 16124, 19810, 13220, 4755, 7050, 19022, 12599, 19206, 8612, 16042, 16083]
0, 9, 54.39, [9090, 9758, 7958, 2915, 9337, 13624, 1280, 10113, 6707, 19608, 17189, 12160, 2342, 2201, 570, 26065, 25006, 15416, 10969, 10550, 715, 17590, 4213, 15457, 16227, 22108, 3679, 13712, 16231, 23488, 19612, 3725, 11017, 16274, 21029, 10427, 10180, 11566, 1588, 23665, 25784, 16091, 4148, 13683, 4834, 21821, 16020, 24924, 6039, 22377]
0, 10, 54.37, [16227, 15971, 14647, 6387, 6857, 13636, 2936, 1378, 23215, 3280, 4640, 13526, 24161, 24101, 14552, 14648, 1436, 25470, 7586, 1560, 16620, 5712, 20319, 6669, 25589, 23770, 19581, 24009, 22404, 3765, 20375, 22937, 5355, 10550, 17746, 2784, 18193, 15585, 14282, 6835, 9862, 21778, 11925, 17670, 10350, 4372, 8122, 6895, 23859, 6535]
0, 11, 54.36, [12512, 15206, 16210, 4793, 8372, 20345, 7926, 18595, 24272, 14933, 23382, 15395, 232, 5355, 17131, 374, 19677, 4351, 21468, 7510, 15209, 3633, 19150, 17289, 16331, 8398, 14502, 7023, 17120, 3651, 25911, 11325, 4896, 13008, 5674, 1050, 25891, 18282, 4365, 16694, 17721, 6082, 23465, 16576, 25234, 8048, 6610, 6631, 16523, 851]
0, 12, 54.35, [13470, 2087, 6857, 4875, 9710, 2762, 1685, 6904, 5365, 25379, 12798, 21544, 23382, 4255, 1344, 20547, 3532, 23423, 939, 8231, 13384, 24732, 7522, 24878, 25236, 9764, 1105, 18772, 8641, 19939, 18757, 4245, 2001, 22, 543, 7307, 3824, 10931, 19510, 19678, 21184, 5109, 2562, 21695, 22462, 17546, 22598, 4896, 20808, 2293]
0, 13, 54.34, [17764, 13651, 13713, 8857, 5257, 16162, 22831, 6700, 6544, 20479, 13971, 5492, 19507, 22556, 4164, 10884, 15479, 5634, 10956, 9149, 20229, 4877, 1552, 24959, 9765, 10310, 22082, 10919, 1187, 24734, 24860, 6266, 6706, 21379, 19233, 5829, 20716, 15899, 2200, 20683, 24127, 12802, 7625, 22376, 22954, 22105, 10655, 3096, 14003, 10390]
0, 14, 54.26, [5606, 2557, 11610, 8475, 6077, 11642, 11416, 18522, 19657, 14132, 23775, 24160, 22433, 1552, 3927, 18625, 2255, 1488, 4515, 18946, 20776, 1154, 18788, 5352, 1995, 6534, 3388, 18688, 15664, 25868, 21313, 4988, 16891, 21144, 13620, 5740, 3824, 2952, 19257, 23423, 25304, 17135, 23686, 24559, 1010, 13932, 22887, 17191, 22779, 19144]
0, 15, 54.18, [13483, 9441, 4266, 4793, 1321, 5162, 22493, 6494, 1817, 17670, 16475, 15624, 6824, 16953, 9907, 11030, 5621, 5359, 19603, 18109, 800, 15681, 16553, 16570, 3164, 21203, 17589, 9138, 6288, 25136, 20780, 2385, 19562, 24114, 8452, 16819, 1311, 9758, 14872, 5271, 2741, 7045, 7026, 6556, 17536, 128, 20850, 358, 1383, 11175]
0, 16, 54.15, [4103, 25698, 12781, 14972, 14430, 9027, 140, 379, 12866, 7010, 12338, 1343, 9125, 23214, 2487, 17161, 25648, 15718, 18595, 2335, 15301, 22748, 3684, 11016, 7055, 24732, 9863, 19493, 8891, 10872, 2190, 14638, 7956, 16766, 2826, 25998, 24340, 5078, 17968, 22421, 15396, 7718, 16881, 8615, 25383, 4793, 21579, 18279, 8069, 2331]
0, 17, 54.12, [17882, 25631, 18741, 21847, 16659, 14373, 15372, 9829, 12968, 25089, 12051, 22428, 23096, 16899, 10719, 14865, 20258, 6708, 22110, 16471, 6513, 85, 1660, 22394, 18396, 21811, 17290, 5631, 18250, 5479, 12473, 15905, 9517, 6828, 23812, 9325, 2823, 20827, 13614, 21562, 21158, 12712, 12252, 8595, 1153, 20813, 17248, 9098, 10597, 5541]
0, 18, 54.12, [25125, 18399, 2852, 20479, 495, 6456, 1606, 12860, 9441, 10446, 16511, 20230, 9419, 15608, 12797, 26181, 21663, 19164, 11182, 23382, 2081, 4355, 23241, 9514, 6380, 1149, 5211, 23945, 11951, 17785, 17275, 23306, 7449, 5216, 3052, 21433, 88, 21549, 4781, 18383, 4017, 17984, 20168, 4379, 15300, 23107, 1194, 15666, 20550, 5542]
