n_nodes,influence,n0,n1,n2,n3,n4
5,992.6000,575,275,886,377,795
5,992.6000,575,275,886,377,795
5,992.6000,575,275,886,377,795
5,992.5900,795,886,275,133,377
5,992.5400,795,886,275,133,377
5,992.5000,795,886,275,486,377
5,992.4600,133,886,271,154,795
5,992.4600,133,886,271,154,795
5,992.3100,795,886,275,486,377
5,992.3100,795,886,275,486,377
5,992.3100,795,886,275,486,377
5,992.3100,795,886,275,486,377
5,992.3100,795,886,275,486,377
5,992.1200,795,886,275,133,377
5,992.1200,795,886,275,133,377
5,992.1200,795,886,275,133,377
