n_nodes,influence,n0,n1,n2,n3,n4
5,994.8900,867,394,149,504,317
5,994.7900,346,394,149,504,317
5,994.6700,867,394,149,504,317
5,994.6700,867,394,149,504,317
5,994.6500,346,394,149,504,317
5,994.6500,346,394,149,504,317
5,994.6500,346,394,149,504,317
5,994.6500,346,394,149,504,317
5,994.5600,141,394,149,504,317
5,994.5500,346,394,149,504,317
5,994.5200,867,394,149,504,317
5,994.4800,867,394,149,504,317
5,994.4700,867,394,149,504,317
5,994.4300,346,394,149,504,317
5,994.2700,867,394,149,504,317
5,994.2600,867,394,149,504,317
