n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
30939,39753,13522,51912,62767,20312,11809,8718,2597,52637,72011,37929,7713,17091.53,256.45,318.9199999999999
29088,68201,70343,47218,36265,22631,13917,34304,28101,3360,34112,35618,25353,15387.12,67.5,60.400000000000155
21603,40612,37963,48810,11366,44224,50847,66316,32620,23303,32417,62074,36699,17083.79,129.79,139.88
11710,71780,39353,945,38265,75021,40863,66633,25575,54256,55539,37775,56497,17093.58,972.99,1248.7199999999984
59162,21144,30569,39991,34033,5667,10626,6071,60643,36756,68009,70073,61766,16911.73,54.05,52.63999999999996
44937,19013,25634,8708,54105,26564,57822,36215,24078,46639,57137,42030,73207,16764.69,34.29,35.04
26045,42406,13235,8075,29998,36369,31118,16009,43393,23270,38132,60164,3365,17100.76,101.03,101.84000000000016
5611,46803,10827,37445,42876,2383,42311,37879,42162,20042,53795,10191,38457,17087.67,172.17,188.9199999999974
25089,58214,38272,17883,32774,50021,20827,43425,75116,1231,47621,5871,59609,17100.32,311.04,362.9200000000005
22225,47866,47542,38054,74901,12727,57583,27162,55568,27252,14892,7777,8153,17091.11,284.86,305.4399999999994
7244,22107,19613,5359,71595,64312,32644,42130,4662,16026,69368,38391,53650,17106.14,391.31,392.16000000000014
26248,62621,26446,31701,57516,53821,64479,4832,28712,55210,58130,32582,56077,15376.84,46.52,48.080000000000055
28274,65349,24603,4148,4824,33343,33211,31770,68901,27271,30338,54674,34299,17090.46,275.86,310.0400000000001
18573,42600,6720,41224,74100,15316,74672,52817,5308,64787,50786,12177,56375,17083.01,115.5,126.00000000000033
27645,75013,21686,44117,38824,61764,41292,55048,69209,28211,35166,44371,51404,12498.42,31.47,33.75999999999996
65062,9749,36710,25068,5838,51747,16729,35316,7927,21923,60892,74606,61890,17092.24,174.26,196.4000000000003
52917,51176,28644,429,27681,20544,1718,33729,15189,51876,49949,29141,72169,17089.29,425.08,502.2800000000009
6999,26433,21220,43338,73711,61801,68997,57624,3459,10353,4480,14800,64072,17101.51,280.98,297.6400000000005
73505,33679,18187,5423,47522,10445,68548,1382,38920,45470,9795,11159,71221,17099.15,277.12,302.87999999999795
59476,49959,26915,40785,50938,30631,63786,52436,12467,10118,15001,47956,67171,17098.02,137.24,148.9200000000001
56879,54511,58227,8771,25670,39623,62741,55373,15489,73176,21938,48706,21341,17089.46,61.07,58.15999999999998
23114,19569,42802,64783,44379,33896,71023,639,22112,729,40870,15853,71427,17099.05,366.98,435.80000000000035
14527,63767,63471,68984,9920,68251,32170,53893,38463,46765,30042,23647,221,17086.65,246.55,263.19999999999993
6936,41061,71314,61214,74493,40062,66409,57770,57942,51354,18437,32990,47471,16732.14,52.38,49.52000000000002
44570,17465,56806,10821,18866,23287,37403,48757,25885,75495,45932,12250,10100,17096.39,189.78,200.2400000000002
52762,23550,43207,48744,42817,22888,39397,3037,2634,68673,11627,47057,12897,17110.44,578.87,698.2399999999997
