n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
812,587,841,82,496,780,267,37,0,149,678,600,481,988,777,752,382,327,788,115.16,53.5,54.48999999999998
22,279,500,821,202,747,893,423,932,551,552,698,96,197,576,566,716,824,746,105.79,43.37,45.69000000000001
271,678,822,624,702,90,864,434,343,95,370,819,419,824,256,455,716,96,773,104.76,43.72,43.46
201,717,650,815,298,99,974,46,602,924,205,847,671,934,369,498,955,852,931,92.36,39.21,42.150000000000006
198,527,589,660,993,714,913,824,515,999,938,29,648,370,250,616,440,311,365,104.36,42.1,42.15000000000001
603,122,91,512,901,694,537,203,119,622,678,274,319,736,200,388,495,228,141,102.82,42.26,44.01000000000001
611,214,854,886,897,714,534,12,193,796,173,17,663,340,571,926,687,635,633,101.2,39.93,41.67999999999999
313,383,386,540,398,296,129,695,500,55,189,433,608,764,407,98,451,251,825,97.38,42.88,42.90999999999999
91,913,617,686,891,910,456,457,802,851,389,815,78,529,436,482,310,722,836,99.99,39.02,42.320000000000014
418,963,87,196,764,696,272,462,499,739,802,988,176,18,22,550,126,257,603,122.4,51.23,53.209999999999994
821,369,192,262,514,462,337,949,529,260,420,949,900,431,626,497,274,616,486,96.79,37.2,38.800000000000004
672,490,503,145,738,386,508,313,649,824,478,331,375,675,166,994,935,945,634,94.86,37.67,39.160000000000004
385,711,617,272,327,661,407,998,499,746,812,161,959,847,297,573,6,638,460,99.05,45.7,45.67000000000001
987,58,186,30,624,792,583,114,698,735,379,370,960,509,873,603,63,941,197,109.42,45.03,46.580000000000005
158,970,275,628,15,432,825,801,819,833,537,503,77,480,237,102,379,370,985,105.62,44.19,45.10000000000001
148,697,640,249,621,325,147,38,643,684,99,731,107,46,661,489,473,741,921,113.02,43.94,46.47
70,644,31,718,564,130,631,852,946,85,164,632,646,933,271,929,858,914,669,110.07,46.92,48.56999999999998
462,511,710,20,810,652,140,837,966,193,930,956,451,490,797,450,457,571,283,104.89,43.88,43.08
488,729,593,65,851,819,298,372,292,368,962,34,85,514,878,282,286,280,989,106.24,41.5,43.18999999999998
484,441,454,944,380,32,730,87,255,835,619,653,244,548,763,33,756,177,344,105.7,46.64,48.720000000000006
379,32,53,974,757,783,769,972,214,717,443,351,906,79,161,749,692,116,409,105.94,48.15,47.759999999999984
560,138,475,760,506,654,76,131,75,358,532,31,190,538,725,153,188,288,756,114.4,47.37,48.66
154,519,582,870,397,815,228,967,226,712,577,732,932,128,429,707,167,775,324,106.3,37.86,40.47
246,574,586,4,805,824,582,395,192,778,333,875,390,538,451,9,407,865,543,120.0,57.81,59.410000000000004
564,870,677,139,733,239,660,556,824,760,381,278,682,189,995,152,168,706,640,105.11,39.93,41.27
137,393,76,62,12,40,483,777,60,117,666,728,553,102,689,376,609,32,61,124.7,53.4,57.839999999999996
555,230,805,416,230,781,578,704,944,973,300,94,482,79,741,587,884,60,172,99.43,41.19,43.410000000000004
915,677,448,122,981,114,718,182,51,700,941,31,768,860,692,746,435,666,725,109.71,44.73,45.71999999999999
293,261,454,237,206,835,879,669,797,548,806,660,219,284,606,13,261,539,809,108.96,43.14,47.98
749,762,997,992,725,892,700,338,795,529,95,598,609,660,33,370,375,707,119,107.47,41.42,42.86000000000001
231,971,781,28,369,943,708,970,348,446,702,852,994,52,352,142,31,10,344,110.18,50.99,50.769999999999996
69,496,2,474,848,270,89,693,604,630,279,235,135,128,429,558,186,248,678,119.22,48.8,50.22999999999999
393,608,439,577,529,641,850,491,950,276,259,140,306,909,33,197,776,459,107,102.73,42.02,43.51999999999999
827,180,589,111,970,950,828,2,525,164,122,155,606,402,485,497,882,890,543,100.39,43.89,45.35
785,710,554,831,814,481,220,862,659,920,397,158,788,941,469,890,932,875,10,92.17,38.15,38.989999999999995
345,427,257,327,136,292,379,602,875,694,371,228,5,798,312,180,84,417,637,110.06,51.45,54.68
635,786,237,948,657,91,198,389,421,128,771,932,935,857,151,532,951,976,51,97.62,43.55,43.21000000000001
532,537,795,991,499,943,373,904,336,861,729,605,399,888,279,665,679,816,990,94.46,36.92,37.879999999999995
68,267,134,42,112,603,617,626,736,158,839,517,518,116,801,704,783,797,990,101.96,42.61,43.08
88,88,852,680,773,127,221,359,346,162,996,745,838,938,250,179,988,188,230,108.66,42.38,46.11999999999999
643,128,880,490,756,949,468,637,113,743,628,139,466,994,823,201,585,380,751,105.56,40.01,40.42000000000001
148,994,340,641,269,933,69,280,770,1,62,903,670,30,491,645,466,325,62,111.34,44.76,50.830000000000005
11,281,913,738,103,393,956,638,344,104,755,855,879,382,145,852,773,150,379,116.99,45.67,46.790000000000006
683,780,480,761,414,806,19,968,544,910,858,154,106,456,382,12,914,965,992,106.99,44.89,46.93999999999999
130,694,564,491,271,72,489,123,408,721,203,813,556,998,882,174,448,338,261,107.74,41.74,43.33000000000001
820,554,793,354,301,557,705,905,279,463,569,904,735,787,46,512,764,255,677,94.44,37.69,38.0
636,994,3,539,899,837,507,570,549,260,174,864,36,328,14,879,214,584,311,120.41,61.53,61.51999999999998
195,157,284,59,279,744,309,719,903,383,222,724,745,175,608,2,92,834,896,115.64,48.41,50.61
847,365,590,189,358,187,488,946,654,226,487,393,911,560,637,367,125,671,751,104.39,39.44,40.690000000000005
89,994,440,55,598,912,633,208,623,449,275,224,653,995,57,494,678,659,515,101.72,41.95,41.98
857,539,258,533,272,655,993,369,307,805,436,766,379,96,783,558,424,917,658,104.29,41.91,41.889999999999986
166,960,284,62,665,516,325,837,679,519,58,80,680,114,62,449,440,546,92,109.31,42.32,46.70000000000002
180,702,269,360,1,64,272,732,316,354,397,413,607,720,873,852,734,79,758,108.25,45.18,48.22999999999999
117,289,820,507,457,744,263,915,317,246,785,15,943,52,793,527,554,893,389,105.04,41.55,40.76
157,224,802,301,656,667,884,762,922,12,109,269,812,984,138,572,121,31,408,119.52,48.94,48.59
263,500,217,71,745,282,782,179,911,138,157,101,875,24,812,222,609,335,913,110.89,47.04,48.62
429,920,711,486,626,586,499,462,330,987,629,464,197,819,181,544,115,226,685,99.03,41.07,42.14
841,142,400,228,601,360,476,577,788,663,281,606,858,610,875,197,583,934,231,101.13,39.18,38.71000000000001
754,27,416,249,406,590,766,122,940,659,35,924,322,372,822,510,660,259,931,103.2,42.23,43.86
446,385,310,369,537,729,601,381,597,926,58,421,654,603,184,312,296,603,680,97.35,38.46,40.300000000000004
483,246,106,471,910,589,164,375,589,438,693,985,479,819,335,73,464,443,497,97.18,37.87,41.5
12,878,906,111,621,66,492,444,653,60,655,26,850,749,999,845,527,539,359,117.16,48.46,48.11000000000001
