n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
232,379,985,384,129,197,721,44,87,140,253,830,518,34.41,24.4,23.940000000000005
214,410,657,31,470,499,464,399,506,586,196,918,850,29.52,21.9,22.22
412,91,496,239,777,20,717,273,532,417,485,923,933,27.65,21.85,21.510000000000005
388,743,116,678,264,99,833,64,395,635,849,386,110,31.36,21.69,21.640000000000008
676,59,346,240,707,88,509,925,665,529,923,212,595,30.75,23.16,23.150000000000002
827,145,621,65,552,968,38,500,718,198,151,968,880,27.98,19.43,21.11000000000001
592,467,746,598,902,455,292,570,365,875,899,436,138,26.98,20.47,19.599999999999998
162,782,615,99,544,706,321,718,365,972,659,863,506,25.3,20.43,19.890000000000004
515,638,202,316,153,364,541,291,522,672,73,827,924,32.23,22.2,22.71
877,519,934,718,558,225,352,249,929,12,302,351,225,25.47,21.05,23.300000000000004
273,34,433,260,385,305,854,722,912,426,179,673,405,28.15,20.12,20.540000000000003
119,170,954,679,872,998,26,206,996,784,164,307,119,29.58,20.08,21.740000000000006
13,815,782,389,350,856,174,582,446,926,237,142,419,32.17,23.48,23.350000000000005
577,456,416,427,82,602,71,295,734,97,34,87,679,29.71,22.85,23.29
109,782,533,539,368,157,827,958,517,499,725,152,618,29.69,20.2,21.41
64,194,17,934,143,348,395,674,587,123,761,306,359,35.8,24.34,25.7
333,988,374,3,661,855,510,215,62,896,632,33,904,45.95,36.35,36.6
988,889,777,827,836,593,176,182,345,993,441,452,123,23.59,20.3,20.290000000000006
85,205,619,229,509,830,484,809,158,390,124,111,594,30.58,22.11,23.210000000000004
738,463,663,129,736,450,526,742,92,732,950,482,577,28.83,21.97,22.36
403,836,369,466,230,52,202,50,456,114,110,216,742,34.18,22.57,23.29000000000001
4,725,615,626,928,23,670,372,849,442,540,95,991,37.28,27.74,28.380000000000003
766,773,614,514,838,722,582,205,513,234,331,538,393,26.49,20.14,20.319999999999997
761,532,662,200,6,296,627,303,930,81,761,328,949,39.7,27.26,28.37000000000001
928,412,229,647,303,81,560,429,762,378,826,964,758,27.89,19.96,19.380000000000003
870,328,528,309,640,851,980,365,802,916,302,667,866,22.38,18.17,18.230000000000004
111,200,496,378,387,981,599,867,940,319,210,297,406,27.83,21.52,21.34
627,392,862,941,700,536,958,707,745,364,840,692,619,25.06,19.09,19.960000000000004
599,370,689,437,200,501,842,541,519,858,83,275,167,27.32,20.01,20.490000000000006
70,510,750,887,277,429,798,119,639,849,844,280,298,27.92,20.61,20.130000000000006
280,823,845,516,275,283,909,647,421,250,370,251,988,23.3,19.67,19.419999999999998
253,809,516,765,468,255,239,832,830,610,537,849,200,26.98,20.91,21.370000000000008
376,508,799,108,812,114,397,86,670,174,798,580,437,30.41,23.15,23.03
942,46,805,931,140,22,624,195,701,270,89,97,473,34.44,24.53,25.440000000000005
470,889,685,927,289,947,579,94,129,621,366,885,668,25.52,21.33,20.580000000000005
67,327,809,39,855,941,85,879,140,669,823,375,848,29.35,22.48,23.27000000000001
76,834,236,742,37,614,809,326,227,303,761,366,990,27.04,21.72,21.570000000000004
334,67,532,921,116,938,738,624,356,444,163,160,261,33.05,22.4,23.950000000000006
914,398,152,441,745,800,66,102,547,227,84,300,947,31.9,23.25,23.59
180,345,767,203,111,968,52,58,569,805,753,181,844,31.94,23.93,24.310000000000002
174,572,654,334,302,903,248,753,512,490,113,576,735,27.69,20.2,20.18
958,84,140,953,767,135,230,334,223,417,178,173,138,30.63,23.16,22.97
780,450,62,711,908,459,599,683,628,294,424,833,958,28.07,20.78,20.83
447,592,703,918,754,944,380,708,577,727,501,889,375,30.12,20.68,20.650000000000006
752,864,798,540,191,316,272,696,968,487,853,130,859,26.24,19.62,19.800000000000004
857,283,511,650,994,518,546,807,959,524,296,826,222,26.47,20.97,21.11
