n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
3867,4969,1690,6489,7845,57.7407,13.3806,13.382750868636112
2539,1476,1089,324,6579,74.1765,16.1851,16.320779936554647
9001,4741,964,3636,8525,61.6205,14.3675,14.37666923141244
8792,5902,4533,2828,1739,49.3489,11.7619,11.730489548773694
4288,3512,420,4264,4452,98.4467,21.5925,21.713022049629217
3169,2700,5076,4745,6101,56.9171,14.0355,14.05852369394512
1420,9926,5528,6355,8289,38.9607,9.9451,9.928186293294038
4077,2912,4052,7759,4587,50.1455,12.3576,12.392832034920222
1463,8972,4919,118,4783,113.6609,23.3753,23.29403611646342
9377,5107,8329,3196,6782,41.0818,11.0497,10.984594546651554
6942,9812,4721,7062,7395,39.5168,10.4264,10.450951427842105
2643,3821,4998,4254,708,64.0703,14.9949,14.977608699572485
1328,758,7580,4594,8501,62.6541,14.671,14.640429968505307
8759,7720,5617,2376,3204,60.7902,14.3922,14.443606470007056
1088,6763,3320,7227,4526,53.7754,12.7959,12.86063286360943
3009,5829,7142,9646,5253,40.9231,10.3663,10.369422527711613
9150,3255,5300,1654,1009,67.5771,15.4271,15.435427015669195
3749,4546,9538,3889,2001,44.896,11.4448,11.419112683731944
5424,2908,4766,7520,420,95.2595,20.8931,20.916145451637615
701,5850,1353,4680,5359,59.5405,13.8776,13.98937942070245
297,5288,4734,5270,2505,67.1528,15.0803,15.003494074840221
6724,1273,4807,3136,7276,51.8238,12.5316,12.556471348482432
4784,2235,4096,6252,9810,48.4992,12.4026,12.492401907923668
2603,5428,9389,153,5952,57.9477,12.6139,12.562220714960548
733,7451,2778,5983,5942,53.2347,12.7478,12.641323407549448
4756,9362,1590,7197,3395,46.5755,11.869,11.89976810243451
6946,3406,1861,972,1019,91.8226,19.7121,19.655432650964045
905,2763,9757,2451,9937,65.9891,15.4659,15.461789703651535
669,8949,8039,9546,4080,54.4393,13.0826,13.047145237740688
