n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
637,261,759,367,814,707,965,861,757,667,944,26.81,17.26,17.959999999999997
542,29,860,476,794,965,255,664,53,922,160,24.25,17.58,17.74000000000001
115,380,480,889,252,389,556,104,587,255,13,28.29,20.28,20.720000000000002
748,221,417,286,186,938,888,784,398,163,780,26.14,18.77,18.310000000000006
816,73,142,632,632,455,129,135,1,995,892,25.97,18.36,20.080000000000002
5,214,792,220,983,169,893,170,296,321,984,29.16,23.18,21.950000000000003
203,552,897,694,640,209,186,963,991,707,201,22.67,17.35,17.810000000000002
989,988,915,392,305,22,369,424,169,958,149,25.38,18.47,18.730000000000004
270,66,339,308,837,617,600,3,610,694,724,42.0,30.98,32.059999999999995
346,67,317,363,838,313,492,713,323,189,492,25.17,18.17,21.159999999999993
483,721,180,58,262,998,961,23,972,767,366,27.46,21.3,20.970000000000006
865,413,18,562,806,428,374,385,592,861,9,35.35,25.12,26.150000000000006
463,47,724,185,638,978,977,201,121,773,251,25.09,18.46,18.570000000000004
951,839,964,473,352,524,363,914,537,256,794,21.69,17.12,17.760000000000005
473,110,603,766,799,816,376,880,302,37,443,22.73,17.65,17.170000000000005
968,93,213,348,525,625,371,940,151,348,282,23.98,17.78,19.16
946,719,558,94,319,702,324,313,181,817,80,26.09,17.85,18.790000000000003
641,152,738,705,316,495,165,737,49,82,615,23.09,20.2,19.93
546,945,415,32,243,758,608,352,846,256,466,30.32,19.54,20.36
666,431,149,57,938,653,33,820,505,342,858,26.43,20.32,20.369999999999997
212,133,749,577,972,135,645,918,806,423,109,29.0,20.44,20.189999999999998
172,444,381,152,60,865,430,301,144,464,944,25.93,18.36,18.940000000000005
635,872,173,999,534,464,983,499,705,747,325,18.83,15.64,15.690000000000005
490,280,298,481,413,923,150,115,386,841,544,21.37,16.22,16.370000000000005
982,183,642,959,511,888,346,184,91,503,278,25.21,19.05,19.5
527,800,561,888,514,369,64,804,814,793,364,24.05,18.36,18.450000000000003
711,601,679,35,777,313,372,572,721,684,287,23.75,17.28,17.300000000000004
855,497,271,788,707,733,300,979,968,348,665,20.92,16.16,16.010000000000005
182,594,872,11,485,560,792,256,333,687,280,31.14,22.01,21.290000000000003
474,295,836,512,662,689,816,365,356,280,659,23.41,17.15,17.200000000000003
353,755,960,848,418,358,944,863,176,890,887,25.07,17.48,17.86
704,460,999,373,979,342,530,145,542,170,203,25.7,18.37,18.680000000000003
856,370,959,874,488,289,708,80,736,686,747,26.23,20.55,19.369999999999997
