n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
163289,66963,194455,93987,208455,180996,247057,27.34,18.67,19.119999999999997
220597,193959,170926,241781,138946,7603,220292,24.62,17.44,17.919999999999995
122060,203412,247295,65287,170124,13593,236165,25.59,19.53,20.079999999999995
41117,29676,97463,122963,227657,64637,99813,28.62,19.4,19.839999999999996
142543,26731,150455,65360,3437,191675,56814,31.04,20.37,20.439999999999998
106994,73264,47730,240214,227399,200730,102088,33.66,20.07,20.199999999999996
41839,199734,208967,18856,36377,161985,161861,27.13,19.65,19.84
116611,33213,34666,465,254892,228433,1392,28.38,16.79,18.24
54907,202792,56487,251691,257535,43478,228696,27.86,18.17,18.36
43642,75839,82221,252045,52137,141354,229669,28.93,19.47,20.359999999999996
177689,164031,53681,47623,246671,253901,181047,23.41,16.56,16.639999999999997
51610,253379,252994,234289,100459,78325,5654,29.99,19.03,19.519999999999996
94683,108765,43504,245312,38194,69156,17075,29.52,18.07,18.839999999999996
86993,78999,214276,158101,153653,886,156232,31.89,20.82,20.279999999999994
177716,185513,88577,17307,81253,93153,214569,27.7,17.39,17.72
80232,126024,182562,82783,48437,126148,123873,29.39,19.0,19.959999999999994
184724,46168,14942,67156,255616,246156,5994,26.64,18.68,18.88
248832,196554,93754,221480,105983,4736,143934,32.44,18.62,19.799999999999997
206500,109793,95993,98661,151655,220524,2379,25.87,19.44,18.32
118704,12249,185534,47426,163502,250394,250188,25.43,17.78,18.16
51516,31200,198111,64510,243703,214825,246951,29.04,18.68,19.919999999999998
121164,90277,134347,93006,234018,137547,65770,29.63,20.04,19.879999999999995
203319,121333,28325,154602,196188,204731,208988,28.66,18.47,18.959999999999997
96284,225363,77558,9602,113502,247935,256466,26.38,19.14,19.039999999999996
23902,54652,89323,134448,160124,95060,240671,23.53,16.64,17.199999999999996
38848,89118,72266,242272,184184,142906,24136,29.59,18.05,19.759999999999998
81906,179821,83047,80260,46524,209393,20498,27.47,18.57,19.359999999999996
164313,39024,189041,180662,81082,261285,126823,27.06,18.25,18.759999999999998
42343,188777,12727,21222,258657,157456,139861,28.28,17.63,18.119999999999997
242117,106401,8343,62216,194132,155703,90133,33.75,19.83,20.439999999999998
216608,65590,119449,170646,110561,38175,14603,31.38,18.44,19.679999999999996
256652,240142,167332,8577,210151,129384,87604,30.38,19.54,20.04
219789,54279,34228,257242,191801,147861,248983,30.65,19.77,20.519999999999996
34806,165255,235011,206571,108481,27952,44255,33.0,19.4,20.079999999999995
113916,97779,39123,15406,221441,110269,77283,28.08,18.81,20.32
37015,118791,241697,261960,162634,223412,44378,31.99,19.06,19.239999999999995
255854,136890,118892,251692,127967,180575,191235,29.04,17.74,18.799999999999997
83283,125578,71836,76289,123228,105850,236417,30.31,20.1,20.119999999999997
38405,29507,98828,215496,259099,139395,251609,29.16,19.7,19.959999999999997
47027,164355,245666,130894,227488,88730,47217,28.39,18.24,18.439999999999998
23366,128938,71384,135051,205001,143681,227380,30.55,18.53,19.759999999999998
131812,94719,16543,206051,208444,203134,93244,32.44,19.21,20.039999999999996
182084,154005,174068,8996,199134,80137,95271,28.77,19.2,20.279999999999998
146620,184672,175192,73623,218951,127319,69431,28.03,18.77,19.679999999999996
201784,257151,181110,187691,77031,250841,247869,29.38,18.12,18.479999999999997
89148,170312,46831,152216,223300,3035,124335,29.38,19.18,19.319999999999997
143390,202825,65717,85434,176067,71744,121356,28.6,19.42,19.599999999999994
75714,214087,131163,169721,176590,209092,93472,28.8,19.21,19.719999999999995
91195,71794,168837,90592,193417,245763,217104,29.7,19.86,19.84
107077,91762,241784,220955,45212,228042,227271,31.97,17.6,18.319999999999997
180443,117908,255884,95492,250745,87645,135827,34.2,20.15,20.359999999999996
37187,138763,256954,43561,52075,219314,94903,28.23,20.47,20.199999999999996
245728,223832,125105,74149,181253,20666,188661,34.74,19.6,19.56
175861,191457,109217,45043,161685,204569,245425,18.57,15.9,15.879999999999999
152265,135385,174471,245479,110308,79342,163508,26.77,18.16,18.319999999999997
145020,203084,227312,166950,70963,188852,261099,29.89,18.06,18.279999999999998
7240,51275,41949,153733,115623,163596,170424,36.09,19.42,20.159999999999997
47380,57419,198966,179819,47325,165377,188340,30.42,19.73,20.439999999999994
10973,258596,123623,256838,59308,43449,14193,29.54,18.87,19.959999999999994
233782,35003,29053,83191,253750,47591,126526,24.0,15.53,16.04
50688,143738,9347,108918,121983,92038,99693,27.59,18.9,18.919999999999998
173676,160378,18868,154708,53573,62350,188223,32.22,19.12,19.839999999999996
236763,98044,173,91886,106266,249589,73014,28.41,19.26,19.199999999999996
224357,107490,227121,30166,180579,217938,143456,29.27,17.08,18.119999999999997
98010,252803,9453,144161,160842,79005,24856,37.1,19.85,20.279999999999998
77406,142926,134387,88964,249325,152278,76858,33.28,20.23,20.36
