n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
50494,55125,5306,33936,67013,63691,53075,39755,62468,46930,28631,66150,18254,36941,18316,12429,32834,69804,19262,40651,12945,79.48,34.11,35.136536437191516
9665,43279,61884,73375,13199,46372,56907,41444,26801,72420,62522,58024,68334,34143,8163,71919,1840,12225,52274,149,64694,84.63,47.59,47.60214418768873
43664,31969,42625,8255,25043,74384,29059,31275,18677,71170,58716,11955,10544,41950,66576,64131,14294,39511,72255,38153,16359,56.08,34.16,33.504247460478815
71754,43614,70816,26634,71726,37703,58325,12010,50449,41555,75451,31733,38054,24100,24823,24475,4321,34086,62459,9055,11773,74.96,40.53,39.53828871194039
17068,19601,5064,10518,70857,51287,68756,36127,68392,30867,28206,54974,36072,59056,64573,46840,10796,42509,15119,63759,43944,56.53,37.13,34.16970163537582
24953,31855,2124,35525,15353,28896,48766,22345,43586,55853,8151,13186,19183,28675,5928,75217,70018,9698,3499,16311,24709,152.36,52.2,54.53527022213311
75491,15688,51276,11997,48514,15210,4769,2835,25505,24244,16239,62814,27600,8006,2986,71334,55786,13303,34068,9175,28944,114.95,57.04,50.48537080613364
9433,39460,45913,57156,23634,8000,66012,61227,5161,13227,51285,26129,34096,46996,61632,74680,22206,26661,7608,20736,21227,69.15,34.84,33.27653272296176
44867,69399,32858,15363,57974,22913,1730,61816,53727,74594,66663,40821,46812,50940,32890,20108,73478,1630,60024,10364,44029,82.31,45.67,46.381824766393684
5989,71345,36815,17673,31474,63154,46166,37732,47081,17346,40671,50858,54318,10580,199,25206,43830,20981,31380,29241,58737,50.22,30.51,30.33004631223289
49630,74468,54317,4134,52725,74379,54817,6131,21715,58373,8373,33977,20668,58505,69150,63866,73584,9,5100,64825,42722,146.04,53.93,52.905098854924844
40902,61196,6534,54412,24641,71901,10940,17107,1930,52666,54720,41441,444,27987,1873,309,69251,12816,24963,15584,26019,174.48,65.16,65.81060044836758
39638,36697,23884,13130,62338,51995,10662,2863,36007,59372,15175,33618,17487,68270,45488,15087,20242,36491,2434,5544,5329,127.91,53.28,49.653279957551035
26966,34035,73184,41250,48089,74379,5505,64813,60118,57074,48817,70507,23368,27242,49227,38146,1166,18147,19794,35569,43700,81.66,35.73,37.23111250668866
44238,48129,12282,44335,4674,5400,35339,21477,19584,37949,47304,51746,71890,16992,38457,15059,62660,31418,6325,40354,23538,75.16,37.23,39.692736194024604
68557,9288,39671,52844,43059,39220,54358,14241,13028,73509,63068,62128,44181,45043,16295,62794,15205,65239,55906,4957,39571,70.9,35.53,35.80808586317802
43919,20403,21830,73988,49226,11393,8629,11097,25957,28974,8015,50438,1029,12855,51617,72938,68026,37987,58791,64044,28475,86.55,34.98,34.92087443926592
55448,10965,48277,28853,34198,21834,56521,25158,46991,15074,8369,3620,68919,59193,26435,15585,65154,52160,33617,27162,5518,75.01,37.27,37.88982946358214
28297,19182,13714,25948,60084,49549,47401,71616,19835,13729,63950,19451,73912,53203,55474,68318,64933,42265,65331,65358,26475,71.08,28.14,30.828957955838426
71147,28675,1272,44593,41714,42182,4648,68826,19446,33670,20434,49676,38585,61660,8697,11094,67702,5166,8697,29503,17104,115.79,41.18,42.795647965267825
5325,39380,2003,58797,43331,21061,19506,60389,48669,66191,50099,69442,65854,4406,75218,11881,67895,10008,55884,27014,37966,355.53,82.74,84.4476481450151
70178,54767,63204,50930,30614,2684,31,23851,39641,66434,74745,33352,43605,8601,64685,34341,39689,53486,50352,50289,8160,328.09,71.84,73.5519283262145
21468,16688,31319,37629,43781,7278,4709,63088,54770,18468,64465,10698,19840,46238,53888,4611,61116,50683,60146,6164,13301,187.93,54.84,57.15133132274645
61720,19840,2651,4255,17393,42455,13800,71977,45438,25555,50254,64267,14548,7885,61235,44284,16295,38847,16660,50809,38509,69.05,43.6,38.95740709517929
15932,68027,24789,5004,51383,58271,48703,24966,59699,46734,9874,5851,5240,63722,33473,3493,68165,74613,74946,28308,30101,116.8,51.94,52.27677549432939
