n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
50494,55125,5306,33936,67013,63691,53075,39755,62468,46930,28631,66150,18254,36941,18316,12429,32834,9919.94,57.43,54.48000000000003
69804,19262,40651,12945,9665,43279,61884,73375,13199,46372,56907,41444,26801,72420,62522,58024,68334,9504.32,32.38,33.400000000000006
34143,8163,71919,1840,12225,52274,149,64694,43664,31969,42625,8255,25043,74384,29059,31275,18677,10331.96,209.54,227.85999999999996
71170,58716,11955,10544,41950,66576,64131,14294,39511,72255,38153,16359,71754,43614,70816,26634,71726,8791.03,33.66,34.28999999999999
37703,58325,12010,50449,41555,75451,31733,38054,24100,24823,24475,4321,34086,62459,9055,11773,17068,10222.25,59.36,60.40000000000002
19601,5064,10518,70857,51287,68756,36127,68392,30867,28206,54974,36072,59056,64573,46840,10796,42509,10333.45,74.06,74.30000000000001
15119,63759,43944,24953,31855,2124,35525,15353,28896,48766,22345,43586,55853,8151,13186,19183,28675,10240.76,105.96,100.38999999999947
5928,75217,70018,9698,3499,16311,24709,75491,15688,51276,11997,48514,15210,4769,2835,25505,24244,10321.78,228.86,239.22999999999928
16239,62814,27600,8006,2986,71334,55786,13303,34068,9175,28944,9433,39460,45913,57156,23634,8000,10311.84,100.07,104.38999999999946
66012,61227,5161,13227,51285,26129,34096,46996,61632,74680,22206,26661,7608,20736,21227,44867,69399,10327.93,97.21,98.24000000000012
32858,15363,57974,22913,1730,61816,53727,74594,66663,40821,46812,50940,32890,20108,73478,1630,60024,10339.89,132.15,129.1600000000001
10364,44029,5989,71345,36815,17673,31474,63154,46166,37732,47081,17346,40671,50858,54318,10580,199,10324.67,141.37,149.72999999999996
25206,43830,20981,31380,29241,58737,49630,74468,54317,4134,52725,74379,54817,6131,21715,58373,8373,10343.27,137.33,141.35999999999999
33977,20668,58505,69150,63866,73584,9,5100,64825,42722,40902,61196,6534,54412,24641,71901,10940,10335.46,87.18,86.61999999999998
17107,1930,52666,54720,41441,444,27987,1873,309,69251,12816,24963,15584,26019,39638,36697,23884,10321.48,195.89,221.50000000000009
13130,62338,51995,10662,2863,36007,59372,15175,33618,17487,68270,45488,15087,20242,36491,2434,5544,10326.52,143.88,163.10000000000014
5329,26966,34035,73184,41250,48089,74379,5505,64813,60118,57074,48817,70507,23368,27242,49227,38146,9397.02,50.34,54.049999999999415
1166,18147,19794,35569,43700,44238,48129,12282,44335,4674,5400,35339,21477,19584,37949,47304,51746,10335.46,152.02,154.96999999999943
71890,16992,38457,15059,62660,31418,6325,40354,23538,68557,9288,39671,52844,43059,39220,54358,14241,10018.84,52.83,52.390000000000015
13028,73509,63068,62128,44181,45043,16295,62794,15205,65239,55906,4957,39571,43919,20403,21830,73988,9800.97,50.53,50.02999999999999
49226,11393,8629,11097,25957,28974,8015,50438,1029,12855,51617,72938,68026,37987,58791,64044,28475,10327.55,66.4,71.31000000000003
55448,10965,48277,28853,34198,21834,56521,25158,46991,15074,8369,3620,68919,59193,26435,15585,65154,10323.79,103.96,104.3299999999994
52160,33617,27162,5518,28297,19182,13714,25948,60084,49549,47401,71616,19835,13729,63950,19451,73912,9935.38,61.72,64.79999999999947
53203,55474,68318,64933,42265,65331,65358,26475,71147,28675,1272,44593,41714,42182,4648,68826,19446,10333.03,134.08,144.38
33670,20434,49676,38585,61660,8697,11094,67702,5166,8697,29503,17104,5325,39380,2003,58797,43331,10340.21,344.43,372.6999999999983
