n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
474,627,382,273,141,190,887,692,6,346,514,474,919,619,82,342,567,958,631,44.36,34.3,35.80000000000001
716,41,745,388,173,720,968,462,974,742,432,160,172,243,52,113,135,518,892,44.82,34.92,34.160000000000004
946,604,64,792,704,392,808,764,908,104,941,298,209,690,229,743,812,431,910,40.86,30.84,30.979999999999997
89,791,273,933,214,406,287,349,828,44,204,725,907,5,900,421,56,917,387,50.65,37.31,38.559999999999995
866,503,142,24,242,434,753,928,871,114,987,611,3,124,782,592,202,916,872,59.18,46.15,46.710000000000015
207,338,8,913,85,136,552,939,17,512,86,586,508,550,943,202,430,70,407,47.31,35.81,36.23
196,654,783,95,717,593,148,176,962,623,736,981,42,55,276,568,699,620,872,37.5,28.37,29.450000000000003
152,763,274,754,589,35,124,889,722,412,973,927,242,165,625,517,44,753,374,43.28,32.09,32.58000000000001
865,690,534,604,578,793,704,88,888,355,112,884,902,598,374,462,215,411,203,39.07,30.32,30.42
969,588,763,18,388,818,622,336,0,443,114,218,227,454,276,332,834,90,314,50.74,39.87,41.160000000000004
644,291,105,529,802,56,26,390,799,573,826,438,509,354,726,796,254,579,755,39.64,31.91,32.40000000000001
67,435,663,236,98,987,778,410,522,381,978,880,573,378,142,683,297,175,709,39.78,30.57,30.610000000000007
863,896,265,30,51,962,998,829,176,269,969,168,123,621,151,12,49,62,461,50.65,38.95,39.839999999999996
213,805,398,301,626,15,989,817,363,291,144,492,575,284,140,984,88,765,569,43.19,34.51,35.430000000000014
303,712,120,67,430,462,145,720,575,782,813,392,602,908,822,173,679,732,280,38.19,28.91,28.750000000000007
790,611,901,623,506,357,101,945,49,283,541,131,177,817,644,840,86,166,798,42.13,31.29,32.82
808,227,879,13,207,180,485,467,605,572,558,397,85,177,561,493,607,969,268,39.34,31.6,32.81000000000001
548,68,963,666,29,594,599,910,446,557,316,536,539,550,657,931,815,67,898,44.35,31.81,31.82
658,587,555,978,307,65,742,229,737,140,105,102,716,503,464,61,501,910,652,41.91,32.89,33.99
744,54,695,617,29,382,249,899,469,236,380,842,985,747,586,639,507,896,248,40.11,31.17,30.140000000000004
36,637,611,86,627,48,694,419,416,602,70,82,193,34,622,770,185,86,66,42.91,32.06,33.51
30,363,639,481,560,548,486,26,720,794,77,341,86,801,329,8,474,976,459,49.42,34.56,35.140000000000015
604,152,999,395,489,852,141,108,914,357,687,236,462,798,132,196,991,226,111,42.14,32.67,32.39000000000001
113,53,122,76,960,660,999,84,381,106,758,24,478,641,534,205,378,895,649,42.97,34.5,34.87000000000001
83,241,5,262,781,530,699,202,15,449,259,966,625,22,983,105,531,819,427,52.25,36.5,39.4
59,920,257,486,872,322,619,895,225,654,60,697,281,135,307,39,819,191,998,40.87,32.16,32.78000000000001
361,805,923,412,953,7,897,942,309,990,879,96,30,325,449,253,426,618,329,47.38,36.97,37.21
503,576,355,901,857,913,408,440,213,80,283,308,472,477,625,946,582,466,450,39.76,31.4,30.900000000000006
394,190,337,411,60,332,94,174,325,556,27,193,216,728,373,674,918,140,966,43.98,35.91,35.390000000000015
640,87,345,998,457,985,621,613,779,963,904,686,751,394,216,713,554,789,343,39.58,28.44,28.710000000000004
