n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
7412,12004,11124,47324,22162,40388,32975,27815,4683,20759,56448,51581,66724,48766,71326,17109.67,351.21,396.9199999999998
58307,65806,35158,4708,3597,47712,60934,41741,49809,55523,68911,21559,73467,23256,30949,17095.62,211.27,228.64000000000007
30225,3127,23163,42617,22752,17917,66868,66876,47145,67336,73385,23834,58410,54351,68860,17091.46,238.04,273.83999999999776
47743,46371,47433,58427,21126,52410,60477,69514,32755,64227,36582,65282,65646,67553,46389,14179.39,45.14,41.559999999999995
59596,60425,45976,74410,73083,59841,63780,29073,42554,21767,35145,62883,40575,39753,66092,16752.74,50.36,50.59999999999995
73687,67862,66500,53303,40874,27239,64081,67094,48050,9879,44755,1103,25087,13914,7701,17107.19,762.44,940.159999999994
75289,6410,35795,29703,13928,68467,17891,34844,32090,27587,7914,55432,4177,7444,47494,16596.8,86.19,90.32000000000006
47214,22528,32702,3072,10866,15102,8842,3321,5357,2771,48902,33513,16749,20593,24083,17100.76,436.1,498.84
68562,253,50536,5657,32483,19846,4753,549,45115,14826,37490,44199,64062,4038,40420,17091.84,450.46,492.4799999999964
58805,72286,5999,34595,52671,20113,61968,29560,12249,41458,13375,3172,58696,16716,67932,17087.75,66.09,71.51999999999997
51505,63821,67476,42986,18852,44702,33960,34319,55018,2363,73131,18424,7442,33156,4398,17113.49,221.66,233.92000000000024
17262,21124,22375,12566,59426,30363,66618,4115,32343,30470,58287,9640,32870,10542,29911,17096.46,278.74,281.91999999999814
47163,33634,55445,36534,68968,632,19807,4652,50430,53572,21002,14571,67119,11510,31570,17102.51,432.23,527.3199999999986
13357,13077,2595,23823,30346,13791,28488,3203,68253,60870,59488,40596,70193,49807,27846,17098.55,269.75,289.51999999999975
27543,56850,55784,67043,2794,6715,54790,68821,23753,12292,62888,47996,2553,68053,15543,17097.0,592.81,679.5599999999979
48035,37955,48788,40406,2497,54034,13259,13764,40097,26003,2060,59168,7863,53827,63683,17102.65,307.55,349.32000000000016
60730,27295,9671,698,37271,3164,48877,40084,10033,28726,64283,25212,15173,74914,48941,17104.66,541.76,639.159999999998
51351,60715,18306,45211,51779,15955,33313,15960,16116,10552,43841,51262,27788,13815,3233,17097.98,362.29,386.479999999998
61652,5659,65267,38109,46869,59904,18542,49140,35250,63465,68983,62594,54914,64503,38897,15372.5,30.21,30.599999999999998
51730,30359,20499,64066,34000,71901,56053,11050,75464,12576,9327,46669,23086,71468,19202,17098.62,175.54,184.3600000000001
54626,8760,11291,4924,16844,38847,51195,30369,43177,57520,22613,68681,37616,14689,20449,16922.79,96.83,94.51999999999998
70895,55536,12603,43102,67698,32584,67392,33719,22225,20645,60416,30729,52974,46996,75161,17108.92,100.34,94.88000000000011
18974,61165,57826,3851,50233,23648,51492,66869,7021,63236,35907,53072,33255,54020,61931,17099.21,168.44,176.28000000000017
47199,71772,43349,10671,29491,69842,24625,52785,50142,1521,41016,60889,68625,61119,23248,17125.3,494.17,595.4000000000004
12377,2246,52811,28380,74615,50565,28245,13167,51116,73101,26153,35967,25099,64199,18071,17092.89,135.59,147.0800000000001
1112,56937,63184,33251,67297,74199,22749,61222,26869,9545,45906,398,63625,69883,8577,17096.57,535.67,660.5200000000001
63569,43894,60202,34989,65916,60335,3608,10460,45565,22767,53017,33461,17677,7088,21308,17109.31,89.21,93.64000000000004
65468,50025,60903,38642,20427,1363,37048,73062,61262,238,48032,4458,70516,50112,73964,17085.8,545.94,626.1199999999964
58038,26793,40426,65310,17482,63410,70591,39676,10055,33814,41035,39868,43739,40917,51506,17080.2,92.35,88.80000000000018
67906,12182,66644,27605,51265,69529,19600,66148,11683,40380,5370,30528,59970,73571,30423,17102.81,351.05,397.88000000000034
68502,36370,8030,14668,14675,49704,47789,28012,41732,46672,10143,43871,59949,47539,21823,17096.71,185.33,187.76000000000005
65219,57934,38271,60432,17545,57933,28298,35787,42759,20838,13048,31174,61458,24844,48993,16774.57,45.04,47.35999999999997
24292,46674,18382,17744,30562,35210,72168,49546,52462,44859,36797,65877,42006,52353,38221,17090.59,176.65,183.99999999999963
69722,9524,48160,40446,51796,63438,22908,33806,46399,57767,62473,11494,24438,41271,49678,16942.05,71.29,65.4000000000001
16653,3673,13666,45977,21900,47077,10097,57203,1099,71130,41994,31033,51106,70929,37310,17112.43,263.22,296.55999999999995
61459,19736,47162,41464,26493,65333,12457,18638,26783,43428,32896,18529,55102,47239,32791,17088.64,110.77,114.2400000000001
11683,44917,24578,32306,31468,6141,44100,48862,8085,18879,23261,8265,56331,58143,35640,17109.02,227.27,249.64
17405,42071,68549,75601,15258,44307,51717,29852,7096,51419,62101,64204,41528,71385,11868,16764.85,80.45,86.07999999999988
66902,70593,64973,52598,59582,22203,53974,50593,68782,59329,6049,14189,59156,16804,15525,17120.91,328.95,355.56
65536,22949,10136,51461,40083,59990,1159,33154,13888,45959,28913,22693,3268,19249,56007,17111.66,399.83,410.79999999999774
12048,44041,61004,6523,62239,31657,8469,63106,18284,73238,3981,18170,65818,71061,7904,17103.77,391.82,421.0000000000004
6336,26162,71585,816,68535,44248,69268,31258,18345,48696,64500,197,17270,70796,15272,17102.85,551.58,692.3599999999963
32335,14186,61127,27759,6967,28208,49693,44137,51621,68746,66464,21364,66974,13820,19842,17095.62,262.88,273.559999999998
27566,22737,49453,26462,38980,44648,56474,18838,56063,17092,52187,41115,39229,13017,73723,17086.96,170.66,185.44000000000014
13101,61968,35700,37284,69125,64083,36681,30028,55138,18037,71700,13629,4012,72315,26478,17106.17,183.04,183.56000000000017
27831,25473,51311,5125,18100,3081,34407,62278,70736,6264,29429,18935,40964,5002,25674,17110.3,433.5,487.88000000000045
14200,18404,71340,24441,12095,60801,38246,27376,20650,42509,36351,67946,74571,8851,54091,16403.72,61.74,62.00000000000001
54454,4417,59684,38983,15995,35683,2064,28101,54865,43675,34272,70518,51432,68872,26366,17089.23,128.46,126.36000000000007
56324,16875,22388,58677,59574,45331,50182,62028,33368,25014,62404,58319,25182,61518,75144,16255.89,52.33,53.88000000000004
44270,40561,9275,22337,48426,61779,29131,75614,16788,40346,27172,70161,39213,12859,1654,17100.07,396.06,438.95999999999907
3807,25940,41036,7676,41803,69908,33541,44936,57746,9436,54965,61687,2392,37044,75265,17098.02,504.82,598.2800000000001
17282,27818,19730,21270,49243,8500,58616,36592,10782,64949,62757,31139,19827,74043,39231,17096.33,179.91,183.64000000000001
29771,26596,43896,51367,68679,53314,30760,27926,73552,8112,34272,32691,18134,51280,57162,17100.66,106.97,112.8400000000001
15649,59740,51355,51775,62228,49797,37332,28195,31537,29370,7203,69809,68797,11862,71241,17080.37,118.6,128.39999999999998
469,7054,50756,56440,52629,30332,67460,35753,13235,47769,66885,47345,68147,64587,9213,17115.83,197.5,210.5200000000003
60318,28984,36655,3245,3849,62722,5472,16951,18583,27065,42163,31619,70476,6367,18986,17097.49,501.73,569.919999999997
38707,13380,73132,70893,11350,17876,57329,18371,4442,40702,67039,35167,62025,6165,72914,17090.99,625.91,735.7999999999998
46553,44573,12756,47128,14030,45627,47633,36115,62674,37095,66759,19635,3352,5808,44615,16734.44,57.96,66.44000000000005
56892,1077,45800,70058,6644,10056,70820,66403,57087,56179,54973,31440,23837,21311,5896,17104.55,435.37,525.36
2083,46276,23777,38635,2605,5270,32326,74176,28781,52801,8297,47206,14530,8860,31803,17092.97,632.24,761.119999999998
30586,72110,24893,13493,823,53124,10484,65562,36833,28999,6871,68887,67821,69172,52840,17099.43,157.2,153.8000000000001
55977,16597,20288,55953,16989,60267,48864,6920,74954,23947,67686,57669,57339,58449,21285,17107.93,189.54,195.80000000000015
64959,16755,46000,19088,3018,32940,24531,19784,54026,74681,32821,57983,61608,60873,24658,17094.55,73.51,76.91999999999999
55442,57064,35312,28752,46296,4117,51729,3657,55905,39616,3160,71807,62557,74569,34299,17078.93,886.96,1073.2399999999998
35463,32391,61123,59903,47846,68413,60519,32275,72888,70083,20909,60407,37761,47401,55026,16568.11,46.57,52.75999999999998
14383,66240,32202,50703,15357,56708,60484,68325,59587,11816,51191,59316,47545,73009,45717,17108.81,102.76,102.2399999999999
21701,19255,30595,22793,53543,59133,65384,22628,53346,34599,40972,74755,53073,39215,34673,16748.76,76.17,79.44000000000005
41096,1509,52537,5278,27008,59602,13283,14982,1400,47507,42272,41526,53217,23413,42683,17117.41,864.31,1180.4399999999998
10544,69059,62941,52735,30848,58284,12379,2416,45163,3981,39714,64679,18349,6717,1233,17091.92,895.14,1129.6800000000007
43230,53188,62705,652,63198,75378,26682,29222,42937,21749,43775,39740,51292,74465,63670,17088.82,428.13,533.6000000000003
60998,36619,11257,66020,27992,75127,48100,31685,47406,48729,23751,31740,70663,29486,27462,17095.86,129.65,128.88000000000005
61398,31214,52157,34837,26677,66954,21185,204,53181,61990,47419,23577,25974,23881,63502,17099.01,234.52,269.40000000000026
869,17510,27522,28483,189,10999,59831,25812,24233,35779,51831,2851,1363,47131,15182,17105.93,1001.73,1508.1599999999971
39957,4675,74845,47847,61944,49865,15951,9978,60655,23048,18729,59496,8241,34986,19370,17101.95,304.26,328.63999999999805
63406,70483,9792,69019,38319,37549,3567,71691,73438,27315,10196,54656,16470,24423,40391,17093.01,399.55,422.8000000000002
60808,25961,5129,44261,60197,8184,20180,29934,45997,40196,14169,24957,20366,29143,3777,17078.28,217.8,242.64000000000004
42360,15594,35747,13581,48891,9391,66141,17783,46051,17203,55535,25690,40663,72500,2666,17106.67,679.5,801.2800000000005
2289,44625,19610,9649,71333,6271,17942,64650,54682,46928,62996,38656,38936,8349,19727,17090.77,162.66,168.88000000000008
15056,905,11795,18707,46170,20416,39407,74244,70222,16917,11705,29975,74920,30118,43882,17107.02,359.99,376.87999999999965
11823,24478,57285,27527,53877,4908,43799,56255,65199,73433,45198,24218,69078,15412,5631,17103.48,251.12,295.1199999999998
16417,49540,18990,55189,29247,35167,70815,16241,11286,67428,74766,23239,26050,9478,70401,17110.04,174.18,176.36000000000004
41114,16949,65875,31099,31163,59680,53226,59761,13983,41108,30417,6258,45138,14020,51598,16088.36,52.77,50.79999999999998
2391,73829,15344,33957,46294,72703,31534,44276,55454,29709,5697,18326,21935,17140,22484,17098.99,315.83,325.0400000000002
51362,19792,13675,39382,55868,60755,969,14480,55328,192,12580,4304,24886,56870,237,17086.72,770.25,1019.6799999999982
25256,49830,41117,20268,22857,35176,34899,33674,74655,30515,67825,40555,40498,73792,54569,16584.7,41.04,41.559999999999974
65332,63381,50636,38608,51581,22701,55110,38613,75569,60399,69090,55675,75331,42186,70677,16568.09,74.07,72.68000000000004
9439,73832,1032,33482,54068,60296,11768,65756,70918,61639,68658,36489,20658,28644,48500,17101.16,128.97,130.00000000000003
