n0,n1,n2,monte_carlo,monte_carlo_max_hop,two_hop
61878,79507,27044,5.35,5.17,5.140000000000002
189062,103824,125535,5.45,4.99,5.1800000000000015
40625,23619,17436,5.39,5.24,5.150000000000002
5194,105274,144022,5.22,5.11,5.160000000000002
240636,75858,209833,5.15,5.31,5.140000000000002
259529,200582,15426,5.58,5.37,5.160000000000002
58177,136403,140687,5.33,5.18,5.200000000000002
94436,72530,204405,5.19,5.12,5.150000000000002
45262,216759,27835,5.68,5.34,5.160000000000002
68608,56203,247191,5.73,4.88,5.180000000000002
243132,6721,217296,5.33,5.23,5.150000000000002
167952,211459,68224,4.74,4.41,4.4700000000000015
209832,71237,50707,5.47,4.99,5.060000000000001
43206,81225,75927,5.16,5.34,5.1800000000000015
164357,227363,191861,5.63,4.94,5.150000000000002
251900,224040,222436,5.21,5.4,5.160000000000002
230700,97620,22732,5.37,4.79,5.130000000000003
221456,158820,88448,4.98,4.65,4.740000000000002
176082,101694,132632,5.19,4.91,5.150000000000002
65240,46606,64834,5.57,5.26,5.170000000000002
124148,73399,23421,5.65,5.22,5.130000000000003
247615,244996,214403,5.55,5.27,5.220000000000002
226881,246993,143560,5.88,5.12,5.180000000000002
220322,78707,1890,5.36,5.3,5.160000000000002
238254,76530,150042,5.79,4.97,5.1800000000000015
184787,231294,81726,5.43,4.99,5.110000000000002
222309,200594,133266,5.65,5.35,5.210000000000003
51150,108513,111078,5.79,5.2,5.200000000000002
157001,75550,112995,5.4,4.89,5.1800000000000015
118324,42289,61138,4.84,4.5,4.690000000000001
79983,68067,213016,5.43,4.86,5.1800000000000015
209031,11334,21253,5.51,5.06,5.130000000000002
12143,121286,164194,5.43,4.89,5.170000000000002
261481,73513,136019,4.85,4.72,4.570000000000001
140147,169868,123532,5.27,5.28,5.150000000000002
183731,89874,38027,5.21,5.14,5.110000000000001
261430,176627,51268,5.12,4.97,5.120000000000002
17416,108211,239476,5.77,4.86,5.180000000000002
53128,166466,165849,5.31,5.12,5.130000000000002
115645,72431,48156,5.38,5.3,5.160000000000002
93278,114274,195806,5.31,4.52,4.750000000000002
154342,84061,166312,5.43,4.88,5.010000000000002
146415,52091,237060,5.45,4.96,5.150000000000002
84812,26471,220050,6.14,5.04,5.210000000000003
16150,185640,59996,5.1,5.25,5.190000000000002
72739,200582,152620,4.99,5.21,5.150000000000002
161331,225994,62237,5.63,5.37,5.200000000000002
32019,86787,244994,5.22,5.19,5.070000000000002
46540,76264,120329,4.82,4.93,4.830000000000002
6730,11222,93607,5.57,5.09,5.170000000000002
182790,21655,234862,5.55,5.32,5.170000000000002
252831,250278,74890,5.42,5.09,5.1800000000000015
192643,177003,251623,5.31,4.66,4.770000000000001
85753,4767,84622,5.22,5.45,5.150000000000002
75758,84325,253232,5.21,4.96,5.170000000000002
40084,203224,170897,5.18,5.19,5.110000000000002
107591,225803,247282,4.38,3.98,4.160000000000001
227935,162663,178269,5.15,5.05,5.060000000000002
214414,20383,76915,5.15,4.78,4.610000000000001
161934,50178,234378,5.43,5.2,5.140000000000002
116429,76544,35766,4.9,5.33,5.150000000000002
65548,100043,156974,5.42,4.92,5.140000000000002
252133,41655,86850,5.29,5.19,5.160000000000002
150232,2463,95243,5.5,5.22,4.900000000000002
11743,119219,44450,5.4,5.17,5.120000000000002
95732,205454,210855,5.4,4.86,4.850000000000001
95085,261406,76109,6.05,5.27,5.140000000000002
149803,25454,115166,4.77,4.55,4.510000000000002
257359,54325,111136,5.15,4.77,5.190000000000002
240262,54504,29784,5.73,5.26,5.160000000000002
15555,16307,14488,5.19,4.72,5.130000000000002
193231,44215,156115,5.78,4.98,5.200000000000002
177426,254441,39227,6.05,5.41,5.210000000000002
158994,10719,143190,4.85,4.68,4.440000000000001
128625,152742,65289,5.41,4.99,5.200000000000002
84261,261524,9325,5.34,5.28,5.150000000000002
32053,218851,138737,5.09,5.12,5.210000000000002
76783,202844,261332,5.24,5.1,5.1800000000000015
107301,170816,258908,5.51,5.09,5.060000000000002
52497,125242,52893,5.61,5.02,5.160000000000002
63402,115032,107642,5.22,4.92,4.970000000000002
128958,9665,57425,5.32,4.95,5.110000000000002
110420,116261,65165,5.59,5.44,5.120000000000002
169721,233124,112154,5.52,5.44,5.150000000000002
217854,56549,130699,4.78,4.91,4.700000000000001
49207,8296,9648,4.81,5.0,5.1800000000000015
66687,66423,63540,4.81,4.58,4.450000000000001
137803,54543,202457,5.82,4.86,5.190000000000001
60677,109349,227989,5.34,5.23,4.9700000000000015
68599,37146,85200,4.57,4.52,4.460000000000002
13441,233576,243278,5.55,5.12,5.190000000000002
82448,148201,30633,5.7,5.39,5.150000000000002
259672,149345,105634,5.26,5.09,5.030000000000001
252380,236179,171171,5.85,5.22,5.220000000000002
171435,228300,207318,5.12,5.92,5.150000000000002
188049,195225,10617,4.98,4.59,4.710000000000002
129574,101573,24355,5.66,5.76,5.170000000000002
112750,55291,243774,6.1,4.93,5.160000000000002
229063,150026,235867,5.68,5.01,5.160000000000002
247500,242372,43373,5.59,5.23,5.190000000000002
