n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
5102,2092,6076,2937,6514,5656,6893,6061,5341,4342,237,6884,3814,19.33,17.9,18.143741905059837
6356,2040,5316,424,1284,927,3045,3842,7114,2019,3119,4454,835,16.06,15.51,15.91023006176721
4701,2042,107,5989,1775,3343,2289,1491,7106,6272,3190,1307,6241,19.65,18.11,17.15310420802995
6530,589,1136,5062,5058,3644,1037,1083,14,43,1715,6337,1765,25.33,20.75,20.934555333386307
1358,1363,2369,2569,1629,4417,5552,5125,1677,1488,5657,1612,3139,20.54,18.58,18.720807775291586
2447,176,2958,3398,1359,1193,2161,533,2718,2468,6696,4940,4801,26.71,22.95,21.493976253869544
27,4882,5553,5797,2768,540,2539,2911,6705,2507,3938,5705,2586,16.18,15.38,15.348077451201338
1513,3942,3871,5772,1442,466,2098,187,6142,2929,6921,3311,148,20.6,18.96,18.817796631131333
4497,6453,3431,2999,3083,4739,6891,74,3709,382,5797,1482,5109,22.93,21.62,20.987966541801587
1609,975,6190,2015,6713,3786,2821,4198,2906,4298,2055,6353,3791,16.36,15.41,15.516325219965637
885,4831,6130,6397,6530,3008,7042,2423,300,3546,746,1707,2791,27.55,22.91,22.675906742661624
4201,5003,2970,1214,2784,2258,5755,4465,754,2559,5619,2595,2508,19.11,17.66,18.192261105089507
1453,6543,640,5134,1219,5907,5645,2533,3963,1323,5899,397,663,17.06,15.64,15.278335901282228
4920,4370,3325,260,1944,6066,4865,2816,6769,2049,3732,5332,3455,19.45,17.72,17.812203375440973
1192,456,5229,268,6567,4043,2737,6868,1696,1069,5993,4620,1087,17.88,16.12,16.58204754834411
5164,6455,3390,873,1382,3559,3055,1222,481,6920,3445,2415,1156,20.38,18.31,18.993179589461207
3712,5082,6981,1386,4277,3715,3998,5642,5976,2602,3924,2244,2384,33.21,28.98,29.452481341499077
3850,3307,1200,922,3088,6734,4356,1469,5136,4090,7109,2772,1475,31.48,26.46,27.62080308113194
730,4029,2230,4220,6406,4490,7105,4119,2959,516,6439,6513,6347,13.9,13.94,13.888872254749963
2913,5690,4812,5439,281,6222,2504,2977,4581,5771,5474,2300,6842,18.48,17.42,17.690519453957865
3978,2169,6305,5659,5865,2407,2785,5322,1463,4756,6978,94,3885,24.3,21.93,21.929124993968326
4480,6338,2053,2669,5502,2242,3792,2366,6690,4098,5303,5518,6534,15.51,15.13,15.078918930239194
2921,2849,2243,5276,2831,6044,6784,3346,2867,6904,1412,7102,5638,17.27,16.32,16.066635923517442
3684,2984,2738,4244,1162,4336,1361,1627,6853,2965,6994,3909,2317,16.26,14.64,15.150968158765775
5664,645,5895,5495,5983,3413,1407,5052,6392,4758,4230,5452,3447,16.16,15.65,15.53095230378836
2479,5109,4531,6346,7103,5217,2217,5901,226,1602,1310,4804,3613,18.59,15.88,16.272549464295846
5112,5325,1480,1794,6217,5619,1478,5168,5885,342,3863,1853,1357,38.91,28.41,28.430912465810408
443,1093,907,2599,1487,3953,1584,4491,292,3403,3811,2876,3115,34.94,27.7,27.45045125337748
5427,5011,589,4834,1674,1948,5881,3063,5,2871,3320,2281,7011,21.83,18.74,18.265622720782297
3359,7097,942,5643,6810,4483,3062,295,4505,5026,2468,776,2418,29.81,25.51,25.709186494650783
