n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
137,582,867,821,782,64,261,120,507,20.8,14.31,14.500000000000004
779,460,483,667,388,807,214,96,499,22.72,16.78,16.429999999999996
29,914,855,399,443,622,780,785,2,22.47,16.54,16.16
712,456,272,738,821,234,605,967,104,19.1,13.6,13.89
923,325,31,22,26,665,554,9,961,35.29,24.98,25.090000000000007
902,390,702,221,992,432,743,29,540,17.14,13.52,13.830000000000002
227,782,448,961,507,566,238,353,236,22.1,15.15,15.260000000000003
693,224,779,470,975,296,948,22,426,19.35,14.45,14.260000000000003
857,938,569,944,657,102,190,644,741,18.84,13.83,13.970000000000002
880,303,123,760,340,917,738,996,728,20.74,13.33,13.990000000000002
512,958,990,432,519,849,932,686,194,16.69,13.1,13.240000000000004
310,290,601,996,903,511,866,963,517,16.59,13.04,13.140000000000004
402,603,873,35,491,248,761,816,413,18.61,14.12,14.110000000000001
424,680,177,375,561,903,719,794,690,16.83,14.73,13.770000000000003
755,383,88,449,679,520,110,797,167,23.7,15.55,15.790000000000001
533,860,402,379,501,750,30,480,44,25.21,16.24,17.09
315,720,868,629,607,592,403,662,174,17.54,13.81,14.190000000000005
172,514,232,12,789,204,552,942,880,25.08,17.72,17.77
561,237,414,526,352,975,867,591,361,16.94,13.53,13.580000000000004
470,931,275,675,561,623,980,746,5,24.85,17.62,17.01
392,802,877,840,977,907,960,758,524,16.12,13.4,13.5
828,132,531,796,574,210,436,972,57,25.25,16.13,17.18
492,890,373,583,567,204,963,516,423,18.65,13.6,13.540000000000001
496,832,365,424,354,1,551,553,638,17.87,13.56,13.520000000000005
805,627,339,469,614,28,823,235,650,24.87,18.8,18.02
181,563,598,185,881,93,817,564,816,20.79,15.63,15.219999999999997
871,836,953,261,33,861,966,689,72,24.12,16.55,16.89
85,888,17,463,14,772,773,287,255,28.52,21.15,20.940000000000005
275,112,816,639,189,352,297,71,171,19.91,15.17,15.400000000000002
163,261,540,974,172,672,279,663,728,20.32,15.12,14.560000000000002
301,465,719,329,508,485,116,24,319,24.47,17.6,17.450000000000003
395,351,431,815,192,264,111,259,921,24.35,15.45,16.29
747,522,214,988,620,442,836,998,21,24.18,16.3,17.1
230,18,406,149,36,736,982,164,456,30.92,22.12,22.07
721,518,694,436,557,852,225,999,645,18.11,13.04,13.760000000000003
816,711,528,461,228,536,664,31,404,18.31,16.14,16.0
691,589,822,328,675,646,436,60,755,20.79,15.01,14.610000000000005
305,128,991,217,896,48,313,72,879,20.24,17.1,16.27
78,317,939,961,305,761,162,426,578,20.01,14.92,15.02
258,133,8,574,899,870,38,604,839,24.06,18.51,17.400000000000002
222,985,922,583,471,175,847,888,890,16.95,13.34,13.490000000000004
997,798,720,637,521,38,387,205,355,20.69,15.24,15.070000000000002
101,210,587,690,918,443,605,198,504,22.63,15.85,16.409999999999997
106,960,681,399,303,516,511,17,333,23.18,16.33,16.150000000000002
626,892,411,921,288,18,160,205,878,24.08,18.55,18.82
335,830,576,801,138,347,439,218,272,18.95,13.6,14.180000000000003
690,98,857,388,954,560,352,936,903,15.53,12.84,12.830000000000002
857,703,547,496,786,545,240,66,742,22.23,14.78,14.850000000000003
41,86,136,173,170,932,551,218,274,23.5,17.27,16.05
777,340,614,518,861,261,376,346,348,17.27,12.84,13.130000000000006
116,298,240,888,966,618,798,977,732,19.44,14.16,14.150000000000002
908,500,138,593,564,788,106,328,40,19.36,14.88,14.940000000000003
416,74,389,886,807,150,848,128,349,23.99,17.52,17.509999999999998
117,629,601,800,948,387,78,584,563,20.29,14.86,15.230000000000004
229,579,83,975,273,373,912,302,577,18.93,14.05,13.850000000000001
547,947,117,468,918,283,110,805,46,23.91,16.83,16.770000000000007
847,302,12,628,686,14,93,423,117,29.12,22.55,23.24
845,906,808,40,192,245,804,600,431,22.58,18.07,17.83
165,118,461,171,697,247,162,761,865,19.58,14.47,14.320000000000002
105,445,932,987,387,825,993,555,931,20.1,14.46,14.16
837,301,563,259,728,488,322,102,212,25.46,16.43,15.990000000000002
667,325,40,27,10,805,947,302,743,35.47,23.36,22.710000000000004
610,327,460,400,320,408,64,65,935,25.15,17.16,16.439999999999998
324,993,615,993,466,114,256,220,803,17.33,13.06,14.400000000000004
632,796,912,555,888,704,480,677,364,16.49,13.16,12.850000000000003
265,187,554,212,314,203,252,369,83,21.81,15.84,16.630000000000006
839,287,91,771,458,92,667,588,658,21.29,14.1,14.390000000000002
347,963,232,399,989,314,42,335,191,20.41,15.28,15.330000000000002
324,811,867,592,914,943,310,251,342,17.93,13.19,13.440000000000003
103,557,626,592,826,610,94,250,225,18.39,15.14,15.190000000000001
20,827,249,411,74,274,564,888,72,28.1,18.51,19.439999999999994
746,76,22,650,10,297,768,811,367,29.91,21.18,21.279999999999994
505,480,883,879,157,103,513,796,814,22.31,15.26,15.379999999999999
335,78,521,972,681,177,183,794,153,24.84,16.95,17.49
144,841,886,327,312,109,726,526,854,19.64,14.2,15.219999999999999
941,616,300,129,915,211,145,558,932,17.86,13.89,13.820000000000004
739,32,798,323,840,924,638,823,688,23.22,15.11,15.33
928,566,860,966,764,706,210,182,306,18.75,15.05,14.56
443,550,161,49,731,882,683,253,258,22.31,16.8,17.0
796,65,698,986,457,827,440,562,256,21.31,14.17,14.970000000000002
554,449,871,550,464,11,405,856,346,29.51,17.97,18.03
175,264,497,24,812,661,955,426,999,20.05,14.99,14.920000000000003
584,19,63,708,363,593,141,607,128,27.91,18.35,19.230000000000004
141,265,848,283,407,577,410,176,627,19.7,14.9,14.840000000000002
91,239,497,7,181,541,324,512,914,26.35,20.3,20.450000000000006
664,942,448,952,702,654,748,231,244,18.94,13.78,13.980000000000002
320,506,703,490,979,230,729,422,345,18.05,14.44,14.840000000000003
573,625,928,745,939,669,281,995,661,15.04,11.91,12.190000000000005
224,49,943,73,781,523,660,898,377,24.1,16.57,16.81
163,523,784,811,904,208,319,305,709,17.7,14.0,14.060000000000004
306,869,565,380,169,718,718,754,475,14.99,11.34,13.110000000000005
608,87,876,126,918,620,983,526,584,22.68,15.9,15.200000000000001
386,180,159,256,436,222,964,583,736,23.74,16.02,16.21
775,801,53,506,697,403,734,652,356,23.44,15.78,15.670000000000005
393,527,865,168,557,747,41,536,92,20.42,16.32,16.629999999999995
827,261,643,103,273,754,934,85,982,19.09,14.69,15.650000000000002
998,142,992,794,631,862,990,675,703,14.39,12.6,12.440000000000003
717,83,455,871,946,246,994,871,391,16.25,12.01,13.770000000000003
962,821,925,443,406,168,931,333,448,23.14,14.47,14.620000000000001
129,637,930,499,982,217,122,441,615,19.56,14.41,14.63
