n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
30939,39753,13522,51912,62767,20312,11809,8718,2597,161.36,25.53,25.25234288044995
52637,72011,37929,7713,29088,68201,70343,47218,36265,20.05,12.95,13.90504242036536
22631,13917,34304,28101,3360,34112,35618,25353,21603,11.36,10.08,10.364815503790194
40612,37963,48810,11366,44224,50847,66316,32620,23303,27.64,15.86,16.2389213148423
32417,62074,36699,11710,71780,39353,945,38265,75021,160.8,46.31,45.298123918210464
40863,66633,25575,54256,55539,37775,56497,59162,21144,11.34,11.01,10.850549757874024
30569,39991,34033,5667,10626,6071,60643,36756,68009,16.58,14.44,14.12079807949654
70073,61766,44937,19013,25634,8708,54105,26564,57822,14.54,13.01,12.868220170215462
36215,24078,46639,57137,42030,73207,26045,42406,13235,17.06,13.34,13.41471531866404
8075,29998,36369,31118,16009,43393,23270,38132,60164,22.83,11.2,11.737535611130644
3365,5611,46803,10827,37445,42876,2383,42311,37879,19.13,17.33,15.426474580825616
42162,20042,53795,10191,38457,25089,58214,38272,17883,57.11,50.11,50.69669807434842
32774,50021,20827,43425,75116,1231,47621,5871,59609,35.97,15.45,15.307432014439698
22225,47866,47542,38054,74901,12727,57583,27162,55568,15.48,13.31,13.14813504232444
27252,14892,7777,8153,7244,22107,19613,5359,71595,106.44,29.15,27.803733149413624
64312,32644,42130,4662,16026,69368,38391,53650,26248,25.27,16.61,16.849491218379278
62621,26446,31701,57516,53821,64479,4832,28712,55210,10.63,10.08,9.9235329781907
58130,32582,56077,28274,65349,24603,4148,4824,33343,51.78,19.04,18.062165386977284
33211,31770,68901,27271,30338,54674,34299,18573,42600,25.61,11.42,11.437860890028496
6720,41224,74100,15316,74672,52817,5308,64787,50786,21.84,19.56,16.034204842115415
12177,56375,27645,75013,21686,44117,38824,61764,41292,12.56,11.22,11.712311421590709
55048,69209,28211,35166,44371,51404,65062,9749,36710,15.14,11.09,11.267680547944098
25068,5838,51747,16729,35316,7927,21923,60892,74606,18.42,14.0,13.259254400786524
61890,52917,51176,28644,429,27681,20544,1718,33729,49.13,22.21,21.47813522045352
15189,51876,49949,29141,72169,6999,26433,21220,43338,17.56,14.06,13.860229460450178
73711,61801,68997,57624,3459,10353,4480,14800,64072,52.91,18.96,16.429744647025352
73505,33679,18187,5423,47522,10445,68548,1382,38920,22.05,17.82,19.08339218398425
45470,9795,11159,71221,59476,49959,26915,40785,50938,16.75,15.02,15.104760596002922
30631,63786,52436,12467,10118,15001,47956,67171,56879,52.75,20.1,19.571309388998955
54511,58227,8771,25670,39623,62741,55373,15489,73176,13.64,10.67,10.796593584265256
21938,48706,21341,23114,19569,42802,64783,44379,33896,25.72,13.26,14.155215574097532
71023,639,22112,729,40870,15853,71427,14527,63767,34.54,21.34,21.722865031170787
63471,68984,9920,68251,32170,53893,38463,46765,30042,67.51,18.14,21.263056925610293
23647,221,6936,41061,71314,61214,74493,40062,66409,18.97,13.94,14.062246998828083
57770,57942,51354,18437,32990,47471,44570,17465,56806,13.87,10.45,10.364626980035723
10821,18866,23287,37403,48757,25885,75495,45932,12250,32.8,20.34,21.005241167498923
10100,52762,23550,43207,48744,42817,22888,39397,3037,227.49,47.99,47.93171769819423
2634,68673,11627,47057,12897,20770,23907,64912,75217,26.1,16.87,16.126051709378185
10079,15312,22547,62800,29120,39697,53229,31120,64203,38.0,24.31,24.193229884821207
28982,40589,48184,30194,42810,70415,69436,59229,52457,12.37,12.58,12.471869762394793
66359,52515,41042,37194,57447,53944,1727,32936,24103,21.77,13.81,13.546965604287717
70804,60101,73549,47749,52978,50940,3659,20454,67017,41.22,19.75,20.36423563635921
8875,60056,45534,40925,11972,33803,63367,29119,62501,15.74,10.6,11.619381473281965
8688,19493,31240,9054,39218,17385,6145,21406,52154,50.23,16.83,17.424427514488563
71714,70581,34384,2428,68729,32163,20646,12682,26933,25.72,15.83,14.583326932011767
4161,41486,10740,15960,35471,8029,37887,22586,19555,17.78,11.29,11.480832838994365
54389,17038,10657,73394,47750,340,72398,20418,65870,61.73,20.45,21.362234868307482
53991,20211,28187,39074,63463,66531,8886,49279,22024,284.04,51.49,51.17485094316398
21419,33563,67480,51291,70431,39696,52510,43046,22316,21.37,12.04,12.071085829232864
50699,8116,55454,3676,36516,2490,39845,19990,11248,17.9,13.73,13.6553252507179
20535,15199,2015,30411,30313,72551,1128,62482,69761,72.28,21.79,22.217735241169585
24260,59284,49736,44070,22619,69510,24635,14045,62247,15.76,12.92,12.680361047332724
46764,39996,54186,4879,27787,33511,40290,62584,44452,16.71,13.67,13.747095549932599
10919,30937,41423,13573,5012,42250,69087,62409,46276,16.63,13.34,14.696395409398011
10683,23217,5656,65285,68043,71518,32751,5107,26325,53.04,27.96,27.111596578211433
9351,44091,18065,40442,15306,66526,66755,118,9370,48.98,14.37,14.801995863329758
29639,35942,2394,4495,1377,62663,18987,27936,47164,73.44,17.6,19.251302207483594
32664,45215,39076,50916,52773,4461,22657,54040,64709,22.79,13.27,13.046881886531441
8378,66929,66706,39160,73380,37077,27208,57331,42184,19.26,14.27,14.612347452182457
22920,28142,2352,62732,57306,36168,43430,53361,53682,25.24,14.65,15.121892747131145
42101,27546,33552,36653,66993,11352,3942,52827,34546,17.78,14.3,14.98702216326717
37636,17354,40996,11369,21756,12075,27735,33239,28327,71.91,19.27,20.856327198241054
65436,14945,44629,1042,59719,74720,26703,21819,12256,50.97,14.05,15.092265691793603
32002,68036,12494,14942,41431,38876,74350,19760,9923,25.28,11.88,12.251025698618653
23497,3567,23734,27021,34462,4568,42522,43010,47747,57.17,28.3,29.54431169749097
21280,22527,28176,6489,7005,21044,7534,34327,64731,53.16,19.2,18.902097013777546
13662,26159,18061,51418,62753,71585,64996,70859,42429,19.35,14.09,14.050815631834928
47473,56360,53190,4746,4965,23754,20042,46946,28737,63.75,22.86,20.304231766487
38885,31230,47669,75211,25498,45098,50291,47668,70198,11.95,11.17,11.221529917586158
14663,29426,24986,45643,24253,70058,27867,2778,3533,72.87,26.95,27.62769095952911
15437,25052,38911,42154,70917,65186,5420,40138,51488,21.54,12.65,12.319932704658784
21461,18296,49243,60784,45958,46651,766,58511,17864,90.67,29.02,27.59627200856004
58647,3901,54843,27718,15060,43320,38735,73176,7122,29.83,17.51,18.53829211583746
10275,63130,21147,69073,8002,23737,31594,43603,2566,24.29,18.89,18.085160277038735
2997,50174,57272,30324,18120,5594,17560,23981,37428,125.04,37.68,41.63739933999317
30606,57035,41205,70903,48751,22295,45289,71348,75036,32.29,19.07,18.182603024485502
45204,33817,43919,70467,4211,71313,19939,47948,74788,32.76,17.43,17.223794531722668
25811,64790,61758,15653,9691,25700,20836,18777,72235,67.1,20.51,20.532919540718684
18334,6741,70607,45376,10555,6167,19557,71279,23071,38.37,26.96,27.477534772088738
34491,7507,38692,62319,36804,27408,61929,37027,69409,30.88,15.88,17.84996746408697
8184,18408,37728,54653,5897,347,45426,69384,47227,56.17,22.82,22.03863350999445
9443,26241,56803,10491,55634,4253,37162,26062,25685,33.4,16.22,16.57307537947496
22538,26469,10580,12213,1388,472,38199,68130,67852,41.46,21.63,21.466014621285094
68819,55582,8495,12121,68587,44371,22088,26220,66928,34.76,19.59,19.20471866207839
71996,8110,8150,8448,18242,57180,17759,13634,67779,38.09,13.17,13.793716658906398
42509,67326,44481,36317,17426,15491,9227,672,20585,57.1,28.26,27.147750414696105
5657,35693,71467,55695,39875,47093,20002,68779,47513,11.2,10.96,10.933631153003414
70304,59900,32450,59302,22359,63236,71330,3392,73133,40.53,18.3,18.462985082860257
74732,25412,34273,75188,59202,43609,21227,39850,21036,21.91,14.78,14.629394580791644
41454,39341,41431,27404,69913,63437,38280,35268,48296,66.85,30.63,30.896287485269806
21735,41313,12742,30542,43059,25452,23133,57837,12560,60.12,17.52,17.595376299540106
40649,4316,68301,736,6091,342,72852,23398,29209,70.1,25.18,25.221905841339822
32179,48874,51571,50650,31692,57862,56664,38095,66557,17.97,14.8,15.036079091657953
11671,45049,5720,12599,24209,7261,53266,617,51439,101.94,24.91,25.641798399975244
21487,56908,5802,73101,29182,49015,44980,66637,45800,27.33,16.71,16.942715479414215
17384,74,45405,47658,12666,49616,75079,28108,64215,59.53,16.56,17.351255766193585
46122,75193,56724,72451,11965,51435,20666,11328,58835,22.87,15.36,14.668084206591121
50800,68809,27619,3576,12072,37483,13165,16541,16646,40.19,23.37,23.418005316100658
59843,57384,45803,53356,41644,52603,40505,51890,13488,19.59,14.04,14.597196325616496
44660,49227,66751,10074,63908,57027,48247,29805,75476,25.12,20.96,21.785448227629686
