n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
250618,226258,248467,222574,14824,24008,22248,94649,219021,44324,192930,212064,175565,223827,80776,65951,158844,55631,159069,9367,152359,36.56,34.43,34.54000000000001
178584,41519,262070,112897,167371,103162,210677,189533,225507,260785,133448,248878,97533,142652,245291,116615,131613,70317,236246,9417,228336,36.73,34.84,35.180000000000014
7194,95424,121869,244277,83483,237961,99618,111047,233777,231752,137822,43119,146934,46513,61898,60451,6254,46326,85234,45505,35834,37.46,34.88,35.09000000000002
133737,133752,94290,261798,134673,176810,146771,47669,260879,234244,116821,208865,108703,192518,137721,237658,238152,199985,95487,207027,155578,36.91,35.42,35.460000000000015
92743,94866,257157,225172,252156,116855,42253,250329,197657,104821,187472,193616,120954,171680,139029,65510,128454,73164,242439,130564,131292,38.8,35.92,36.070000000000014
135106,217979,208723,92779,173456,231434,119193,235851,236762,120851,91953,148820,190286,241259,146166,189732,119682,127561,172722,58146,246571,38.63,35.23,35.850000000000016
85109,213564,183388,218897,43534,229820,238011,161571,70290,202633,238912,125767,81150,79507,250966,209520,185127,217859,132185,147374,135724,35.78,33.95,34.790000000000006
133000,170764,161430,154126,106606,81748,191608,54478,128163,134189,96101,244882,179367,163385,231229,19759,205594,215062,89511,190303,2207,37.4,35.0,35.40000000000001
237935,213662,50175,261375,195240,27828,15403,150579,171156,12821,71591,155110,59406,178907,229504,240082,27856,197753,136934,35782,223856,36.29,33.81,34.31000000000001
69688,64181,216202,55175,247354,230839,15829,110865,235396,187947,199074,8355,14888,94989,94429,45057,65405,176361,6145,21732,30205,38.41,35.73,35.900000000000006
250232,17685,6643,10715,191213,240813,5543,97805,67027,33498,213215,245357,41187,192620,48166,137125,181271,507,101073,154522,11314,37.86,35.48,35.72000000000002
208183,259522,64966,39693,254493,9507,1099,90230,246012,161281,164562,194631,195999,29652,74980,88398,128125,8076,80841,117611,144573,37.42,34.64,34.64000000000001
200794,158637,193972,11998,236459,69190,198092,105343,226084,162947,184901,40227,123936,251339,59120,24498,173232,180196,82917,219781,26751,37.1,35.23,35.19000000000001
6344,117393,206676,229313,248537,33432,135865,153342,204750,103010,127643,134952,85972,37704,229230,251587,89404,67920,68639,158879,254458,38.1,36.41,36.10000000000001
