n_nodes,influence,n0,n1,n2,n3,n4
5,314.9900,195,4,8,36,5
5,305.4500,768,4,36,8,5
5,305.4500,768,4,36,8,5
5,305.4500,768,4,36,8,5
5,281.9900,4,36,8,6,303
5,268.1300,4,69,36,8,14
5,253.1600,4,36,8,303,77
5,253.1600,4,36,8,303,77
5,253.1600,4,36,8,303,77
5,253.1600,4,36,8,303,77
5,253.1600,4,36,8,303,77
5,253.1600,4,36,8,303,77
5,252.0500,77,4,8,36,399
5,252.0500,77,4,36,8,399
5,252.0500,77,4,8,36,399
5,252.0500,77,4,36,8,399
5,250.4600,4,36,8,610,77
5,246.9200,20,4,36,8,393
5,246.9200,20,4,8,36,393
5,246.8000,4,8,113,24,12
5,245.9300,195,4,8,36,399
5,245.6000,20,4,36,8,889
5,245.6000,20,4,36,8,889
5,245.6000,20,4,36,8,889
5,244.7900,77,4,8,36,834
5,244.7600,69,4,8,36,399
5,244.2500,195,4,36,8,683
5,244.2500,20,195,4,8,399
5,244.2500,20,195,4,8,399
5,244.2500,20,195,4,8,399
5,244.2500,20,195,4,8,399
5,244.2500,20,195,4,8,399
5,244.2500,20,195,4,8,399
5,244.2500,20,195,4,8,399
5,244.2500,20,195,4,8,399
5,244.2500,20,195,4,8,399
5,243.5300,77,4,36,8,393
5,243.5300,77,4,8,36,393
5,243.5300,77,4,36,8,393
5,243.5300,77,4,36,8,393
5,243.5300,77,4,36,8,393
5,243.5300,77,4,36,8,393
5,243.5300,77,4,8,36,393
5,243.5300,77,4,8,36,393
5,243.5300,77,4,8,36,393
5,243.5300,77,4,36,8,393
5,243.5300,77,4,8,36,393
5,243.5300,77,4,36,8,393
5,243.5300,77,4,36,8,393
5,243.5300,77,4,8,36,393
5,243.5300,77,4,8,36,393
5,243.5300,77,4,8,36,393
5,243.5300,77,4,36,8,393
5,243.5300,77,4,36,8,393
5,243.5300,77,4,8,36,393
5,243.2000,195,4,36,8,756
5,243.2000,195,4,36,8,756
5,243.2000,195,4,36,8,756
5,243.2000,195,4,36,8,756
5,243.2000,195,4,36,8,756
5,243.2000,195,4,36,8,756
5,242.5400,34,195,4,8,103
5,242.2100,77,4,36,8,889
5,242.2100,77,4,36,8,889
5,241.7900,195,4,8,303,77
5,241.6700,4,36,8,773,77
5,241.5200,195,4,36,8,205
5,241.5200,195,4,36,8,205
5,241.5200,195,4,36,8,205
5,241.5200,195,4,36,8,205
5,241.3100,103,4,36,8,756
5,241.0700,77,119,195,4,8
5,241.0700,77,119,195,4,8
5,240.5300,195,4,34,8,399
5,240.4700,4,36,8,410,303
5,239.8700,195,4,8,36,477
5,238.8500,195,4,8,36,834
5,238.8500,195,4,8,36,834
5,238.3100,195,4,36,8,754
5,238.0400,4,69,36,8,495
5,237.7700,163,4,36,8,393
5,237.7100,195,4,36,8,440
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,36,8,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.5900,195,4,8,36,393
5,237.3500,77,119,4,8,399
5,236.5400,195,4,37,8,393
5,236.5400,195,4,37,8,393
5,236.3900,768,4,8,36,399
5,236.3900,768,4,8,36,399
5,236.3900,768,4,8,36,399
5,236.3900,768,4,8,36,399
