n_nodes,influence,n0,n1,n2,n3,n4
5,105.1500,992,265,149,219,317
5,105.1500,992,265,149,219,317
5,105.1500,992,265,149,219,317
5,105.1500,992,265,149,219,317
5,105.1500,992,265,149,219,317
5,105.1500,992,265,149,219,317
5,105.1500,992,265,149,219,317
5,105.1500,992,265,149,219,317
5,105.1500,992,265,149,219,317
5,105.1500,992,265,149,219,317
5,105.1500,992,265,149,219,317
5,105.1500,992,265,149,219,317
5,105.1500,992,265,149,219,317
5,99.8500,992,265,149,504,317
5,99.8500,992,265,149,504,317
5,99.8500,992,265,149,504,317
