n_nodes,influence,n0,n1,n2,n3,n4
5,86.9100,944,657,102,188,223
5,86.9100,944,657,102,188,223
5,86.9100,944,657,102,188,223
5,86.9100,944,657,102,188,223
5,86.9100,944,657,102,188,223
5,86.9100,944,657,102,188,223
5,86.9100,944,657,102,188,223
5,86.9100,944,657,102,188,223
5,86.9100,944,657,102,188,223
5,86.9100,944,657,102,188,223
5,86.9100,944,657,102,188,223
5,86.9100,944,657,102,188,223
5,86.9100,944,657,102,188,223
5,86.9100,944,657,102,188,223
5,86.9100,944,657,102,188,223
5,86.9100,944,657,102,188,223
