n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
978,883,970,869,57,93,86,142.83,22.49,22.279999999999994
369,855,173,753,828,685,874,100.53,16.32,16.28
315,257,620,217,621,36,595,156.63,24.56,26.600000000000005
697,162,441,653,402,822,740,97.44,14.29,14.4
880,521,972,380,557,958,455,92.9,15.54,15.640000000000002
514,274,922,36,891,28,372,172.45,30.79,34.75999999999999
476,954,326,929,389,433,913,156.07,21.31,19.71999999999999
905,538,168,573,181,241,236,146.6,23.64,26.239999999999988
24,180,332,177,139,522,522,145.21,25.92,29.96
368,526,690,573,186,915,456,123.07,16.52,17.08
815,424,752,537,928,930,781,124.04,17.5,17.44
372,808,607,362,370,879,984,124.32,17.23,17.48
456,165,977,772,409,732,756,104.94,16.04,15.84
472,670,543,255,501,285,947,137.39,19.65,20.159999999999993
510,512,527,851,815,362,677,129.58,17.46,17.36
904,465,921,924,472,359,581,120.09,15.23,15.36
743,942,570,741,467,498,674,126.66,18.06,18.71999999999999
227,963,332,834,716,855,170,136.42,18.26,18.12
897,929,631,274,791,933,491,117.32,13.12,14.040000000000003
316,310,980,818,723,851,516,99.98,13.65,14.240000000000002
575,530,519,667,630,602,416,144.57,20.36,20.679999999999996
319,748,212,500,524,375,956,154.1,26.64,28.639999999999986
700,638,903,77,803,840,349,121.99,21.12,20.320000000000004
743,8,929,834,195,762,108,147.53,24.91,24.720000000000002
60,588,668,50,279,605,232,138.52,23.25,22.359999999999996
698,896,937,108,772,534,139,110.11,18.72,18.0
874,272,250,844,215,966,901,107.44,18.58,18.64
61,433,919,734,777,32,58,160.37,28.13,27.839999999999996
371,368,176,255,688,24,84,180.18,30.38,31.560000000000002
117,977,69,25,41,746,940,168.09,32.64,33.28
21,382,261,130,832,958,160,154.42,21.79,22.760000000000005
752,188,535,708,1,394,603,136.72,19.85,20.359999999999996
44,813,253,155,994,37,4,182.7,46.07,49.359999999999985
352,960,630,642,760,765,115,115.74,16.79,17.32
292,345,500,31,315,459,564,135.9,21.08,20.64
784,619,757,46,923,270,773,120.41,20.42,19.84
411,883,636,722,157,484,981,130.9,20.75,21.159999999999993
230,95,676,703,323,858,104,140.76,22.51,23.759999999999994
24,458,807,895,970,130,530,152.32,27.42,28.599999999999998
598,799,402,498,527,335,147,124.15,17.84,18.440000000000005
895,982,349,265,268,620,993,112.07,19.02,18.400000000000002
429,668,18,716,571,982,143,160.33,31.14,30.359999999999992
686,58,259,34,134,165,174,157.13,33.08,32.11999999999999
98,464,650,237,520,938,725,138.6,22.02,20.999999999999993
956,32,252,238,731,455,75,157.61,23.56,26.039999999999992
256,82,605,233,639,810,819,143.94,21.21,21.24
638,726,368,262,700,433,285,134.55,18.4,19.520000000000003
538,768,4,154,36,393,418,181.17,45.05,47.39999999999998
164,113,524,741,89,246,104,155.08,24.31,25.919999999999995
102,20,186,768,237,107,222,167.67,32.76,33.079999999999984
25,533,685,475,464,317,548,139.24,22.83,24.239999999999995
657,389,217,701,928,778,986,109.59,14.98,15.92
215,746,825,444,435,523,21,156.26,25.52,25.720000000000002
595,605,52,902,428,951,537,141.37,19.08,18.840000000000003
595,185,942,96,679,821,491,116.86,21.91,20.159999999999993
374,19,531,983,943,121,625,153.66,24.49,24.040000000000003
375,296,706,954,381,315,19,143.68,25.08,25.200000000000003
895,701,422,103,107,313,203,135.71,22.52,23.999999999999993
860,793,688,845,16,831,462,151.41,25.59,27.199999999999992
61,420,652,497,474,213,910,130.51,19.49,19.68
602,628,75,5,291,24,381,186.05,37.96,38.559999999999995
313,957,740,78,224,773,502,128.45,19.49,20.039999999999992
196,118,585,382,401,733,474,123.0,15.98,16.400000000000002
143,771,353,404,908,124,260,156.37,27.52,28.399999999999988
124,125,82,631,870,342,656,150.3,21.44,21.84
400,982,217,709,107,25,633,148.3,22.57,21.96
674,481,795,44,740,722,509,153.38,23.23,24.959999999999994
297,366,982,468,144,817,383,128.51,19.81,19.72
275,495,538,886,489,736,977,141.87,25.22,27.439999999999976
745,823,429,954,503,856,696,118.03,17.45,18.07999999999999
303,404,237,160,500,610,265,136.22,21.49,23.159999999999997
561,437,712,695,715,940,86,117.23,16.57,15.680000000000003
599,745,837,589,98,72,364,119.46,22.67,21.919999999999995
