n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
137,582,867,821,782,64,261,120,507,779,460,483,667,388,807,214,96,130.98,46.1,46.01985383572799
499,29,914,855,399,443,622,780,785,2,712,456,272,738,821,234,605,131.63,47.62,49.240220030997754
967,104,923,325,31,22,26,665,554,9,961,902,390,702,221,992,432,177.26,63.05,65.52224922999525
743,29,540,227,782,448,961,507,566,238,353,236,693,224,779,470,975,122.75,42.11,43.47454204002243
296,948,22,426,857,938,569,944,657,102,190,644,741,880,303,123,760,127.95,46.28,47.25544091118398
340,917,738,996,728,512,958,990,432,519,849,932,686,194,310,290,601,102.5,37.93,38.894521525565224
996,903,511,866,963,517,402,603,873,35,491,248,761,816,413,424,680,115.8,39.81,41.60526352179421
177,375,561,903,719,794,690,755,383,88,449,679,520,110,797,167,533,118.38,43.1,43.10347539978589
860,402,379,501,750,30,480,44,315,720,868,629,607,592,403,662,174,126.07,49.95,49.25119562072618
172,514,232,12,789,204,552,942,880,561,237,414,526,352,975,867,591,133.55,55.65,56.29420273250258
361,470,931,275,675,561,623,980,746,5,392,802,877,840,977,907,960,119.6,42.99,43.24339983588933
758,524,828,132,531,796,574,210,436,972,57,492,890,373,583,567,204,103.88,43.91,44.05333800645307
963,516,423,496,832,365,424,354,1,551,553,638,805,627,339,469,614,105.83,40.35,40.359359618709284
28,823,235,650,181,563,598,185,881,93,817,564,816,871,836,953,261,108.46,41.1,43.16637266539122
33,861,966,689,72,85,888,17,463,14,772,773,287,255,275,112,816,170.05,68.16,69.31032325140792
639,189,352,297,71,171,163,261,540,974,172,672,279,663,728,301,465,112.48,46.2,47.02141349658765
719,329,508,485,116,24,319,395,351,431,815,192,264,111,259,921,747,133.64,50.12,51.564629521372844
522,214,988,620,442,836,998,21,230,18,406,149,36,736,982,164,456,168.11,62.93,65.93775737938682
721,518,694,436,557,852,225,999,645,816,711,528,461,228,536,664,31,102.58,40.63,40.35224124635082
404,691,589,822,328,675,646,436,60,755,305,128,991,217,896,48,313,138.11,52.28,52.19793254708596
72,879,78,317,939,961,305,761,162,426,578,258,133,8,574,899,870,139.84,47.07,47.92187730927497
38,604,839,222,985,922,583,471,175,847,888,890,997,798,720,637,521,117.18,44.02,43.484329352424055
38,387,205,355,101,210,587,690,918,443,605,198,504,106,960,681,399,130.6,48.53,49.753294046313435
303,516,511,17,333,626,892,411,921,288,18,160,205,878,335,830,576,148.81,59.54,59.790312881392275
801,138,347,439,218,272,690,98,857,388,954,560,352,936,903,857,703,106.03,38.7,42.10422097794564
547,496,786,545,240,66,742,41,86,136,173,170,932,551,218,274,777,127.06,47.45,50.08323165260206
340,614,518,861,261,376,346,348,116,298,240,888,966,618,798,977,732,113.15,40.75,40.27618189323902
908,500,138,593,564,788,106,328,40,416,74,389,886,807,150,848,128,123.03,47.55,47.25636720670714
349,117,629,601,800,948,387,78,584,563,229,579,83,975,273,373,912,131.34,46.6,47.281869252404334
302,577,547,947,117,468,918,283,110,805,46,847,302,12,628,686,14,175.46,65.63,70.09824112505069
93,423,117,845,906,808,40,192,245,804,600,431,165,118,461,171,697,109.1,48.43,47.28564468214828
247,162,761,865,105,445,932,987,387,825,993,555,931,837,301,563,259,119.22,42.72,42.32074987194511
728,488,322,102,212,667,325,40,27,10,805,947,302,743,610,327,460,148.06,57.25,57.090771755980896
400,320,408,64,65,935,324,993,615,993,466,114,256,220,803,632,796,127.49,44.01,45.92633572417822
912,555,888,704,480,677,364,265,187,554,212,314,203,252,369,83,839,129.46,48.08,48.289104843236366
287,91,771,458,92,667,588,658,347,963,232,399,989,314,42,335,191,130.68,52.44,53.29813339227095
324,811,867,592,914,943,310,251,342,103,557,626,592,826,610,94,250,107.06,41.12,43.86280300500997
225,20,827,249,411,74,274,564,888,72,746,76,22,650,10,297,768,169.64,64.46,65.69929301458026
811,367,505,480,883,879,157,103,513,796,814,335,78,521,972,681,177,97.96,42.02,41.40465040874906
183,794,153,144,841,886,327,312,109,726,526,854,941,616,300,129,915,133.52,47.14,47.43608824870713
211,145,558,932,739,32,798,323,840,924,638,823,688,928,566,860,966,129.33,44.67,45.47822062640105
764,706,210,182,306,443,550,161,49,731,882,683,253,258,796,65,698,107.34,48.1,47.06400786662026
986,457,827,440,562,256,554,449,871,550,464,11,405,856,346,175,264,141.11,51.59,52.090882686156014
497,24,812,661,955,426,999,584,19,63,708,363,593,141,607,128,141,135.32,51.68,55.19791847071275
265,848,283,407,577,410,176,627,91,239,497,7,181,541,324,512,914,131.57,50.51,51.152249301195916
664,942,448,952,702,654,748,231,244,320,506,703,490,979,230,729,422,94.92,37.75,38.27785626511887
345,573,625,928,745,939,669,281,995,661,224,49,943,73,781,523,660,111.75,42.07,43.283100240818186
898,377,163,523,784,811,904,208,319,305,709,306,869,565,380,169,718,124.89,43.54,43.52430114044291
718,754,475,608,87,876,126,918,620,983,526,584,386,180,159,256,436,122.49,45.52,45.132866301472845
222,964,583,736,775,801,53,506,697,403,734,652,356,393,527,865,168,119.6,42.38,44.20460300383089
557,747,41,536,92,827,261,643,103,273,754,934,85,982,998,142,992,127.93,46.04,46.806204736314164
794,631,862,990,675,703,717,83,455,871,946,246,994,871,391,962,821,117.0,39.21,40.781392189987656
925,443,406,168,931,333,448,129,637,930,499,982,217,122,441,615,546,125.46,42.71,43.51562311491654
418,931,120,676,302,284,254,387,767,572,4,982,194,541,449,592,21,147.01,54.27,54.29983012755441
31,642,996,620,248,855,266,211,177,291,151,555,205,279,318,599,775,127.44,47.07,48.24791338008577
256,852,699,457,810,881,828,875,996,172,558,365,502,430,876,124,787,100.47,42.09,41.87650199048268
213,584,900,392,209,290,830,110,925,826,24,120,582,765,13,558,303,157.5,61.24,62.29474638913333
988,690,779,741,996,664,139,76,512,382,586,824,318,447,515,693,365,95.54,41.2,41.44325639857618
776,541,331,0,126,452,735,460,358,312,552,408,347,801,748,699,585,131.45,48.43,47.658403732544684
504,115,663,939,386,391,208,570,3,284,650,612,739,902,756,849,745,124.74,44.96,44.739448370362275
523,203,945,472,615,854,529,418,959,762,729,312,719,174,460,634,684,96.46,39.53,40.02098957018355
543,202,368,538,3,694,398,593,436,993,414,344,881,636,598,997,751,112.1,41.77,44.092009943588074
716,919,990,766,69,504,763,253,655,990,664,297,644,21,416,738,644,128.83,45.29,48.95682441107717
159,648,797,959,406,801,276,866,182,785,75,834,794,619,10,357,934,124.43,48.3,48.8015035346517
270,817,725,421,894,701,557,310,155,473,852,265,496,173,478,522,46,126.64,42.89,44.00035544544791
277,522,100,762,604,432,71,363,68,672,453,20,168,519,727,968,165,145.03,57.94,58.536680183837014
707,95,411,651,705,282,619,311,213,540,212,242,907,341,275,70,76,133.04,47.89,47.78228239062351
715,850,932,535,674,377,479,523,571,754,50,172,304,668,752,730,834,117.83,43.33,44.27605904796381
569,276,364,624,757,237,401,574,409,176,495,808,265,887,625,337,733,114.97,41.92,42.5287523791259
227,264,986,624,723,250,864,676,31,872,920,889,637,412,324,950,442,119.09,43.85,43.29504233220904
955,779,254,804,275,194,74,640,749,169,891,996,593,454,595,935,955,103.09,36.96,40.192343772867375
745,151,620,968,268,470,539,166,141,797,141,915,732,451,369,317,769,109.48,39.19,43.216961891458105
410,246,118,735,211,735,697,312,69,108,233,406,329,504,950,102,978,126.09,43.94,46.879366803987395
191,46,56,828,611,23,910,770,221,699,35,506,720,541,834,741,987,130.44,52.33,53.05471547556345
908,627,452,350,678,857,281,120,627,709,176,97,227,409,238,506,460,105.9,39.43,43.086536743712855
386,768,172,996,237,241,839,290,473,560,593,398,216,462,732,264,338,115.72,45.26,44.925936276565764
508,607,113,931,218,80,47,15,816,5,878,491,327,910,392,868,594,165.87,68.48,69.2630240239707
294,940,200,409,163,901,844,776,661,155,812,935,31,15,396,148,897,144.12,58.75,60.093746975442706
680,555,58,578,388,260,133,81,473,667,860,310,927,14,36,549,62,170.87,63.57,63.68142242438217
537,860,132,43,955,280,799,120,442,93,194,28,511,652,133,762,285,157.01,58.43,59.60792501642083
703,836,865,196,678,458,399,337,646,274,992,266,657,650,248,251,61,119.02,45.8,44.71256133485087
602,957,806,604,179,358,438,619,714,573,653,534,992,62,926,361,560,110.84,38.99,39.60571932936671
422,551,204,728,901,549,434,941,678,71,730,273,761,625,738,995,770,105.16,40.69,40.418993040410705
74,257,181,999,98,154,60,940,208,875,438,872,45,54,652,93,934,162.06,56.77,57.60283939635124
832,525,480,513,379,101,320,41,129,544,33,453,680,131,916,404,781,142.41,54.74,54.04217110375658
724,920,903,456,25,754,537,276,92,256,819,333,87,309,35,880,393,143.99,51.65,52.95990641633866
59,750,267,320,752,133,266,813,389,826,119,876,694,311,96,435,861,129.13,48.04,48.238393484910134
251,514,570,210,338,945,346,521,802,400,979,917,598,492,107,132,668,104.69,39.44,41.50840345840081
