n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
31190,71333,17094,48490,62135,8588,1725,22.57,13.94,14.73295686685945
61503,33994,72192,30714,25132,61638,70906,19.16,14.82,15.021616001749274
72041,62436,52053,19741,30398,19873,68574,11.08,9.32,9.388347492988887
51109,1985,8392,20892,5608,39487,4064,147.1,46.4,45.49804578768297
35314,61964,50804,55959,51768,75616,58277,11.41,10.06,10.161815078567436
17583,47909,12773,4703,17821,64865,28440,12.48,9.81,9.995541286767907
33814,57168,39456,55200,66485,50576,75238,11.25,9.23,8.950185347966656
45994,70005,53421,30459,44140,3756,36658,70.97,25.16,25.0855025100731
21377,42780,71010,74967,74594,13641,27672,19.7,13.63,15.688499938719353
75174,35007,37349,16309,8317,63176,63374,13.13,9.75,10.035063234930224
11602,45099,8730,53800,19761,2637,38520,114.26,79.59,78.63030433354182
55986,54420,15586,5792,5890,49519,43378,26.34,12.27,12.176166610064369
72201,36578,66246,30926,4720,40589,948,125.26,29.64,29.076063736059876
10088,14171,70199,4112,25871,53469,38222,30.22,10.59,10.62418698933596
34520,20473,5562,44540,41134,47211,18130,19.23,12.35,12.08687340129819
49517,49381,60346,68167,50619,73303,13444,9.67,8.9,8.867414870953958
66457,35559,56517,31147,39464,57336,33847,9.17,8.29,8.232233582745867
68305,39713,71883,44421,1501,54422,41271,35.0,11.72,12.263456058574015
2628,49350,17467,7874,43574,61112,46257,18.55,9.67,9.13536733724707
46212,36559,64160,2907,7939,2785,48387,15.15,9.51,9.908388403336112
32915,59809,39142,41946,23254,47704,24280,11.18,7.94,7.813833501117232
40982,48385,34620,39374,49435,13745,3528,16.19,15.0,16.91749270651703
74613,17225,40634,65537,29168,35307,31286,13.97,9.16,9.230693146103881
42963,24562,57047,12716,13348,42200,43745,33.99,10.93,11.511600866484482
29420,57465,22188,10478,44133,28576,74501,50.09,18.81,19.33689277146391
59126,35468,29494,15849,4444,69419,25009,29.76,16.99,16.18132688370524
41306,75344,24063,36515,44578,11211,45256,7.93,7.21,7.10992339776429
