n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
30939,39753,13522,51912,62767,20312,11809,8718,2597,52637,72011,37929,7713,29088,68201,70343,47218,36265,22631,10332.01,97.75,104.75999999999999
13917,34304,28101,3360,34112,35618,25353,21603,40612,37963,48810,11366,44224,50847,66316,32620,23303,32417,62074,10335.81,55.36,58.48000000000005
36699,11710,71780,39353,945,38265,75021,40863,66633,25575,54256,55539,37775,56497,59162,21144,30569,39991,34033,10343.09,324.32,349.3099999999992
5667,10626,6071,60643,36756,68009,70073,61766,44937,19013,25634,8708,54105,26564,57822,36215,24078,46639,57137,9201.01,35.65,35.07999999999999
42030,73207,26045,42406,13235,8075,29998,36369,31118,16009,43393,23270,38132,60164,3365,5611,46803,10827,37445,9610.81,72.5,63.449999999999434
42876,2383,42311,37879,42162,20042,53795,10191,38457,25089,58214,38272,17883,32774,50021,20827,43425,75116,1231,10328.93,122.1,122.93000000000009
47621,5871,59609,22225,47866,47542,38054,74901,12727,57583,27162,55568,27252,14892,7777,8153,7244,22107,19613,10328.14,142.6,156.42000000000004
5359,71595,64312,32644,42130,4662,16026,69368,38391,53650,26248,62621,26446,31701,57516,53821,64479,4832,28712,10250.43,73.72,79.23999999999991
55210,58130,32582,56077,28274,65349,24603,4148,4824,33343,33211,31770,68901,27271,30338,54674,34299,18573,42600,10337.43,100.85,100.46000000000004
6720,41224,74100,15316,74672,52817,5308,64787,50786,12177,56375,27645,75013,21686,44117,38824,61764,41292,55048,9917.73,46.87,51.78000000000009
69209,28211,35166,44371,51404,65062,9749,36710,25068,5838,51747,16729,35316,7927,21923,60892,74606,61890,52917,10224.16,64.71,71.21000000000005
51176,28644,429,27681,20544,1718,33729,15189,51876,49949,29141,72169,6999,26433,21220,43338,73711,61801,68997,10340.02,166.44,170.96000000000026
57624,3459,10353,4480,14800,64072,73505,33679,18187,5423,47522,10445,68548,1382,38920,45470,9795,11159,71221,10329.14,136.67,145.01999999999958
59476,49959,26915,40785,50938,30631,63786,52436,12467,10118,15001,47956,67171,56879,54511,58227,8771,25670,39623,10337.87,60.75,62.44
62741,55373,15489,73176,21938,48706,21341,23114,19569,42802,64783,44379,33896,71023,639,22112,729,40870,15853,10338.29,131.41,136.95000000000013
71427,14527,63767,63471,68984,9920,68251,32170,53893,38463,46765,30042,23647,221,6936,41061,71314,61214,74493,10332.75,90.88,93.27
40062,66409,57770,57942,51354,18437,32990,47471,44570,17465,56806,10821,18866,23287,37403,48757,25885,75495,45932,10342.81,65.58,68.15000000000003
12250,10100,52762,23550,43207,48744,42817,22888,39397,3037,2634,68673,11627,47057,12897,20770,23907,64912,75217,10323.82,196.69,208.10999999999993
10079,15312,22547,62800,29120,39697,53229,31120,64203,28982,40589,48184,30194,42810,70415,69436,59229,52457,66359,9947.95,43.11,47.269999999999996
52515,41042,37194,57447,53944,1727,32936,24103,70804,60101,73549,47749,52978,50940,3659,20454,67017,8875,60056,10329.56,84.51,86.25000000000004
45534,40925,11972,33803,63367,29119,62501,8688,19493,31240,9054,39218,17385,6145,21406,52154,71714,70581,34384,10341.31,73.79,77.16000000000004
2428,68729,32163,20646,12682,26933,4161,41486,10740,15960,35471,8029,37887,22586,19555,54389,17038,10657,73394,10320.25,133.67,136.43000000000006
47750,340,72398,20418,65870,53991,20211,28187,39074,63463,66531,8886,49279,22024,21419,33563,67480,51291,70431,10334.74,233.53,237.31000000000017
39696,52510,43046,22316,50699,8116,55454,3676,36516,2490,39845,19990,11248,20535,15199,2015,30411,30313,72551,10247.91,47.18,45.66999999999997
1128,62482,69761,24260,59284,49736,44070,22619,69510,24635,14045,62247,46764,39996,54186,4879,27787,33511,40290,10345.59,230.87,244.76999999999916
62584,44452,10919,30937,41423,13573,5012,42250,69087,62409,46276,10683,23217,5656,65285,68043,71518,32751,5107,10317.42,97.18,94.2999999999996
26325,9351,44091,18065,40442,15306,66526,66755,118,9370,29639,35942,2394,4495,1377,62663,18987,27936,47164,10342.79,289.46,340.5299999999995
32664,45215,39076,50916,52773,4461,22657,54040,64709,8378,66929,66706,39160,73380,37077,27208,57331,42184,22920,10221.1,72.78,74.13000000000005
28142,2352,62732,57306,36168,43430,53361,53682,42101,27546,33552,36653,66993,11352,3942,52827,34546,37636,17354,8901.1,38.65,39.16000000000002
40996,11369,21756,12075,27735,33239,28327,65436,14945,44629,1042,59719,74720,26703,21819,12256,32002,68036,12494,10337.65,105.47,118.10999999999963
14942,41431,38876,74350,19760,9923,23497,3567,23734,27021,34462,4568,42522,43010,47747,21280,22527,28176,6489,10330.2,98.68,100.46999999999996
7005,21044,7534,34327,64731,13662,26159,18061,51418,62753,71585,64996,70859,42429,47473,56360,53190,4746,4965,10335.67,128.99,117.27999999999957
23754,20042,46946,28737,38885,31230,47669,75211,25498,45098,50291,47668,70198,14663,29426,24986,45643,24253,70058,8471.38,32.44,32.97
27867,2778,3533,15437,25052,38911,42154,70917,65186,5420,40138,51488,21461,18296,49243,60784,45958,46651,766,10331.15,339.54,382.04000000000036
58511,17864,58647,3901,54843,27718,15060,43320,38735,73176,7122,10275,63130,21147,69073,8002,23737,31594,43603,10338.45,99.68,91.66000000000004
2566,2997,50174,57272,30324,18120,5594,17560,23981,37428,30606,57035,41205,70903,48751,22295,45289,71348,75036,10323.56,163.48,165.4599999999995
45204,33817,43919,70467,4211,71313,19939,47948,74788,25811,64790,61758,15653,9691,25700,20836,18777,72235,18334,10338.85,102.94,110.66000000000001
6741,70607,45376,10555,6167,19557,71279,23071,34491,7507,38692,62319,36804,27408,61929,37027,69409,8184,18408,10336.76,107.25,104.8300000000001
37728,54653,5897,347,45426,69384,47227,9443,26241,56803,10491,55634,4253,37162,26062,25685,22538,26469,10580,10315.55,159.94,164.9100000000002
12213,1388,472,38199,68130,67852,68819,55582,8495,12121,68587,44371,22088,26220,66928,71996,8110,8150,8448,10318.24,74.03,79.06000000000004
18242,57180,17759,13634,67779,42509,67326,44481,36317,17426,15491,9227,672,20585,5657,35693,71467,55695,39875,10334.84,75.31,80.02000000000004
47093,20002,68779,47513,70304,59900,32450,59302,22359,63236,71330,3392,73133,74732,25412,34273,75188,59202,43609,10228.53,59.42,58.56999999999999
21227,39850,21036,41454,39341,41431,27404,69913,63437,38280,35268,48296,21735,41313,12742,30542,43059,25452,23133,10327.25,63.8,65.54000000000005
57837,12560,40649,4316,68301,736,6091,342,72852,23398,29209,32179,48874,51571,50650,31692,57862,56664,38095,10332.13,163.03,165.56000000000012
66557,11671,45049,5720,12599,24209,7261,53266,617,51439,21487,56908,5802,73101,29182,49015,44980,66637,45800,10328.13,108.66,116.96999999999946
17384,74,45405,47658,12666,49616,75079,28108,64215,46122,75193,56724,72451,11965,51435,20666,11328,58835,50800,10332.57,252.75,287.3900000000002
68809,27619,3576,12072,37483,13165,16541,16646,59843,57384,45803,53356,41644,52603,40505,51890,13488,44660,49227,9819.65,71.76,70.12000000000009
66751,10074,63908,57027,48247,29805,75476,21432,56067,37311,16220,43936,70063,4658,68164,31202,24188,62744,30330,9090.7,35.7,37.85999999999998
67890,46489,55305,57624,54773,69680,16242,64820,1539,56492,46876,61548,36762,25834,18493,43657,47172,20029,34747,10333.18,78.92,76.20000000000005
70943,73946,63464,17805,64241,50476,62546,45591,66627,4171,57000,33336,24502,70254,23072,2314,60228,74986,39954,9299.09,45.49,44.19000000000005
17358,5888,267,30491,44557,20291,41333,42996,58889,75281,30223,35896,7398,8311,4678,57805,14563,31822,29463,10339.2,191.03,198.3700000000001
62009,70182,8273,71356,21388,22813,25725,711,25374,67283,24965,28807,1841,65682,63253,42855,45745,34767,75229,10339.72,403.66,446.42999999999967
53195,75665,17266,44348,15540,32930,34594,12596,7543,44257,7421,50417,9024,27115,32515,6639,64156,50771,48070,9298.28,39.52,38.78000000000001
9187,11129,19251,58460,56102,67222,49164,14092,22391,18914,4535,22260,59734,69850,69034,61867,57839,48029,74128,10333.89,145.7,157.71999999999997
56710,32375,32771,35405,74809,973,35036,52202,73876,43527,37535,15629,20647,67284,24640,21230,51168,71274,16929,9716.2,45.39,47.640000000000015
24101,24785,73697,9413,70875,9345,40138,4078,10564,66248,60403,12319,69428,932,36525,34682,25790,24591,15290,10334.98,267.05,278.66999999999837
33488,52284,35370,69207,35649,829,13368,52294,47514,21317,64413,45032,24949,64307,32091,21618,22026,43751,4180,10331.9,107.3,101.52999999999996
27646,24741,70578,60974,69410,42296,16763,22505,47866,75785,67330,56325,58884,47757,42981,10239,60222,63519,35716,7755.22,31.58,30.780000000000022
34096,20136,14679,33500,57488,66010,64080,59939,11242,35224,49121,71497,13032,39630,1196,20757,50206,66612,23057,10342.06,267.54,284.68
50322,63166,23465,4323,41911,28817,31759,52279,69814,22013,25062,61444,60085,39487,50812,35649,43756,57169,27136,10129.48,67.9,70.5600000000001
4769,75036,7208,72334,25057,4449,69586,64659,43766,33667,7487,16613,49076,6755,52685,54919,48858,32637,45669,10337.37,127.51,130.73000000000005
57441,48081,52173,75568,3542,50884,16890,18108,61794,53350,32904,22151,58278,69417,47485,48175,73878,13469,23662,10337.05,137.52,146.1799999999995
19411,39920,67350,20062,8238,64638,73411,5087,36696,26347,356,56516,53317,35418,65449,21863,3768,14313,17885,10322.48,144.71,145.70000000000024
53430,35862,72838,59203,9498,42575,33983,70915,57527,22418,2902,44717,33186,33535,34177,50733,44841,7826,74820,10345.34,192.5,199.09000000000003
23246,56013,34747,73843,13305,31097,75248,13541,13024,64947,36295,53638,16239,51060,57335,61312,68357,58692,75574,9299.15,41.11,41.17000000000001
21500,62461,67466,22805,37431,45866,36500,9226,57770,67905,68641,25089,38762,69868,50618,34229,69753,61404,68669,9416.99,43.56,45.81999999999999
43855,8059,42751,60496,48964,71811,45505,18571,28865,30549,48215,9960,33835,55244,58800,37829,54564,66152,22280,10114.53,55.38,53.610000000000014
52599,29085,51196,37114,40999,18201,33523,57643,28093,26444,62778,13265,64869,20718,8193,33551,2241,19476,41703,10128.74,68.71,69.57999999999996
52136,43090,48050,18340,10289,66824,8022,61353,48559,21241,45421,47620,11294,46940,66635,73002,14321,72938,61097,9520.52,47.41,45.51000000000001
57723,65574,63538,24338,16444,41816,53603,17324,71546,39278,60847,74937,21801,22750,29643,57527,24914,53422,17013,10127.04,47.23,48.44000000000004
71679,3946,40577,20858,71200,31488,43972,20298,66100,29807,41287,56149,13155,5217,45126,66911,39207,22275,57497,10340.34,133.62,133.53000000000003
12797,37798,26756,22407,9168,69617,41220,12069,3942,17904,18053,9353,23192,75466,34553,22355,6278,44472,41399,7964.94,29.77,32.20000000000001
35820,61382,62019,19551,14580,65570,41311,38060,33162,40552,7558,68560,602,70028,58206,33845,149,68727,47307,10328.89,313.32,350.57000000000016
8691,34132,7890,70633,72924,57911,8789,63373,54436,61206,66300,62206,72768,64268,42325,74227,5632,67937,27846,10335.16,145.56,148.4899999999999
21917,51835,75823,37435,46453,64240,4134,35585,19406,54841,28339,70463,55047,48333,13771,27949,55103,34391,31921,10337.82,99.95,95.78000000000004
75789,58530,15431,23605,15255,10082,62956,18966,52923,74730,13002,30094,30151,74104,73520,21515,22203,21845,8727,10332.36,100.0,105.56999999999928
34958,16439,34573,27965,39125,10545,73789,11331,55684,51489,59541,37560,68313,51678,27884,9225,50685,58223,59689,10341.39,54.42,58.870000000000005
67309,63284,36048,38932,46613,25239,35748,24805,63718,29025,72536,25232,63979,42235,56758,18708,48273,64581,28674,7139.77,29.57,30.000000000000004
34110,30733,62360,3097,72089,19870,31138,69516,69086,7305,45594,61395,52003,68398,3504,40577,30083,19935,8196,10344.62,136.41,122.68999999999932
24584,55861,25966,21496,22025,15123,61943,38169,16427,4152,19085,66832,27463,45066,75258,50056,35811,2696,43460,10330.59,214.22,222.26999999999967
49688,28594,52008,39337,17704,55825,20597,39631,15757,14144,31058,12575,34158,51770,51371,35689,25532,24333,41438,10339.06,64.71,64.97
8767,33643,74644,66708,4025,36876,59886,59635,47114,67252,29282,51285,38127,56842,63659,44191,8896,57184,52239,10221.03,63.28,63.93999999999998
3365,16800,2428,64633,69927,46158,42924,16957,55243,28800,37947,47394,62995,71587,27406,30401,50435,9986,18740,10332.61,92.14,94.00000000000006
45699,26214,72799,32019,34997,12328,17665,35313,55207,62667,24558,13333,1357,13730,15334,66355,12325,55494,10847,10324.53,171.4,169.01999999999904
16999,27379,39106,56900,13071,16951,48597,20498,73768,60406,3706,73744,65362,37885,53723,28843,64254,23395,50958,10356.77,95.79,94.95000000000002
61480,68622,1720,29261,33125,35559,64003,74020,22605,14912,7358,8607,44860,31206,66979,75675,69258,20944,55958,10332.63,185.09,191.3199999999998
69906,18576,62225,58129,53385,69444,38878,13251,42340,16994,64201,58367,17443,24074,28522,12572,51635,29321,49884,10332.08,87.04,87.19000000000011
33554,36049,13041,7512,48406,57458,344,7530,44069,62419,64863,74548,56100,22806,74020,22174,54993,20437,45568,10328.82,303.39,322.4500000000003
66061,65941,36408,38075,64538,66805,54706,51306,54741,21256,22518,13199,26698,58724,20418,45867,47968,6448,67166,6934.25,26.27,27.949999999999996
60141,1147,69215,47468,68884,55898,26091,49661,69301,39798,18530,461,50466,68907,18057,17350,12382,43373,38218,10334.96,112.36,110.95999999999994
6779,64788,8056,66964,38496,62849,69036,39148,56970,72918,58120,26156,15666,3237,22964,31211,41888,27748,16798,10327.86,111.74,112.98
63053,68345,8273,39896,33571,38167,27850,7112,73643,28319,73892,73547,28774,65777,4410,5195,31959,42042,29783,10338.76,221.12,257.6599999999994
74880,4893,23257,45026,16754,21409,49721,43662,36979,6961,63918,59734,34213,24386,65020,35211,48158,2921,27530,10344.89,88.17,93.54999999999997
31287,66786,23231,45053,10094,30594,3236,10650,5543,19744,59821,38123,46128,23848,71643,18422,64240,4849,56697,10329.09,94.19,94.66000000000004
25368,42345,33382,41910,7258,16397,52603,15338,1370,69633,21638,41702,27373,24736,8575,25314,75633,5868,62818,10343.36,117.68,124.2700000000001
1974,41369,52871,36772,54256,65258,3462,56808,49163,66356,7185,37957,25089,16763,16782,49475,65189,9879,67679,10340.18,303.21,327.24999999999955
57182,60455,59047,18512,56740,69000,31803,26561,35997,10320,48061,8630,60728,24386,68101,67693,16508,13269,47740,10231.57,66.65,70.66000000000015
48761,41449,68128,23343,38732,34579,33756,33009,38717,2673,74643,11069,66349,27673,75524,30286,56621,32427,18727,10338.68,189.0,204.19000000000005
34424,18742,55115,23378,8564,37164,17054,22952,19521,15535,51290,7409,27083,11104,27692,1621,49226,42992,20226,10345.54,269.01,286.40999999999985
33855,69449,48158,73780,15527,34057,6344,19955,41434,9303,73762,62201,6392,75821,70316,34082,12253,62893,34096,10020.51,45.51,48.240000000000016
