n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
29714,48550,49200,16558,25312,5738,11165,54.06,17.49,16.51141764509907
17936,32432,66369,27446,52521,3970,60179,75.75,18.0,18.503605690311314
63884,59392,51180,64878,75120,25196,52780,10.38,9.18,9.167718845046036
11739,63582,30694,2620,34965,68180,53433,49.89,19.38,18.419416254289537
62170,49686,14906,33863,12735,8269,50642,43.59,18.06,16.532999328586207
49441,14120,7609,44359,30725,11279,65218,15.13,10.67,10.775332847603018
67739,27252,18630,8437,70741,4910,64050,8.56,8.39,8.274171386918049
25408,19425,59803,58344,37441,73049,46752,7.78,8.01,7.963172711748967
55852,17691,20748,12794,69705,41128,46796,31.94,12.88,13.05327929790854
64832,66010,25906,40473,19681,46627,69300,57.05,25.47,25.961532891931128
37270,66819,9361,66508,71425,28829,45115,19.06,10.62,10.360471651061417
31966,1561,38758,44988,28808,34975,4411,67.84,18.9,19.114570551633374
55496,33393,49404,39105,54646,22970,51939,13.17,10.41,10.466362288188325
15238,21781,3359,26451,21060,39327,15267,19.06,16.8,16.78969707231862
1732,49866,44802,22302,74596,57095,30371,16.18,10.58,11.058189451179004
18224,53752,73924,58465,53366,54783,10504,20.03,11.89,10.164746232659954
9171,37846,12466,4460,11174,13962,68281,77.62,31.66,32.286543690151625
69112,47207,20140,66181,63994,19468,8254,11.76,9.38,9.287992539379509
24861,2220,18401,44668,50637,75192,15826,21.27,13.9,14.229507938692326
39244,46064,42655,47978,385,65407,27535,28.35,14.93,13.50236006723474
7951,4341,22540,23304,44239,56496,57871,93.67,26.91,23.063997582762106
15853,10925,26274,29357,65170,62021,20253,8.51,11.13,10.331133784997418
49949,15993,14216,59334,16574,57603,67434,19.35,10.66,10.466676737802088
11852,61773,73906,51609,47291,59681,29559,17.68,16.77,15.669166338785622
6675,25887,6412,58487,14600,14179,27684,29.89,17.71,18.37355515420623
603,2964,47723,56678,69190,12233,65874,21.6,19.35,19.410740901744852
74576,26303,65736,30072,42481,68909,50346,15.78,12.0,12.291079432197654
68130,25713,876,37952,38860,10469,42078,35.98,10.07,10.741205790563095
52806,29316,38852,10436,71740,54982,48398,17.82,13.31,12.808607471931763
42051,67669,39606,46775,38774,14325,25656,34.74,18.18,18.821904449987468
63597,48492,49623,40893,26902,38075,52038,13.68,11.3,11.076498167368161
50262,68636,46633,47472,56033,25674,64217,10.87,9.03,8.401551117701066
69328,66495,10745,35238,21423,8995,65305,20.39,12.44,12.468408528416742
35505,55015,15340,35906,38226,35926,66091,9.68,8.66,8.598100134337251
35206,36350,53975,32052,47364,32214,32507,12.59,11.33,11.36618490859242
66154,60022,32754,30701,68845,25609,48226,7.79,7.53,7.5306115046706115
65096,13860,14631,50848,11039,22375,74284,28.76,11.58,11.163046319216733
56043,5916,17931,2895,25066,34686,11409,111.85,29.18,29.001003747317455
12508,60645,60258,36993,74201,12150,16559,40.1,13.14,13.66916401887159
46867,8647,41932,5073,11004,17997,48005,90.01,20.62,18.47841359968022
9827,30242,4857,41850,29141,38875,46857,14.39,14.09,14.274593078459658
42833,8665,68164,14941,45619,56958,20937,14.38,11.27,12.001866851225703
20589,33412,51025,19498,56521,8536,13077,82.85,21.85,24.236893120956257
70053,29177,10766,38424,23158,44165,26073,18.15,12.32,12.070270335634241
14288,6668,7494,72856,23289,22378,73331,10.97,11.1,11.02897927749261
42829,38719,31752,65588,62769,14543,73772,22.88,15.98,16.22445152270841
10875,18021,17387,29542,42839,28578,53454,35.6,16.28,16.902602460380944
22793,22146,17698,57726,7975,58767,37662,12.12,9.81,9.561887844891983
54373,57222,75804,48764,73922,64176,48044,26.16,12.17,12.232794080537008
69204,24571,40477,34879,62373,16762,36290,25.08,9.07,9.293769804086075
65528,66398,69948,67090,37898,28507,74516,13.44,10.82,10.939310393549654
69010,51204,17666,64062,62370,16287,38168,45.3,9.76,10.026724471821149
51652,4201,4581,48691,66401,38808,45487,32.29,18.56,19.852943406360847
49163,3623,18772,1897,10447,24202,58840,30.22,15.1,15.04203360307056
16699,55774,73937,75851,14161,48852,65846,12.32,9.17,9.022888901967796
5190,48328,46941,13930,41916,13385,62476,41.15,21.39,23.991228144791044
22248,30902,62498,47865,75548,45387,48725,10.97,11.39,10.239028169383957
56299,49140,5056,18441,41042,7988,4253,18.34,11.24,11.252481208809252
30489,66836,47250,63385,48027,62390,73596,12.62,8.57,8.616199271481065
22692,39548,18283,34925,2980,57787,37724,8.53,7.99,8.109798341032594
34183,59545,38857,37956,52833,65170,58606,9.71,9.25,9.374754109418475
11677,65436,57512,44698,17801,75810,14176,18.8,10.11,10.414382945515138
47365,59825,47413,61607,75095,50282,26633,11.35,10.6,10.735024939189561
71647,68588,22772,19150,66090,4521,11598,18.82,18.33,12.641237162608174
71853,40815,28528,19312,52531,33216,25860,8.62,8.4,7.986389832846042
15161,1829,4796,58078,27765,41472,41195,22.92,13.43,12.96932973196461
3657,719,2177,16796,75483,39637,40710,117.88,30.45,33.954398883951164
1447,5792,27972,43131,41515,12251,54329,33.27,18.02,18.98936091980461
30738,59,12562,67669,66974,26548,63115,63.48,26.29,22.380373042783816
55260,14665,55721,66400,19367,9770,19125,24.89,8.9,9.109845082200863
45380,57182,6532,33162,53713,26101,3639,67.13,27.61,25.064097976355242
37318,8422,63996,41297,21139,29562,7235,31.74,14.15,14.00390538122575
52019,40537,34486,40337,68460,36270,2826,14.13,12.51,12.926167078072394
53221,27321,27653,24769,14667,64794,20433,9.85,8.37,8.599770564335978
41220,31310,10793,57000,45337,66328,72020,8.98,7.86,7.9761804265802505
65309,60700,47811,17934,21715,61458,12683,23.1,11.96,11.37162676563243
28992,67994,44147,21194,72780,31449,28948,34.27,16.04,12.963270448389144
55791,26341,44273,16830,73836,34943,9450,32.59,22.02,20.041246404200464
