n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
6311,6890,663,4242,8376,7961,6634,4969,7808,5866,9558,103.78,24.74,25.213735795030708
3578,8268,2281,4617,2289,1553,4104,8725,9861,2407,5081,164.63,32.31,31.394875686451954
1618,1208,5409,7735,9171,1649,5796,7113,5180,3350,9052,110.18,29.05,28.814854016691736
7815,7253,8541,4267,1020,8989,230,1528,6534,18,8086,247.48,54.68,54.32522081151514
5458,3996,5328,1031,3130,9298,3632,3909,2334,8896,7339,118.57,26.39,25.955531745902046
1494,1318,5243,8322,8016,1786,4938,9031,4769,2044,8969,105.31,27.22,27.03514423134259
5451,8852,3329,9882,8965,9627,4712,7290,1501,9769,6306,112.19,22.49,23.54377655067892
5194,9431,3966,4756,3012,3102,3059,540,4260,7807,1131,134.76,34.2,33.85390119624724
1471,2133,2450,633,1314,8857,6410,8594,4515,8549,3858,142.09,35.55,35.53444106896972
3525,9663,6871,9497,4509,7382,8071,5855,1349,5313,1889,87.24,24.77,24.764002888277332
7969,9618,5493,3119,3981,265,4440,1919,3612,6095,2793,110.41,30.14,30.23487239408613
5448,6981,1018,1648,2397,3584,741,9402,8752,9865,1212,164.94,34.0,33.53014406954032
437,2038,3088,9934,9436,1961,6409,1499,6064,1901,596,123.62,31.44,31.668413880249673
9920,354,3188,3030,2029,7851,3450,1000,373,8916,6973,183.44,37.39,38.14404148936807
1662,4258,1146,3618,1179,4932,5739,7144,2954,1000,8251,101.83,32.7,32.90599176955599
7653,645,9772,1653,6410,3266,4262,5874,7704,9335,2775,92.53,25.51,26.353879124943386
3332,951,2592,2653,5608,8674,4107,1920,9777,7246,2864,94.23,29.12,28.26891442252596
216,7727,6715,9324,8332,5102,5851,6367,4111,2513,9184,117.8,30.16,30.39429645309191
203,7503,1295,5503,748,8918,4601,2209,3934,7894,5770,151.85,35.14,35.85038844745759
9996,4716,5885,9671,2168,5083,6357,6789,1322,24,9741,180.24,44.58,43.66241626949077
3150,5478,2622,3922,3655,7342,6203,9308,6789,516,6590,113.26,29.53,30.011267612420088
9297,6852,766,2714,7296,1046,4247,2583,7313,8643,7983,143.02,33.16,32.81081816643999
9198,9895,1,637,8103,5340,5112,7649,816,6801,3080,135.71,34.85,33.77756710986317
8987,1367,2138,241,6583,6840,5180,55,3498,234,38,330.16,68.33,67.8993913052493
8656,1602,3120,1948,9967,3252,4954,4587,2985,1641,7792,147.27,33.47,32.01825978258478
6499,1332,357,4500,7421,1896,4202,2185,8533,5686,1885,129.87,37.1,38.89549775518387
