n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
5102,2092,6076,2937,6514,5656,6893,6061,5341,4342,237,6884,3814,6356,2040,5316,424,1284,927,3045,3842,30.39,27.95,28.18910942083984
7114,2019,3119,4454,835,4701,2042,107,5989,1775,3343,2289,1491,7106,6272,3190,1307,6241,6530,589,1136,30.26,27.02,27.28696273143921
5062,5058,3644,1037,1083,14,43,1715,6337,1765,1358,1363,2369,2569,1629,4417,5552,5125,1677,1488,5657,38.14,32.5,32.91800994648003
1612,3139,2447,176,2958,3398,1359,1193,2161,533,2718,2468,6696,4940,4801,27,4882,5553,5797,2768,540,35.96,31.84,31.327988204239638
2539,2911,6705,2507,3938,5705,2586,1513,3942,3871,5772,1442,466,2098,187,6142,2929,6921,3311,148,4497,30.72,28.36,27.817111235533396
6453,3431,2999,3083,4739,6891,74,3709,382,5797,1482,5109,1609,975,6190,2015,6713,3786,2821,4198,2906,37.63,31.47,31.30725542069452
4298,2055,6353,3791,885,4831,6130,6397,6530,3008,7042,2423,300,3546,746,1707,2791,4201,5003,2970,1214,41.03,33.49,34.324312281993365
2784,2258,5755,4465,754,2559,5619,2595,2508,1453,6543,640,5134,1219,5907,5645,2533,3963,1323,5899,397,25.55,25.25,24.893591940218833
663,4920,4370,3325,260,1944,6066,4865,2816,6769,2049,3732,5332,3455,1192,456,5229,268,6567,4043,2737,28.96,27.18,27.275377258046152
6868,1696,1069,5993,4620,1087,5164,6455,3390,873,1382,3559,3055,1222,481,6920,3445,2415,1156,3712,5082,34.1,31.45,31.11781855164859
6981,1386,4277,3715,3998,5642,5976,2602,3924,2244,2384,3850,3307,1200,922,3088,6734,4356,1469,5136,4090,53.27,49.09,49.77540267199479
7109,2772,1475,730,4029,2230,4220,6406,4490,7105,4119,2959,516,6439,6513,6347,2913,5690,4812,5439,281,26.88,25.17,25.62111121003725
6222,2504,2977,4581,5771,5474,2300,6842,3978,2169,6305,5659,5865,2407,2785,5322,1463,4756,6978,94,3885,33.76,31.01,31.022566292299405
4480,6338,2053,2669,5502,2242,3792,2366,6690,4098,5303,5518,6534,2921,2849,2243,5276,2831,6044,6784,3346,26.56,25.5,25.708631945586305
2867,6904,1412,7102,5638,3684,2984,2738,4244,1162,4336,1361,1627,6853,2965,6994,3909,2317,5664,645,5895,24.84,23.6,23.742981607356548
5495,5983,3413,1407,5052,6392,4758,4230,5452,3447,2479,5109,4531,6346,7103,5217,2217,5901,226,1602,1310,27.93,25.96,26.168992880209323
4804,3613,5112,5325,1480,1794,6217,5619,1478,5168,5885,342,3863,1853,1357,443,1093,907,2599,1487,3953,61.91,48.73,49.837852551209835
1584,4491,292,3403,3811,2876,3115,5427,5011,589,4834,1674,1948,5881,3063,5,2871,3320,2281,7011,3359,34.61,27.34,27.73744551155107
7097,942,5643,6810,4483,3062,295,4505,5026,2468,776,2418,4466,4199,2780,4758,2401,2880,6705,1058,3433,48.41,40.29,40.53714491014486
3352,6660,4619,5261,4410,3026,3829,1164,1284,4881,3135,4619,3907,1631,1089,4985,744,2876,6727,5420,7,64.24,48.43,49.473185869251324
3128,884,2670,4635,5039,4418,1152,2666,5156,4622,3078,3516,3536,1854,4042,2387,3928,5802,3111,3144,7003,39.29,33.56,32.99857017291997
1302,4880,4865,2128,6070,2464,4065,2056,3403,161,2614,2518,4028,2346,1173,3907,194,998,5407,5092,3632,44.83,36.33,36.25318602607147
2011,2401,327,6403,1117,6773,3214,108,3934,4362,4590,2242,1994,3885,6405,301,2012,4015,2192,6913,1267,57.57,47.02,45.63187463865912
5910,2340,2401,4032,4981,3888,4245,5282,7073,4946,6090,968,132,6229,1032,2463,2312,4370,5800,2753,5026,31.01,29.21,29.482948544240145
2431,5990,4340,218,3803,2865,2957,5584,6103,6657,4839,1085,298,23,2067,4532,3732,5617,881,5631,4469,26.61,24.39,24.74571270553638
1566,119,3519,6376,6615,3503,4873,4715,5644,5801,5179,5315,3947,7034,6891,3157,3897,3210,5589,6978,5895,27.68,25.43,25.61975352401795
1609,2428,3809,6799,6211,541,2487,6850,26,5690,6381,3545,4768,2345,5311,6395,3870,2547,1168,1355,3919,27.5,25.62,25.34106628333831
5695,4498,4077,2709,4406,1257,3486,4799,4435,6650,397,560,6001,1884,2188,6714,697,6486,515,5436,209,27.82,25.98,26.10836556409008
2728,5919,3517,562,3319,5744,3986,400,1010,6898,1002,1795,5034,5289,6753,910,5836,1102,2396,5781,3587,32.42,27.9,28.113675353958406
1226,1499,5002,1517,3390,6570,1320,550,5098,1746,356,4550,886,5408,3106,6107,589,2292,471,4678,4712,43.62,36.7,37.60402591024186
969,6081,3264,5109,1100,81,3536,749,2576,5615,4916,4009,4010,2895,5375,3065,456,1132,5712,2414,1237,30.35,26.5,26.75932320568965
4658,5171,5553,4143,2377,4545,4504,5086,1807,2156,517,4519,1930,2082,6820,6148,2321,4235,1095,6619,1920,68.15,55.57,56.4377155833973
7073,3040,3713,6035,3185,1468,1074,5843,153,5365,2798,698,4695,5471,294,746,7072,1022,4148,4865,3715,34.01,30.31,30.585842615077976
1954,3193,3789,3935,2648,881,6524,4347,241,4440,5939,3150,439,6948,1235,3517,5579,6507,1827,6140,950,37.8,32.88,33.12469692410866
686,5448,4025,6722,1732,1144,5746,5118,3079,2902,6847,1925,2374,2730,5027,5778,2856,6521,3160,3097,1117,89.31,63.25,64.0969277323591
5920,6808,2935,5307,2424,6590,5171,3550,6976,2967,4239,297,4854,4696,1760,6063,1478,3240,518,794,303,39.3,32.7,33.29382884691127
271,1526,1658,1602,323,4014,3940,5416,6228,2855,3,3497,3851,2462,5074,3511,2648,3813,3783,817,1569,27.85,26.16,26.273950454002023
1267,5352,1302,583,3069,3159,3847,1246,4522,2081,903,2272,6704,1323,6147,2351,5504,1926,271,3948,262,31.84,28.0,28.322267181601582
2820,6160,3022,2589,482,5633,178,5519,3740,3864,6953,1277,965,6433,5476,2656,2384,3718,5525,1965,5974,58.35,47.71,47.67979542055335
1337,274,1646,5855,204,4708,1888,5377,640,5059,3285,5789,2983,5574,2554,1511,3834,2961,2319,547,5999,29.63,26.11,27.08897555756951
5881,3834,1338,6355,1970,1438,5506,1710,359,5290,4986,3527,5950,2217,51,3784,498,3711,6383,5581,3360,26.07,24.32,24.418184824082257
1390,368,272,4492,6844,6858,4251,4630,2867,768,5869,583,1941,6579,4023,753,3860,440,5593,1994,5277,30.58,28.55,28.283026467362667
413,4074,3254,6402,492,392,2092,6827,3338,3652,2506,5246,420,308,1593,1469,5699,4166,5247,3296,1540,32.87,29.98,30.02201779372069
4352,1914,691,2571,6478,884,711,4439,1326,4901,617,7018,5981,1756,5119,142,3614,4420,2929,3985,3466,29.68,27.84,27.584945914051243
4681,6292,3085,4278,5120,1087,5944,101,6194,2519,5641,3678,6769,1834,4542,947,1136,2553,3958,717,6388,24.97,23.74,23.703854328653293
6327,2158,6712,3298,2563,1086,1063,4397,671,3863,2005,5711,690,6543,3511,4726,5458,2010,2259,503,4035,46.49,37.99,38.972941918395065
5739,2037,393,5763,1637,6522,2343,3061,807,588,3445,6303,2571,3111,6162,6301,4555,0,2342,5358,6223,28.48,25.46,25.710811440039944
1077,4708,231,3622,1175,6691,5632,5369,6400,153,5963,386,5744,3502,2192,872,6652,6596,3132,4603,1066,30.29,28.62,27.91738054352806
2631,540,2510,1387,1125,2151,4077,5536,2647,2338,278,520,4443,6256,6053,4564,228,225,996,414,1065,41.7,33.64,34.029347723425914
