n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
331,970,154,404,666,49,74,840,548,96,374,596,59,931,519,219,38,44.62,31.63,32.71999999999999
88,444,428,71,246,92,564,434,60,846,579,126,970,228,645,642,596,41.19,29.27,29.610000000000007
970,63,590,599,406,50,999,226,47,570,879,136,296,429,147,553,120,41.69,29.3,30.04
584,315,573,835,698,185,105,595,584,654,192,381,99,560,729,64,577,36.41,28.18,28.81000000000001
61,633,210,508,696,544,437,795,321,476,599,945,464,370,306,254,813,38.01,27.62,28.73
184,715,798,249,83,588,307,537,506,896,351,746,459,294,623,74,120,39.7,29.43,29.440000000000005
524,428,168,775,350,155,955,500,431,40,985,684,79,782,571,586,808,39.01,28.07,28.980000000000004
896,837,321,348,711,358,608,508,593,816,467,70,860,95,967,276,485,34.71,25.83,26.640000000000004
713,680,66,62,748,718,317,662,591,697,841,456,291,733,395,908,684,36.17,27.47,28.670000000000005
355,23,963,472,363,172,625,119,505,60,223,786,294,132,756,253,407,41.62,31.68,31.69
400,938,892,508,82,170,459,411,562,284,904,140,838,440,884,563,285,40.34,27.43,29.39
723,425,367,699,905,389,980,236,154,84,180,154,237,674,238,12,496,40.15,33.44,34.45
851,603,186,269,288,4,149,429,547,378,624,579,326,975,128,707,879,46.6,32.86,34.42000000000001
527,973,632,670,692,757,55,467,921,891,798,974,895,696,817,572,401,33.27,25.23,24.900000000000006
407,408,403,106,493,649,410,63,195,68,213,451,166,112,348,615,53,43.87,31.36,31.759999999999998
104,0,580,154,549,103,971,372,628,26,72,895,212,628,385,152,649,48.77,38.14,39.69
258,978,355,616,372,485,125,118,869,499,477,491,495,319,87,147,104,35.02,27.28,27.020000000000007
767,350,758,271,490,848,708,165,528,23,210,973,974,540,370,150,706,39.96,30.34,30.450000000000003
556,936,27,776,540,305,658,884,93,712,865,267,530,375,930,171,364,45.11,32.2,32.07
790,228,545,554,797,514,337,651,228,627,830,807,776,873,199,825,245,34.17,25.85,27.060000000000002
837,410,757,822,232,204,530,504,364,748,29,28,809,286,483,265,198,42.66,31.49,32.3
