n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
7412,12004,11124,47324,22162,40388,32975,27815,4683,20759,56448,17091.05,340.75,368.2799999999997
51581,66724,48766,71326,58307,65806,35158,4708,3597,47712,60934,17107.56,178.89,195.16000000000005
41741,49809,55523,68911,21559,73467,23256,30949,30225,3127,23163,17067.15,249.12,279.5199999999978
42617,22752,17917,66868,66876,47145,67336,73385,23834,58410,54351,15725.19,55.14,55.16000000000009
68860,47743,46371,47433,58427,21126,52410,60477,69514,32755,64227,9217.26,21.34,22.83999999999999
36582,65282,65646,67553,46389,59596,60425,45976,74410,73083,59841,16755.32,48.0,44.87999999999998
63780,29073,42554,21767,35145,62883,40575,39753,66092,73687,67862,15542.2,40.0,40.359999999999964
66500,53303,40874,27239,64081,67094,48050,9879,44755,1103,25087,17107.43,701.38,834.759999999996
13914,7701,75289,6410,35795,29703,13928,68467,17891,34844,32090,16404.34,141.42,136.71999999999792
27587,7914,55432,4177,7444,47494,47214,22528,32702,3072,10866,17099.28,153.65,158.5600000000001
15102,8842,3321,5357,2771,48902,33513,16749,20593,24083,68562,17097.53,349.45,386.15999999999997
253,50536,5657,32483,19846,4753,549,45115,14826,37490,44199,17090.77,437.94,485.6799999999963
64062,4038,40420,58805,72286,5999,34595,52671,20113,61968,29560,14683.4,28.21,26.51999999999999
12249,41458,13375,3172,58696,16716,67932,51505,63821,67476,42986,17087.24,59.72,59.67999999999998
18852,44702,33960,34319,55018,2363,73131,18424,7442,33156,4398,17097.77,203.51,224.6400000000002
17262,21124,22375,12566,59426,30363,66618,4115,32343,30470,58287,17110.64,114.89,120.35999999999999
9640,32870,10542,29911,47163,33634,55445,36534,68968,632,19807,17100.38,421.39,480.9199999999986
4652,50430,53572,21002,14571,67119,11510,31570,13357,13077,2595,17082.11,374.9,379.03999999999814
23823,30346,13791,28488,3203,68253,60870,59488,40596,70193,49807,17084.37,108.29,110.39999999999975
27846,27543,56850,55784,67043,2794,6715,54790,68821,23753,12292,17114.73,410.3,452.4399999999998
62888,47996,2553,68053,15543,48035,37955,48788,40406,2497,54034,17094.8,336.36,378.11999999999824
13259,13764,40097,26003,2060,59168,7863,53827,63683,60730,27295,17101.48,201.59,217.56
9671,698,37271,3164,48877,40084,10033,28726,64283,25212,15173,17087.05,522.22,620.5599999999981
74914,48941,51351,60715,18306,45211,51779,15955,33313,15960,16116,16080.85,52.39,52.19999999999996
10552,43841,51262,27788,13815,3233,61652,5659,65267,38109,46869,17107.41,314.51,353.679999999998
59904,18542,49140,35250,63465,68983,62594,54914,64503,38897,51730,12157.36,21.69,22.199999999999996
30359,20499,64066,34000,71901,56053,11050,75464,12576,9327,46669,16077.75,117.94,120.12000000000018
23086,71468,19202,54626,8760,11291,4924,16844,38847,51195,30369,17083.38,134.8,142.43999999999994
43177,57520,22613,68681,37616,14689,20449,70895,55536,12603,43102,14883.39,37.27,39.60000000000008
67698,32584,67392,33719,22225,20645,60416,30729,52974,46996,75161,16061.19,63.93,67.96000000000004
18974,61165,57826,3851,50233,23648,51492,66869,7021,63236,35907,17101.18,143.05,155.1200000000002
53072,33255,54020,61931,47199,71772,43349,10671,29491,69842,24625,17091.05,106.76,99.6000000000001
52785,50142,1521,41016,60889,68625,61119,23248,12377,2246,52811,17093.45,471.97,557.3600000000004
28380,74615,50565,28245,13167,51116,73101,26153,35967,25099,64199,17092.62,90.31,91.8800000000001
18071,1112,56937,63184,33251,67297,74199,22749,61222,26869,9545,17090.91,477.62,550.44
45906,398,63625,69883,8577,63569,43894,60202,34989,65916,60335,17100.25,163.66,158.92000000000021
3608,10460,45565,22767,53017,33461,17677,7088,21308,65468,50025,16936.83,69.86,65.55999999999995
60903,38642,20427,1363,37048,73062,61262,238,48032,4458,70516,17088.83,506.85,612.1999999999963
50112,73964,58038,26793,40426,65310,17482,63410,70591,39676,10055,16244.9,58.31,63.32000000000012
33814,41035,39868,43739,40917,51506,67906,12182,66644,27605,51265,16927.56,90.65,93.76000000000006
69529,19600,66148,11683,40380,5370,30528,59970,73571,30423,68502,17093.52,286.98,339.0400000000003
36370,8030,14668,14675,49704,47789,28012,41732,46672,10143,43871,17100.19,117.12,117.52000000000005
59949,47539,21823,65219,57934,38271,60432,17545,57933,28298,35787,17070.33,82.8,85.11999999999996
42759,20838,13048,31174,61458,24844,48993,24292,46674,18382,17744,17091.23,175.58,180.39999999999964
30562,35210,72168,49546,52462,44859,36797,65877,42006,52353,38221,15208.51,36.55,34.83999999999997
69722,9524,48160,40446,51796,63438,22908,33806,46399,57767,62473,15221.53,41.13,44.64000000000013
11494,24438,41271,49678,16653,3673,13666,45977,21900,47077,10097,16573.77,102.81,98.91999999999997
57203,1099,71130,41994,31033,51106,70929,37310,61459,19736,47162,17099.74,214.09,238.44
41464,26493,65333,12457,18638,26783,43428,32896,18529,55102,47239,16555.31,94.25,91.7600000000001
32791,11683,44917,24578,32306,31468,6141,44100,48862,8085,18879,17090.92,213.74,230.16000000000003
23261,8265,56331,58143,35640,17405,42071,68549,75601,15258,44307,14184.77,26.68,28.359999999999978
51717,29852,7096,51419,62101,64204,41528,71385,11868,66902,70593,16901.68,79.09,82.5199999999999
64973,52598,59582,22203,53974,50593,68782,59329,6049,14189,59156,16579.23,76.39,87.19999999999993
16804,15525,65536,22949,10136,51461,40083,59990,1159,33154,13888,17073.55,514.39,564.7999999999977
45959,28913,22693,3268,19249,56007,12048,44041,61004,6523,62239,16927.27,120.44,122.60000000000004
31657,8469,63106,18284,73238,3981,18170,65818,71061,7904,6336,17096.96,374.43,415.48000000000036
26162,71585,816,68535,44248,69268,31258,18345,48696,64500,197,17097.79,568.86,680.7999999999963
17270,70796,15272,32335,14186,61127,27759,6967,28208,49693,44137,17113.82,144.92,151.08000000000007
51621,68746,66464,21364,66974,13820,19842,27566,22737,49453,26462,16921.42,156.29,143.35999999999794
38980,44648,56474,18838,56063,17092,52187,41115,39229,13017,73723,17086.6,154.88,170.56000000000014
13101,61968,35700,37284,69125,64083,36681,30028,55138,18037,71700,17105.24,62.35,68.9600000000001
13629,4012,72315,26478,27831,25473,51311,5125,18100,3081,34407,17079.74,377.3,413.96000000000015
62278,70736,6264,29429,18935,40964,5002,25674,14200,18404,71340,17090.82,174.98,193.12000000000037
24441,12095,60801,38246,27376,20650,42509,36351,67946,74571,8851,15900.86,56.15,56.400000000000006
54091,54454,4417,59684,38983,15995,35683,2064,28101,54865,43675,17094.96,120.31,121.92000000000007
34272,70518,51432,68872,26366,56324,16875,22388,58677,59574,45331,11965.67,25.33,23.559999999999988
50182,62028,33368,25014,62404,58319,25182,61518,75144,44270,40561,15218.65,37.52,37.960000000000065
9275,22337,48426,61779,29131,75614,16788,40346,27172,70161,39213,17089.41,378.3,400.839999999999
12859,1654,3807,25940,41036,7676,41803,69908,33541,44936,57746,17103.61,181.47,200.28000000000034
9436,54965,61687,2392,37044,75265,17282,27818,19730,21270,49243,17093.15,400.86,457.5599999999998
8500,58616,36592,10782,64949,62757,31139,19827,74043,39231,29771,17096.4,138.71,161.32000000000002
26596,43896,51367,68679,53314,30760,27926,73552,8112,34272,32691,14357.71,34.09,35.880000000000074
18134,51280,57162,15649,59740,51355,51775,62228,49797,37332,28195,17104.74,102.69,111.84000000000002
31537,29370,7203,69809,68797,11862,71241,469,7054,50756,56440,17089.54,212.88,244.00000000000023
52629,30332,67460,35753,13235,47769,66885,47345,68147,64587,9213,16072.36,59.71,58.84000000000009
60318,28984,36655,3245,3849,62722,5472,16951,18583,27065,42163,17086.26,411.83,462.63999999999777
31619,70476,6367,18986,38707,13380,73132,70893,11350,17876,57329,17096.54,659.21,751.3199999999993
18371,4442,40702,67039,35167,62025,6165,72914,46553,44573,12756,17076.33,95.04,100.19999999999995
47128,14030,45627,47633,36115,62674,37095,66759,19635,3352,5808,15372.78,42.25,44.04
44615,56892,1077,45800,70058,6644,10056,70820,66403,57087,56179,17076.06,472.7,531.9200000000002
54973,31440,23837,21311,5896,2083,46276,23777,38635,2605,5270,17109.94,625.55,728.5599999999981
32326,74176,28781,52801,8297,47206,14530,8860,31803,30586,72110,13854.59,42.53,42.48
24893,13493,823,53124,10484,65562,36833,28999,6871,68887,67821,17099.14,141.5,149.00000000000009
69172,52840,55977,16597,20288,55953,16989,60267,48864,6920,74954,17104.9,159.94,182.48000000000016
23947,67686,57669,57339,58449,21285,64959,16755,46000,19088,3018,17090.15,52.85,57.79999999999999
32940,24531,19784,54026,74681,32821,57983,61608,60873,24658,55442,15731.17,36.37,37.76
57064,35312,28752,46296,4117,51729,3657,55905,39616,3160,71807,17087.52,920.45,1060.76
62557,74569,34299,35463,32391,61123,59903,47846,68413,60519,32275,12491.15,24.61,22.639999999999993
72888,70083,20909,60407,37761,47401,55026,14383,66240,32202,50703,15372.06,53.88,48.71999999999996
15357,56708,60484,68325,59587,11816,51191,59316,47545,73009,45717,16935.94,90.28,93.31999999999991
21701,19255,30595,22793,53543,59133,65384,22628,53346,34599,40972,16396.09,49.78,49.87999999999997
74755,53073,39215,34673,41096,1509,52537,5278,27008,59602,13283,17109.02,521.01,616.5199999999998
14982,1400,47507,42272,41526,53217,23413,42683,10544,69059,62941,17080.43,492.87,601.1200000000007
52735,30848,58284,12379,2416,45163,3981,39714,64679,18349,6717,17096.2,741.31,903.2000000000003
1233,43230,53188,62705,652,63198,75378,26682,29222,42937,21749,17103.02,551.94,733.6400000000004
43775,39740,51292,74465,63670,60998,36619,11257,66020,27992,75127,16904.28,77.18,80.92000000000009
48100,31685,47406,48729,23751,31740,70663,29486,27462,61398,31214,16919.31,68.77,70.83999999999996
52157,34837,26677,66954,21185,204,53181,61990,47419,23577,25974,17098.85,212.41,238.00000000000028
23881,63502,869,17510,27522,28483,189,10999,59831,25812,24233,17087.23,645.12,905.4000000000005
35779,51831,2851,1363,47131,15182,39957,4675,74845,47847,61944,17097.69,633.52,814.3199999999946
