n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
474,627,382,273,141,190,887,692,6,346,514,474,919,619,82,196.27,54.43,58.12
342,567,958,631,716,41,745,388,173,720,968,462,974,742,432,193.72,42.01,42.440000000000005
160,172,243,52,113,135,518,892,946,604,64,792,704,392,808,201.05,48.75,48.60000000000001
764,908,104,941,298,209,690,229,743,812,431,910,89,791,273,184.77,43.06,49.75999999999998
933,214,406,287,349,828,44,204,725,907,5,900,421,56,917,205.5,58.92,64.75999999999998
387,866,503,142,24,242,434,753,928,871,114,987,611,3,124,203.14,81.54,85.64000000000006
782,592,202,916,872,207,338,8,913,85,136,552,939,17,512,201.61,54.13,55.04
86,586,508,550,943,202,430,70,407,196,654,783,95,717,593,193.23,44.17,45.55999999999999
148,176,962,623,736,981,42,55,276,568,699,620,872,152,763,192.7,41.29,44.36
274,754,589,35,124,889,722,412,973,927,242,165,625,517,44,204.42,43.96,45.4
753,374,865,690,534,604,578,793,704,88,888,355,112,884,902,180.74,37.63,38.52
598,374,462,215,411,203,969,588,763,18,388,818,622,336,0,201.41,71.61,74.51999999999998
443,114,218,227,454,276,332,834,90,314,644,291,105,529,802,183.97,38.88,40.96000000000001
56,26,390,799,573,826,438,509,354,726,796,254,579,755,67,185.37,46.89,51.63999999999999
435,663,236,98,987,778,410,522,381,978,880,573,378,142,683,183.23,37.54,38.84
297,175,709,863,896,265,30,51,962,998,829,176,269,969,168,186.26,45.94,48.47999999999998
123,621,151,12,49,62,461,213,805,398,301,626,15,989,817,213.47,64.36,76.03999999999998
363,291,144,492,575,284,140,984,88,765,569,303,712,120,67,185.45,45.97,46.72
430,462,145,720,575,782,813,392,602,908,822,173,679,732,280,160.69,34.77,36.08
790,611,901,623,506,357,101,945,49,283,541,131,177,817,644,189.26,49.06,51.99999999999998
840,86,166,798,808,227,879,13,207,180,485,467,605,572,558,195.4,39.84,42.2
397,85,177,561,493,607,969,268,548,68,963,666,29,594,599,188.9,47.41,51.59999999999999
910,446,557,316,536,539,550,657,931,815,67,898,658,587,555,201.42,41.26,46.31999999999998
978,307,65,742,229,737,140,105,102,716,503,464,61,501,910,198.92,47.86,51.07999999999999
652,744,54,695,617,29,382,249,899,469,236,380,842,985,747,201.09,41.62,42.160000000000004
586,639,507,896,248,36,637,611,86,627,48,694,419,416,602,203.17,48.1,48.88000000000001
70,82,193,34,622,770,185,86,66,30,363,639,481,560,548,201.7,43.62,44.28000000000001
486,26,720,794,77,341,86,801,329,8,474,976,459,604,152,206.79,52.39,54.68000000000001
999,395,489,852,141,108,914,357,687,236,462,798,132,196,991,183.36,40.64,44.63999999999999
226,111,113,53,122,76,960,660,999,84,381,106,758,24,478,200.63,59.57,60.12
641,534,205,378,895,649,83,241,5,262,781,530,699,202,15,203.53,58.51,62.399999999999984
449,259,966,625,22,983,105,531,819,427,59,920,257,486,872,191.91,43.68,45.720000000000006
322,619,895,225,654,60,697,281,135,307,39,819,191,998,361,192.81,48.1,47.839999999999996
805,923,412,953,7,897,942,309,990,879,96,30,325,449,253,188.97,59.72,63.59999999999997
426,618,329,503,576,355,901,857,913,408,440,213,80,283,308,189.79,43.33,45.55999999999998
472,477,625,946,582,466,450,394,190,337,411,60,332,94,174,192.31,40.81,40.64
325,556,27,193,216,728,373,674,918,140,966,640,87,345,998,197.89,48.83,51.35999999999999
457,985,621,613,779,963,904,686,751,394,216,713,554,789,343,188.57,36.04,37.519999999999996
77,19,685,565,431,481,232,887,744,331,782,853,818,526,514,198.73,46.68,53.319999999999986
101,474,734,3,291,939,546,210,73,229,11,943,322,43,93,207.42,81.12,86.24000000000007
152,336,167,710,98,521,843,808,413,664,859,404,398,909,600,182.48,44.08,44.67999999999999
518,889,138,520,706,365,367,969,276,206,328,936,394,580,186,181.4,42.52,44.599999999999994
818,627,795,889,182,584,175,9,313,700,908,20,285,490,535,196.82,62.59,67.19999999999997
886,772,693,437,930,772,95,279,291,147,529,462,490,696,237,188.51,44.5,47.11999999999998
183,338,150,766,694,355,761,615,52,558,285,951,352,26,592,196.86,46.82,49.48
190,550,797,973,685,780,98,464,137,348,215,765,556,137,924,203.27,38.79,42.120000000000005
432,221,527,207,859,702,582,433,10,866,568,50,958,792,732,184.85,48.15,48.59999999999999
363,508,381,62,381,827,817,408,907,474,447,647,744,987,195,189.84,43.59,57.43999999999998
569,101,939,170,987,601,86,912,363,266,909,253,785,480,992,181.7,36.36,37.160000000000004
538,190,779,543,12,955,678,552,343,686,228,998,177,28,57,205.59,57.88,67.51999999999995
733,874,600,595,993,205,673,852,346,290,724,132,338,304,405,180.95,45.5,46.359999999999985
36,78,415,841,798,251,464,475,987,711,42,321,177,859,147,197.5,46.23,47.39999999999999
904,588,728,204,652,683,814,535,946,594,390,865,775,808,906,189.83,41.21,40.35999999999999
944,513,155,851,388,33,983,406,143,292,426,493,766,185,856,184.73,39.46,41.28000000000001
868,681,651,631,96,524,987,510,532,267,259,382,627,790,972,196.21,43.08,46.07999999999999
870,355,549,14,202,756,60,662,541,474,318,953,871,105,211,195.38,53.24,55.07999999999999
881,15,202,475,737,126,260,317,302,230,11,182,684,651,424,202.36,60.66,62.83999999999998
958,278,378,965,653,356,330,572,937,164,566,696,29,136,759,189.48,41.6,41.92
995,214,91,48,215,19,264,860,904,726,449,366,361,570,791,204.19,54.8,54.919999999999995
722,928,77,96,722,418,725,436,964,180,60,248,586,159,520,195.01,49.5,51.91999999999999
586,866,431,372,719,678,196,918,655,357,740,527,528,915,418,172.55,36.75,40.03999999999999
34,165,997,558,320,283,468,297,294,446,816,545,433,765,778,193.38,38.85,39.04
106,58,901,367,840,745,696,674,228,422,265,373,462,383,66,200.69,45.3,46.83999999999999
976,826,417,520,976,747,187,65,663,121,817,733,659,330,433,169.45,34.46,37.48
506,19,316,445,80,399,265,967,199,996,598,979,482,172,622,195.41,55.29,58.15999999999999
30,247,299,727,8,531,121,607,591,5,205,451,625,104,389,208.64,63.78,68.2
518,280,707,992,908,190,995,903,75,539,537,678,315,147,880,183.17,38.35,38.43999999999999
762,431,910,186,202,312,484,291,668,747,486,826,770,517,659,175.74,39.15,39.4
978,321,697,518,791,881,474,59,604,544,649,726,488,840,90,185.68,35.52,36.160000000000004
83,417,772,796,861,741,345,75,814,489,166,601,975,545,624,184.39,37.66,39.36000000000001
153,662,500,714,422,548,508,962,119,591,521,12,720,291,448,197.67,52.2,53.47999999999998
718,597,81,880,988,583,715,271,783,570,173,282,6,864,894,200.34,60.32,63.399999999999984
337,523,754,452,905,530,975,786,381,331,791,179,165,712,324,185.98,43.51,44.359999999999985
712,724,326,338,488,83,902,801,333,952,715,290,931,96,983,189.82,48.25,49.15999999999999
576,261,307,813,61,623,402,827,485,71,312,422,238,462,301,193.88,38.97,40.440000000000005
834,385,462,522,43,214,168,851,702,904,121,587,70,81,95,207.81,51.86,56.43999999999998
791,679,886,970,294,9,493,910,297,796,54,457,751,174,162,203.57,63.76,63.879999999999974
854,89,272,931,98,123,777,877,834,162,256,644,381,266,228,196.01,43.92,46.76
204,725,711,996,690,761,200,504,576,550,198,417,989,731,680,185.34,42.0,43.95999999999999
275,477,251,413,713,90,261,273,155,744,759,188,769,21,620,201.66,45.15,44.76000000000001
612,390,137,466,511,125,614,108,827,630,397,403,559,926,834,184.26,38.18,39.0
340,137,226,344,826,828,241,366,559,952,640,86,110,86,0,194.18,51.7,57.16
371,577,475,969,376,661,225,694,458,557,915,668,960,6,641,188.36,50.96,52.919999999999995
463,262,701,596,348,161,376,64,300,814,211,273,626,164,414,194.46,38.54,41.88000000000001
839,861,125,27,242,579,155,824,913,17,697,708,185,624,73,210.75,60.71,65.48
641,928,412,131,429,731,735,706,287,602,668,490,75,425,152,193.75,43.42,44.599999999999994
287,110,662,518,154,145,488,543,266,7,376,956,912,100,580,195.7,60.98,64.63999999999996
592,660,288,662,120,1,235,801,491,895,572,764,169,534,675,190.51,36.37,38.6
866,361,966,854,283,203,168,692,345,681,18,760,240,869,84,203.33,59.7,62.35999999999997
196,8,779,409,726,6,743,492,21,871,880,730,699,53,760,199.37,68.3,70.75999999999999
745,859,194,307,825,878,659,311,557,73,446,563,820,215,688,194.45,44.65,46.96
920,525,209,95,96,83,220,326,38,470,850,680,189,734,586,202.25,53.5,57.19999999999998
678,280,606,367,100,804,926,562,910,273,786,762,263,147,59,185.13,41.68,43.35999999999999
41,373,711,80,872,147,783,336,713,17,953,269,948,808,580,204.75,51.13,59.83999999999997
243,181,26,593,54,437,5,725,660,357,717,74,134,198,145,213.4,68.68,72.64
671,750,578,704,469,545,473,325,746,613,458,605,506,229,201,183.05,40.71,40.64
481,277,453,62,482,587,212,145,458,163,482,115,435,382,761,186.24,51.88,62.11999999999996
191,343,476,637,97,686,34,138,67,842,376,71,989,263,525,207.23,54.17,58.759999999999984
851,264,122,512,282,451,422,218,968,804,992,406,223,299,656,176.4,40.28,40.63999999999999
404,849,526,921,322,360,156,203,71,898,45,877,49,340,741,188.1,51.34,52.15999999999999
