n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
6499,4700,6733,660,3973,6244,2143,301,3,1192,5429,4804,3852,6223,6019,21.56,19.32,20.2029445045697
3056,2616,6308,179,2233,4004,6569,1622,5978,3391,4409,4417,5587,771,1580,25.77,22.95,22.706694937430996
4615,4535,5730,6595,5971,2175,5430,6581,4997,5617,721,6916,3479,2749,762,21.76,17.97,18.22630697883707
2966,6555,3358,6592,2051,3647,5731,768,6189,1615,5740,5201,6524,2385,799,44.74,36.72,36.61794305075127
374,4821,1645,6782,5369,2952,3987,6821,1586,4216,4717,5280,5717,6598,4126,26.21,24.11,23.313854876889614
232,5189,2960,2006,4929,3520,2493,2927,4826,979,734,4097,5559,4302,1631,30.6,26.78,26.919716693193937
957,4982,5429,2194,2558,5890,1607,3111,3962,1824,1131,4893,1719,6832,7090,23.48,20.03,20.151120902790964
5719,4277,102,1546,6373,1385,139,5308,2727,4569,5499,5081,5067,2507,3068,21.93,20.22,20.44964554335189
3091,4320,3188,2368,1039,5560,4003,440,1518,3464,4865,6113,3258,786,3614,24.96,22.18,22.120551040993295
2009,6600,729,4941,5490,3654,3663,6421,6809,3113,6521,626,4232,3493,3857,19.89,18.93,19.097724433782044
2485,5780,6689,3351,703,1574,6115,5572,2177,3697,3994,5919,6422,1410,151,18.88,17.78,17.705053689012153
179,4406,1011,2057,4828,6568,2957,1536,2099,4118,3698,2698,4234,2087,3363,29.78,25.74,26.39372627545356
3454,5014,3976,2194,4935,3888,5376,3920,4030,1164,5908,3092,4068,2504,5197,19.82,18.14,18.105966357693845
6592,3827,2649,3002,5400,1335,5074,3080,5688,4940,2177,2622,5292,3262,3997,17.36,16.66,16.697148650851926
5974,6499,1295,6780,2382,4586,50,5110,3681,467,1495,246,4996,6337,4667,27.03,22.35,22.822062635815605
918,5587,5886,3038,2965,4075,6991,4831,510,1578,1264,2205,5025,121,3457,23.98,23.02,22.98369390239113
6604,6408,6554,6664,4299,4027,621,3841,1901,820,3038,2965,1187,5578,5124,25.66,22.62,22.548411246908802
1993,4969,2607,1181,308,5144,5473,797,5848,863,370,5288,3914,3790,5931,18.35,17.86,17.640850560145978
565,5154,252,5745,4517,1040,5051,6821,684,1319,5063,5170,2172,6868,5359,27.09,22.68,22.592794124747925
3702,4093,5683,166,6482,5221,1122,6703,1546,3611,3925,6377,3600,3662,4575,22.39,18.73,19.099184854425545
2264,3911,5836,4745,521,6811,6555,2390,2977,2343,2950,277,685,4115,7029,18.72,18.47,18.219211930336225
2259,2292,2245,3875,3528,3639,3042,261,5847,701,2044,6687,4953,5231,1953,17.41,16.3,16.39556625190322
4386,6106,267,6054,1419,2755,3035,261,426,6060,6268,6154,1713,5740,3547,18.56,16.55,16.844495706362665
2813,635,1291,5992,5536,934,3273,4482,1111,3801,6086,4051,5237,615,1048,30.79,24.9,25.67075729425117
605,2870,4262,249,1521,4304,5800,1231,1504,2307,6053,1237,4155,4656,6963,18.54,17.25,17.317130239194498
3181,6526,1827,1815,5698,4620,5859,1030,3433,5659,1336,6203,2592,1968,4595,24.71,22.12,22.049633271084424
4688,39,6442,6595,4660,3167,1541,6227,2664,7003,3121,4311,3612,79,3256,20.02,20.44,20.14061570144745
6921,4348,4514,6963,5423,1116,5868,1914,5285,4455,6596,6085,3049,2227,5460,17.35,17.09,16.868913213520557
1516,1223,1344,5654,5123,1100,3151,608,500,100,326,3868,6217,485,938,25.66,22.85,22.40887074631975
5331,5824,4425,820,5519,3011,4879,263,490,4446,1841,6442,3332,1847,6255,17.61,16.61,17.073060652232797
4630,5633,2404,759,3858,633,5932,4697,7079,481,1381,5417,3587,983,919,19.66,18.41,18.700494534751854
5750,1456,409,5602,248,6144,6887,5537,5975,3484,5332,5802,2351,2094,3632,27.97,23.61,23.936051648417205
1900,1655,6683,7039,5359,6380,4387,6451,5281,1752,2275,4851,107,2088,4317,27.36,23.21,22.41292671607751
6476,5995,6101,5801,5602,2711,6365,4238,767,4791,4877,5287,268,2965,3007,20.89,19.16,19.302458321021728
5663,959,1853,6249,229,2952,5670,2790,3568,5617,6819,423,2818,1141,249,71.77,51.56,52.939862668880714
80,2754,557,3972,21,3798,6785,2160,716,5546,4839,5047,2238,1885,1084,21.62,20.25,19.364386420906754
1031,3434,4470,1489,1990,5430,3144,4864,3515,4616,4239,5135,6803,3935,2213,26.18,23.43,23.8142211684084
2073,1120,2449,269,1577,6210,3673,857,6622,1442,4719,888,6631,21,4207,23.63,21.9,22.005882103915198
1314,982,1245,4855,3220,3880,3983,7059,4348,6285,5687,4435,6648,6515,3853,19.56,18.37,18.18769935176386
1764,6896,5277,3181,1264,6311,3752,7004,87,2766,3420,2062,2616,1088,2341,19.4,17.1,17.289406269862493
3039,4819,7004,5558,2972,1829,43,6390,2497,1447,676,3339,5099,5081,6293,25.43,23.77,22.89689766143052
1896,5259,730,1591,3116,3373,1031,6169,6856,1208,4258,412,4262,4299,6360,18.33,17.98,18.75745418349856
3998,2984,2692,6895,5835,4847,3192,7104,2236,5320,5437,6535,546,2142,1077,46.56,39.67,39.75806684198345
337,896,4824,4940,5008,5895,1270,6717,4138,4149,930,6408,5632,6270,6381,21.42,19.47,19.521968482298952
709,708,6822,5446,6184,1023,1770,2875,2771,1296,5963,6705,2000,1434,1507,18.68,17.8,17.899562186652677
1847,5151,1028,7041,3924,6053,3750,5098,905,5951,5030,1119,3731,6584,1608,23.86,21.6,21.921421942423446
4685,3040,6012,1184,2721,5128,2159,559,2244,6166,12,500,5360,244,3929,34.5,26.86,26.38454085107752
5167,3733,2605,502,92,2249,5908,830,3146,5110,2752,835,6041,6845,7036,27.8,22.59,23.017044090241377
3056,1162,6822,6191,1206,3034,5466,6241,3842,6094,3313,6451,158,4355,6865,21.19,20.54,19.741672736588725
1235,850,3651,3059,102,1044,5557,4516,3933,2173,576,3917,991,3270,5775,24.38,21.04,21.651351943235586
1626,6508,4450,7059,1392,3587,2710,2091,6566,4438,6351,2833,2410,4463,5642,18.58,17.51,17.713936197985152
2238,3710,4552,5884,6303,374,4100,6118,2045,5419,5095,26,4316,6696,4057,20.11,18.52,18.687051186853026
4562,4397,2087,1394,6915,290,2627,114,7037,1719,4674,2491,1561,1261,2277,25.99,22.83,22.316189413559
476,2233,5958,2478,5754,3065,1782,5795,5967,1405,4869,22,738,6677,6780,27.03,24.04,23.613433315217492
2926,4727,1514,2865,1501,3911,5236,1808,3896,3148,4480,5097,2942,1006,5373,23.64,20.79,20.92166700044346
6008,718,3522,446,4788,5070,1669,4988,3597,2205,1793,5227,462,3952,5427,19.22,17.78,17.662830679337986
5275,4126,6856,4318,2067,4268,2176,5246,2958,2463,6440,3490,6135,3038,773,33.84,29.22,30.43478130135726
6267,4465,3393,5264,1330,2274,499,5322,4129,2607,6696,5433,4159,470,640,20.63,19.41,19.000485569646166
5447,915,497,3593,3527,4371,742,1446,5620,2155,2880,9,518,2178,5856,32.79,26.57,27.377252187773646
2533,2832,3181,3305,4859,5765,6985,6822,5876,638,6068,940,2317,6567,4059,17.87,17.72,17.616079708550913
3660,5954,2105,2540,1969,6282,123,416,6349,4221,4439,3118,1256,1799,6420,19.85,17.77,18.159995487185796
2413,5251,5337,7076,6101,100,879,2158,6502,1108,4576,972,253,3265,2107,33.33,26.67,27.67809943588844
4004,1741,571,5966,2258,6258,1437,1105,1259,809,7000,194,6497,1782,4873,36.0,30.14,29.830311771431976
2681,3439,5688,3894,5013,4694,3996,3697,2645,5035,3719,1580,6558,1452,4357,16.16,16.04,16.11619378457265
