n_nodes,influence,n0,n1,n2,n3,n4
5,1000.0000,416,265,988,722,927
5,1000.0000,827,546,485,722,927
5,1000.0000,143,265,988,523,699
5,1000.0000,416,773,920,849,338
5,1000.0000,103,119,747,504,699
5,1000.0000,546,485,523,262,827
5,1000.0000,546,932,988,633,818
5,1000.0000,416,265,988,504,338
5,1000.0000,747,75,920,849,362
5,1000.0000,346,578,485,103,497
5,1000.0000,546,485,559,827,927
5,1000.0000,416,265,988,633,338
5,1000.0000,827,546,485,523,818
5,1000.0000,827,546,485,722,927
5,1000.0000,416,265,988,722,927
5,1000.0000,416,265,988,523,699
