n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
2652,1235,3234,5332,395,593,6727,4389,771,2995,4774,475,4156,1758,307,704,3552,2021.04,696.38,1075.8
3425,572,1971,743,4514,3477,484,6773,4632,1014,1828,5166,5139,4775,506,4727,4796,2019.92,791.12,1422.9199999999994
3249,406,1811,381,4560,7032,1090,2372,3433,1181,4429,964,4676,2527,4589,6685,5586,2019.33,337.66,384.40000000000015
1480,844,4764,4679,5233,1539,3050,798,4487,5833,514,4623,488,5070,1687,4066,5573,2024.79,769.03,1197.6799999999996
4355,3502,6367,2573,3814,4796,3712,2962,2455,2035,6507,1472,5726,6388,1999,670,4705,2023.42,365.71,500.599999999999
2459,4302,4055,2813,5975,3676,2358,4988,599,967,4193,3425,1351,6202,2802,1245,4005,2022.54,290.9,338.36000000000024
3454,321,5474,635,6263,4571,4694,6464,6703,2570,2786,5695,2868,4869,4068,4750,6528,2022.94,131.14,138.08000000000015
3737,563,6881,766,2211,3883,5710,5440,532,497,5989,5746,2536,5301,4734,5580,6733,2020.69,224.23,251.40000000000018
3650,2331,5870,3160,5477,2842,184,3782,2911,1376,5004,959,4044,482,1787,6293,2354,2019.09,781.58,1240.0000000000023
1059,6048,2028,3259,3202,4067,660,1362,3679,3290,4501,2276,1121,6711,3526,7077,4507,2022.85,674.43,994.0400000000011
2280,5786,3402,2939,5592,3116,1890,1236,679,1443,1239,1900,5394,1911,98,3972,6808,2023.88,321.69,365.7199999999997
4826,1493,2152,2309,33,1193,3432,4379,3024,4995,4639,2610,1028,5656,7038,4222,5059,2025.58,225.48,255.44000000000008
5365,5539,6060,442,3740,6389,5575,6536,4581,3214,3260,3268,3228,848,3944,5196,3280,2023.11,162.48,165.23999999999998
509,1561,551,1710,3609,1329,900,2785,4921,430,838,1,4643,1239,4395,831,2978,2019.24,538.85,686.7199999999995
5027,208,576,1703,5030,3082,1216,5197,2066,2845,4933,2983,3884,1006,944,6954,3998,2020.09,404.18,502.11999999999966
3817,3935,3963,2554,703,1180,837,6141,2806,6064,2168,3920,6789,5669,1322,4229,189,2020.43,319.09,389.07999999999953
1681,4327,2963,1200,5653,4449,221,6210,4326,2441,5266,7072,745,5703,6925,2139,4246,2018.82,484.72,656.0399999999997
3004,1368,2913,6323,1825,4362,4436,6382,4118,2700,5213,1827,5023,6647,6458,6212,6984,2025.27,621.85,961.3999999999991
1598,6603,1961,6703,3282,6061,6580,1857,1637,4240,4036,2912,5988,237,228,6472,2288,2021.33,321.32,378.1600000000004
3868,2123,1586,5673,4957,2820,3663,6623,5923,2863,2987,659,1806,836,1858,3850,1611,2017.78,588.79,909.5599999999991
2766,1674,3953,5112,4999,6884,15,3927,5349,2818,6550,5268,694,6837,5411,982,3182,2020.77,355.99,448.88000000000073
6408,5828,6145,1632,3916,1462,3554,6464,5208,2723,710,6560,5913,3242,3794,3288,6089,2019.94,333.77,392.12000000000046
695,5937,1301,1392,1040,225,1238,4839,3812,6606,5372,1197,5010,6770,4881,3885,5384,2019.88,395.56,482.9199999999997
2870,1277,4494,4491,1073,175,116,6548,5950,5322,841,4313,6139,1140,3553,1595,6767,2022.09,509.91,624.0400000000002
1728,229,2063,1743,2399,4105,1970,6256,4804,2670,2124,4459,3432,6833,1073,498,6061,2024.73,560.79,727.9599999999998
2898,3753,5426,4778,6676,4233,3445,6775,4109,1071,4356,1243,4288,4182,153,3605,6361,2027.51,347.96,438.43999999999994
1500,4985,32,6357,6546,1227,1411,1159,3878,5071,5940,985,4558,505,2670,5589,4246,2020.39,431.92,535.7599999999996
4347,4550,3952,6424,6361,869,4589,465,2035,1567,2268,345,6326,800,4159,3704,4601,2019.95,415.03,505.6800000000004
228,6225,519,3631,2667,5017,4141,4965,4195,1633,5674,2270,3705,4162,4368,6613,3916,2020.77,136.06,138.2
4159,2028,5727,4286,2126,4583,1659,6881,3666,1123,3413,996,3214,3621,2588,594,5498,2020.34,288.53,348.08000000000055
1971,3508,599,1742,5484,2480,6422,1002,6364,1265,5866,5271,5408,2999,1171,2073,1124,2021.18,351.71,405.68
3831,1798,6116,771,3262,3991,1333,5470,6819,1832,1322,5786,3535,4223,3308,2778,3451,2023.31,347.61,398.95999999999964
1603,2921,2609,755,5915,2997,159,2768,4538,3757,3608,5760,148,3148,2715,4238,5111,2025.38,166.99,184.36000000000024
2420,4196,526,924,6458,1872,858,688,2175,2227,324,6381,1487,2215,6191,1061,6715,2018.36,260.71,277.31999999999994
