n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
978,883,970,869,57,93,86,369,855,173,753,828,685,874,315,339.27,57.13,56.77999999999999
257,620,217,621,36,595,697,162,441,653,402,822,740,880,521,349.68,54.17,57.95999999999999
972,380,557,958,455,514,274,922,36,891,28,372,476,954,326,339.33,57.71,57.869999999999976
929,389,433,913,905,538,168,573,181,241,236,24,180,332,177,346.52,53.46,55.86
139,522,522,368,526,690,573,186,915,456,815,424,752,537,928,334.1,42.88,48.969999999999985
930,781,372,808,607,362,370,879,984,456,165,977,772,409,732,347.22,47.69,49.049999999999976
756,472,670,543,255,501,285,947,510,512,527,851,815,362,677,339.41,49.41,51.56999999999997
904,465,921,924,472,359,581,743,942,570,741,467,498,674,227,333.56,43.41,45.54
963,332,834,716,855,170,897,929,631,274,791,933,491,316,310,348.91,42.1,44.43999999999999
980,818,723,851,516,575,530,519,667,630,602,416,319,748,212,336.14,47.64,47.579999999999984
500,524,375,956,700,638,903,77,803,840,349,743,8,929,834,343.44,66.5,69.75999999999999
195,762,108,60,588,668,50,279,605,232,698,896,937,108,772,341.62,52.73,59.929999999999986
534,139,874,272,250,844,215,966,901,61,433,919,734,777,32,343.41,62.78,64.54999999999997
58,371,368,176,255,688,24,84,117,977,69,25,41,746,940,339.29,72.41,77.36999999999996
21,382,261,130,832,958,160,752,188,535,708,1,394,603,44,339.6,55.42,58.109999999999985
813,253,155,994,37,4,352,960,630,642,760,765,115,292,345,348.81,62.66,67.49
500,31,315,459,564,784,619,757,46,923,270,773,411,883,636,341.67,55.05,61.36999999999998
722,157,484,981,230,95,676,703,323,858,104,24,458,807,895,342.02,51.24,52.47
970,130,530,598,799,402,498,527,335,147,895,982,349,265,268,346.12,50.88,52.62
620,993,429,668,18,716,571,982,143,686,58,259,34,134,165,343.64,65.6,70.24999999999997
174,98,464,650,237,520,938,725,956,32,252,238,731,455,75,349.63,57.8,57.66
256,82,605,233,639,810,819,638,726,368,262,700,433,285,538,337.31,49.55,50.48999999999999
768,4,154,36,393,418,164,113,524,741,89,246,104,102,20,346.37,88.85,98.60000000000001
186,768,237,107,222,25,533,685,475,464,317,548,657,389,217,342.5,60.16,61.95999999999999
701,928,778,986,215,746,825,444,435,523,21,595,605,52,902,346.65,60.69,60.04999999999999
428,951,537,595,185,942,96,679,821,491,374,19,531,983,943,344.08,56.53,57.809999999999995
121,625,375,296,706,954,381,315,19,895,701,422,103,107,313,340.87,65.76,66.64999999999999
203,860,793,688,845,16,831,462,61,420,652,497,474,213,910,347.12,59.87,61.01999999999999
602,628,75,5,291,24,381,313,957,740,78,224,773,502,196,341.12,70.03,77.3
118,585,382,401,733,474,143,771,353,404,908,124,260,124,125,339.8,44.83,52.45999999999999
82,631,870,342,656,400,982,217,709,107,25,633,674,481,795,344.71,60.54,61.86
44,740,722,509,297,366,982,468,144,817,383,275,495,538,886,352.02,49.38,51.67999999999998
489,736,977,745,823,429,954,503,856,696,303,404,237,160,500,347.95,48.79,49.95999999999999
610,265,561,437,712,695,715,940,86,599,745,837,589,98,72,340.4,51.41,54.819999999999986
364,180,558,150,825,426,919,68,817,88,933,916,697,829,663,348.4,54.08,54.64999999999997
38,131,997,303,399,237,725,686,906,697,337,449,176,536,293,346.05,53.65,57.23999999999999
114,159,553,972,992,773,433,98,336,528,254,732,526,263,173,342.34,51.91,55.67999999999998
916,161,472,970,720,240,413,895,367,801,782,587,746,148,477,347.55,46.8,48.72
451,736,30,829,609,392,902,754,184,402,522,54,494,280,414,340.53,54.96,59.75999999999997
259,727,748,959,422,722,663,483,368,985,560,338,730,763,933,340.47,45.94,47.14999999999998
674,83,779,839,872,743,230,545,636,192,412,835,682,391,902,342.08,47.8,48.01
650,936,11,320,475,536,728,928,904,477,665,181,835,96,17,340.57,74.6,76.91000000000003
412,965,221,746,582,620,395,927,220,905,995,102,399,835,571,349.72,47.81,48.029999999999994
785,820,204,280,762,943,600,594,196,501,823,626,141,8,627,347.21,67.89,74.40999999999995
694,444,493,259,525,579,177,478,729,209,995,989,778,74,358,341.18,53.53,55.15999999999999
3,927,497,545,857,685,674,67,772,605,496,947,690,944,342,342.64,63.01,64.12999999999998
470,273,898,514,471,28,81,628,772,355,177,777,768,961,803,344.65,49.59,52.59999999999998
414,261,691,640,806,853,884,736,138,55,166,511,390,475,691,342.29,53.53,60.029999999999994
301,159,10,289,570,478,990,1,375,34,550,870,391,577,453,346.78,59.59,63.34
209,891,692,315,510,664,136,495,706,551,728,936,309,78,264,345.09,49.4,50.27999999999999
844,320,311,341,661,971,814,319,669,658,402,530,860,942,95,343.84,49.56,50.879999999999995
520,648,215,400,610,543,868,871,153,817,516,643,91,315,41,339.78,52.49,54.55999999999999
238,972,468,574,237,535,284,62,980,114,114,691,838,806,388,341.45,47.22,56.73999999999998
877,373,218,326,364,79,342,468,371,170,509,452,890,298,472,350.18,53.85,56.82999999999999
916,137,943,735,452,654,221,951,279,334,162,101,909,243,480,342.0,52.2,53.66
194,770,694,866,382,189,364,143,814,138,238,275,827,563,648,341.73,56.17,57.31999999999999
387,409,827,843,767,350,287,899,737,948,609,514,594,706,749,341.47,46.41,46.730000000000004
971,328,760,409,769,730,890,721,958,647,771,992,733,298,544,335.39,41.21,41.660000000000004
637,652,686,74,376,315,404,495,178,264,980,922,362,451,488,343.15,52.48,53.279999999999994
89,915,945,190,322,983,388,130,991,28,106,359,171,367,78,342.37,57.75,60.19999999999999
