n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
60687,48930,35013,18158,24398,843,44345,17088.09,440.87,550.0400000000005
65900,60780,10592,43781,72649,5360,49678,14539.71,46.45,49.000000000000135
22205,59247,55389,20598,22076,31196,6728,16928.47,133.81,142.08000000000013
14542,17357,66357,8300,50287,13326,38165,16917.76,171.95,157.11999999999927
26864,29399,55280,11496,34961,27510,51975,13492.18,28.67,30.799999999999958
36855,44782,5661,26146,690,53895,7181,17082.0,214.21,266.4400000000003
49652,64449,18237,3077,31029,55669,14686,14185.01,48.47,49.00000000000006
507,15890,75851,25909,26614,43282,1081,17099.86,377.78,425.31999999999977
10944,17456,70748,2289,65641,11119,75101,17089.57,153.79,159.23999999999987
65108,70462,25975,55064,9020,52184,25187,16574.16,46.82,49.79999999999994
12244,19052,22617,5400,7100,35388,72752,17090.85,219.78,229.83999999999762
19569,35168,75403,4487,15903,52739,31036,16221.39,50.68,55.240000000000066
21199,66179,5640,47965,68427,74086,11369,17088.14,97.16,111.20000000000019
45507,14413,47915,59152,27529,52713,26053,12816.59,27.95,27.84
75292,2407,49668,43084,80,56829,14641,17101.13,179.03,177.11999999999983
27974,29059,58197,35341,42560,11641,40259,10937.1,19.63,21.080000000000005
37340,13509,67830,7230,3328,49988,73457,17102.56,212.07,218.2000000000003
56182,65186,45361,32540,74190,8687,55706,17077.52,79.56,90.6799999999999
30271,12553,52547,66830,48885,73461,48412,11117.68,28.03,25.47999999999999
18236,38049,22421,33936,3850,6619,22643,11111.4,30.51,32.120000000000026
34466,21523,15763,19440,1556,6399,7983,17074.92,261.33,290.52000000000027
59039,27341,50971,38566,1939,46469,37356,17096.61,408.26,466.1200000000002
18434,63034,73653,36402,17996,11349,72870,17081.72,160.15,172.64000000000027
38798,15457,8597,55040,59165,18680,73652,17090.25,284.53,306.5999999999999
50200,22161,35934,64806,45727,13005,6351,17076.31,71.01,82.59999999999998
36287,69315,16822,22718,11045,21263,29151,17102.38,110.27,110.07999999999987
1705,26593,23049,62080,59860,73301,71500,17075.7,58.78,61.19999999999997
50893,10904,22681,71908,63184,34398,70179,13852.76,22.14,21.87999999999998
8727,3771,57114,71349,40469,68615,69073,16909.99,91.26,92.0
70401,8595,75218,71060,39363,8430,29398,17116.6,157.11,165.08
18016,13527,13057,64443,59445,7922,64253,15553.75,41.78,48.000000000000036
6940,3827,48908,31934,60115,30291,48657,17073.41,232.57,252.08000000000007
75127,65001,31864,4718,11092,6148,53708,17108.09,430.13,481.9599999999979
53303,9039,10582,24784,4470,23765,11064,17069.79,487.96,526.6000000000008
8503,3914,46503,61635,71698,70198,62210,16749.55,127.77,122.92000000000037
3404,9871,43755,11088,42136,1123,60797,17096.31,475.68,559.7999999999978
58871,19474,50605,62683,18075,13924,45713,15564.42,27.42,27.639999999999986
30319,59176,16960,25187,28987,14257,14497,14517.07,57.32,60.68000000000019
6911,15740,9782,10820,48814,13581,3074,17082.14,157.36,173.83999999999986
61277,68421,26303,48429,10634,30953,717,17070.39,613.73,772.1999999999995
33602,67872,25868,2029,57574,33195,2914,17095.02,208.31,214.75999999999775
13533,68084,54677,7576,32930,62334,41300,16592.02,72.96,69.72000000000003
28927,7682,36068,17331,39341,5097,24469,16381.35,36.28,35.479999999999976
46326,52850,950,39679,12375,3862,41638,17101.69,578.12,683.2799999999962
57582,32398,54601,42172,64448,73844,45474,13675.52,23.32,25.23999999999998
52309,56371,27385,10296,36226,39437,60522,16753.37,55.14,50.159999999999975
61159,74506,59756,57662,50465,24423,43185,14176.72,20.58,23.75999999999998
52712,7717,42601,12035,22356,41617,71287,14716.67,37.49,35.23999999999996
3521,24715,27668,47789,18047,11261,44282,17088.9,170.01,181.47999999999988
58599,50444,27686,71033,43957,9943,2506,17105.4,227.28,252.96000000000038
72412,55289,61682,29799,42426,67389,65843,11797.54,14.95,14.879999999999994
12988,60717,419,37310,69927,26885,9361,17098.94,405.09,489.44000000000074
29326,1415,41241,5507,11991,19544,43064,17083.58,201.3,211.76000000000036
21403,12589,66796,52923,51833,51041,66349,14854.93,24.43,23.39999999999998
17674,66679,46846,47054,35379,26474,42001,15544.58,36.96,38.43999999999995
50468,74358,23911,23349,74812,22484,1238,17076.93,194.55,191.4000000000005
40110,2637,36505,62755,68490,55984,12286,16745.85,73.39,79.03999999999996
35757,37349,18836,67755,59176,62758,30416,8546.62,36.94,33.80000000000017
23473,43391,19224,45567,6664,71488,36514,8722.12,16.44,15.319999999999988
45131,3437,75833,24432,70485,12657,59435,17090.75,55.28,51.839999999999975
17635,44660,27628,71189,17611,55414,28387,17088.37,118.82,134.64000000000004
67549,26583,74528,55456,1312,72732,6470,17093.17,224.21,239.5599999999998
46510,65038,48768,7982,48809,52238,60765,17107.05,94.36,95.83999999999976
57328,24999,72873,12943,21765,11126,46482,16061.79,31.54,30.75999999999997
34104,32390,61547,68881,24423,69620,1578,17087.54,150.4,163.60000000000005
70755,43970,29223,22715,3683,7404,26260,17085.25,220.46,248.71999999999997
44407,37161,17008,43286,39013,51851,4726,15744.98,78.15,81.5199999999999
10011,53190,32162,59510,60856,5494,41205,12133.6,41.58,39.40000000000012
22685,18851,75293,26170,68577,49994,65768,8716.5,13.1,12.879999999999992
19934,49708,4333,52010,18370,37426,54540,15889.96,43.19,51.51999999999993
63152,23708,12394,67154,65315,68210,34209,17087.78,115.02,108.91999999999992
33254,48996,45463,70372,1827,25909,7687,17092.26,530.11,655.1999999999998
69286,60745,40827,13534,27029,1977,25955,17087.77,142.53,155.27999999999986
60903,16168,33386,40688,38714,29556,1516,17089.33,336.74,373.9999999999999
23354,54348,35632,48511,45642,42352,73342,11291.99,29.78,27.27999999999996
21033,72467,3837,17446,27510,11674,6146,17090.38,236.52,270.3999999999999
27610,2538,33863,57498,46931,46268,73087,17068.73,169.38,176.9200000000002
9893,12308,53504,55868,23117,7749,31756,17090.6,108.84,116.83999999999989
75028,20361,66614,75108,55289,47722,25201,14026.0,23.46,23.519999999999985
45715,67554,67588,53573,4472,21128,71518,17097.65,84.6,88.44000000000015
41024,36276,59942,38083,37703,57170,69816,10595.27,23.46,21.519999999999975
55551,13611,7465,47043,29200,54108,34028,8711.22,10.83,10.32
47829,59251,49076,8532,53454,66643,23975,17087.63,141.98,149.00000000000028
8374,15490,42274,55458,64815,2506,40503,17078.72,288.76,310.40000000000055
57079,10328,51132,33920,25578,61732,22138,15212.87,29.98,28.119999999999976
3888,31731,38283,1037,67993,15576,75652,17076.2,162.48,170.68
762,26335,57747,13378,49890,66348,35923,17099.65,582.39,658.1999999999981
24414,9689,69052,68736,40372,18875,55195,16741.9,71.41,75.20000000000007
