n0,monte_carlo,monte_carlo_max_hop,two_hop
241,31.16,2.69,2.9200000000000004
310,30.68,2.15,2.08
105,54.27,2.99,3.1600000000000006
738,37.59,5.99,5.5199999999999925
405,46.0,5.43,6.479999999999992
490,15.36,1.83,1.8800000000000001
158,52.84,5.04,5.159999999999999
92,31.4,2.4,2.5600000000000005
68,55.71,4.65,4.760000000000002
20,97.07,11.78,11.67999999999999
411,24.85,2.34,2.6000000000000005
562,5.76,1.55,1.56
939,12.75,1.85,1.9600000000000002
296,22.52,2.2,2.16
819,40.79,2.91,2.8000000000000007
783,31.14,3.21,3.000000000000001
60,62.22,5.05,4.64
227,14.4,1.89,2.1599999999999997
532,26.64,2.64,2.6000000000000005
549,23.23,1.95,2.04
368,34.03,3.57,3.6800000000000006
283,29.28,2.56,2.5999999999999996
798,15.17,1.65,1.7199999999999998
176,28.46,1.92,2.2
846,25.2,2.85,3.0400000000000005
108,52.08,3.45,3.88
268,40.63,3.35,3.1200000000000006
219,37.58,3.5,3.2800000000000002
965,5.53,1.58,1.56
949,10.85,1.43,1.56
26,89.18,6.43,7.480000000000002
848,10.49,1.55,1.56
656,8.05,2.08,1.96
826,17.69,1.74,1.6400000000000001
266,14.59,2.16,1.96
819,45.38,2.77,2.8000000000000007
278,15.59,2.46,2.2
198,51.37,4.36,4.200000000000001
168,29.41,4.94,6.039999999999993
317,54.97,6.69,7.2799999999999905
296,21.14,2.33,2.16
642,20.62,3.3,3.2
888,6.73,1.55,1.56
749,36.36,3.17,3.0000000000000004
983,11.1,1.66,1.76
875,14.0,1.73,1.72
868,14.09,1.63,1.6800000000000002
901,12.84,2.15,1.88
381,65.86,6.3,6.24
88,71.72,5.5,5.480000000000002
865,14.75,1.84,1.84
620,28.69,2.59,2.6400000000000006
345,31.79,3.12,3.6800000000000006
687,29.31,2.26,2.3600000000000003
397,32.75,4.14,3.680000000000001
518,16.22,2.66,2.76
254,47.51,7.78,6.759999999999993
182,33.76,4.61,4.12
253,56.02,3.53,4.000000000000001
484,33.73,3.55,3.6400000000000006
286,50.42,5.18,4.359999999999999
91,38.24,3.04,3.200000000000001
967,6.78,1.73,1.56
957,36.51,5.35,5.439999999999992
837,18.59,2.0,2.3200000000000003
886,43.23,5.11,5.639999999999992
964,19.99,1.56,1.56
560,18.73,1.48,1.56
860,6.65,1.77,1.64
307,25.6,1.96,2.2800000000000002
7,125.33,20.5,21.31999999999999
930,39.92,4.2,4.080000000000001
298,35.89,2.89,2.68
586,16.36,1.83,1.76
721,28.72,1.84,1.72
903,20.98,1.91,1.96
319,47.11,3.23,3.4400000000000004
868,15.95,1.67,1.6800000000000002
783,36.74,2.62,3.000000000000001
520,30.78,3.1,3.24
199,39.08,3.82,3.6800000000000006
423,22.55,1.77,1.8800000000000001
433,29.72,2.81,2.6800000000000006
613,18.4,2.18,2.16
295,55.06,5.22,5.160000000000001
441,14.05,1.47,1.6
462,33.24,1.79,1.88
165,33.11,3.27,2.84
238,36.8,2.72,2.76
312,14.49,1.86,1.8399999999999999
265,32.75,3.75,3.7600000000000007
832,19.52,1.76,1.8
816,13.18,1.62,1.56
44,100.79,11.75,11.63999999999999
83,43.17,5.01,4.640000000000001
47,62.95,7.55,7.480000000000001
473,57.73,3.96,3.5999999999999996
641,12.99,1.88,1.96
287,22.49,2.77,2.6
531,34.66,3.23,3.400000000000001
