n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
978,883,970,869,57,93,86,369,855,37.18,22.54,22.34417085849647
173,753,828,685,874,315,257,620,217,42.85,24.8,24.34026686443908
621,36,595,697,162,441,653,402,822,43.45,27.81,28.458143067645995
740,880,521,972,380,557,958,455,514,26.91,18.09,17.390591894232077
274,922,36,891,28,372,476,954,326,59.97,35.62,35.79509885373969
929,389,433,913,905,538,168,573,181,27.01,19.15,18.887247702623064
241,236,24,180,332,177,139,522,522,48.19,32.07,31.59064893822309
368,526,690,573,186,915,456,815,424,33.98,21.4,21.272388661780624
752,537,928,930,781,372,808,607,362,33.44,20.83,20.43998636443438
370,879,984,456,165,977,772,409,732,31.77,19.31,19.32104692167607
756,472,670,543,255,501,285,947,510,34.11,18.28,18.995759250802298
512,527,851,815,362,677,904,465,921,33.22,21.09,21.161229766046006
924,472,359,581,743,942,570,741,467,30.84,18.63,19.822396537192315
498,674,227,963,332,834,716,855,170,31.43,18.05,18.983497140325696
897,929,631,274,791,933,491,316,310,27.24,17.74,17.757310125444445
980,818,723,851,516,575,530,519,667,25.07,17.21,17.010594642008883
630,602,416,319,748,212,500,524,375,34.88,23.22,23.17915614956061
956,700,638,903,77,803,840,349,743,31.43,19.5,19.866424830010832
8,929,834,195,762,108,60,588,668,50.77,30.6,31.092066618840203
50,279,605,232,698,896,937,108,772,35.93,20.19,20.895184222801387
534,139,874,272,250,844,215,966,901,41.24,26.25,25.041706404314375
61,433,919,734,777,32,58,371,368,42.76,26.78,25.806970008866717
176,255,688,24,84,117,977,69,25,70.68,43.8,45.13424905719494
41,746,940,21,382,261,130,832,958,52.6,35.6,34.50344830933952
160,752,188,535,708,1,394,603,44,45.29,27.63,26.682610344023225
813,253,155,994,37,4,352,960,630,62.43,33.02,33.262606872384744
642,760,765,115,292,345,500,31,315,46.08,27.72,27.621256771378174
459,564,784,619,757,46,923,270,773,34.26,22.38,22.426567661590568
411,883,636,722,157,484,981,230,95,29.64,20.09,19.254937155197236
676,703,323,858,104,24,458,807,895,45.2,24.6,25.216783811007385
970,130,530,598,799,402,498,527,335,35.7,20.27,20.52255126767315
147,895,982,349,265,268,620,993,429,32.66,19.71,20.674994979712423
668,18,716,571,982,143,686,58,259,54.13,31.06,32.530426884597354
34,134,165,174,98,464,650,237,520,52.88,26.2,26.81836139307196
938,725,956,32,252,238,731,455,75,31.0,20.32,21.18138622813483
256,82,605,233,639,810,819,638,726,34.7,18.47,18.86685069882398
368,262,700,433,285,538,768,4,154,59.65,31.62,32.16902277097169
36,393,418,164,113,524,741,89,246,52.12,30.99,32.22802538433881
104,102,20,186,768,237,107,222,25,63.89,37.96,37.17252723831976
533,685,475,464,317,548,657,389,217,27.1,18.07,18.382821671290912
701,928,778,986,215,746,825,444,435,31.13,22.35,22.17114689675317
523,21,595,605,52,902,428,951,537,55.0,28.97,28.571109360299033
595,185,942,96,679,821,491,374,19,46.76,28.68,28.330190042705105
531,983,943,121,625,375,296,706,954,35.54,21.96,22.753630266023585
381,315,19,895,701,422,103,107,313,50.51,29.07,30.313060423372235
203,860,793,688,845,16,831,462,61,47.4,28.5,28.608062338801926
420,652,497,474,213,910,602,628,75,36.63,21.66,21.66175812525446
5,291,24,381,313,957,740,78,224,57.42,35.17,35.37262852127392
773,502,196,118,585,382,401,733,474,37.43,20.35,20.12341150656129
