n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
7585,6116,4376,2269,3049,105,5543,8237,7597,9907,1324,5472,9081,3278.32,65.27,68.45000000000003
670,6209,2775,7405,6923,2574,2759,3899,841,1817,2169,8294,9673,3288.17,61.38,59.870000000000026
1037,6285,1665,4770,3358,3674,6910,1437,4370,3438,6496,4606,5597,3292.46,52.27,53.690000000000026
707,3268,86,6736,897,6206,8056,2279,384,3878,6958,1835,9778,3282.23,91.1,95.51000000000006
63,1986,9481,3238,3326,5410,135,1368,2182,8843,286,8205,1389,3301.99,102.71,108.17000000000013
9387,8138,8807,3246,6883,1127,6523,3148,1530,9499,2381,2827,9976,3276.98,43.69,47.160000000000004
675,887,4423,9094,9934,2446,4396,9425,560,1987,6592,3879,2649,3288.71,68.74,68.62000000000009
8272,705,5995,8553,9670,9260,1421,5688,1801,9570,5989,7394,3441,3248.89,54.64,58.8700000000001
6589,3256,9411,300,6208,9957,5385,10,7103,1830,3496,3632,7274,3267.49,101.23,108.43000000000016
4417,5320,1455,5032,4667,1688,8478,903,416,6248,9182,7022,8148,3297.58,59.08,60.39000000000004
5670,4067,9273,1085,6963,3783,1569,6568,8353,6110,9182,6051,2279,3229.41,56.23,54.72000000000005
4756,2802,4242,481,827,2830,4308,2690,1970,9937,2430,194,799,3288.37,75.96,81.7100000000001
997,7379,3417,6371,4820,242,5808,4669,2304,7879,9206,4550,2249,3271.4,60.12,58.54000000000003
1418,9108,4849,1932,1074,6880,7395,2335,9206,6275,9636,2770,4491,3249.4,47.75,48.58000000000005
9785,9969,8100,5715,1625,793,4535,8664,2102,2839,1380,2657,3643,3286.63,49.34,49.310000000000045
213,3324,2881,7760,7482,9691,9162,8937,6361,1363,2835,8988,7898,3293.25,64.55,68.25000000000013
9714,4299,8772,1090,471,9519,9588,7139,8918,5058,8576,8634,8800,3239.68,52.67,53.46000000000004
1074,9402,8882,4920,1053,3674,2252,1690,1632,8055,7430,990,8031,3269.99,54.39,57.200000000000024
