n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
62380,155357,142666,34189,96981,240109,158314,124270,164028,152266,17177,158754,3451,238241,219537,123006,67988,30.08,28.43,28.600000000000012
144384,61428,50264,261002,187996,123276,141813,219273,144082,124873,104106,167527,225711,39483,60796,166424,39746,31.72,28.69,29.270000000000014
227552,242702,137148,102219,194314,3970,176006,203747,16785,41785,198765,251002,154953,11216,78975,204492,8129,30.08,28.58,28.380000000000017
215894,226892,70629,123928,155910,188435,241213,230375,101609,187204,206598,241460,111918,103537,190873,209953,151233,31.68,28.91,29.060000000000013
116554,252731,245258,35166,230389,95818,25547,9407,35643,129730,56881,67628,253094,176171,114337,204202,164272,30.7,28.43,29.11000000000001
224192,78912,110401,132970,218491,101152,150476,91989,140011,153373,106843,153158,60918,237031,88280,178777,240053,30.68,28.39,28.780000000000012
243517,7513,224500,73317,259781,158811,175970,182338,42755,183137,225610,85561,252872,142020,237160,149934,149188,28.94,27.93,28.170000000000005
27282,187122,171838,55345,165930,218001,259017,150348,70014,74699,32619,16635,126353,223855,167446,259471,126748,30.45,29.52,29.00000000000001
23204,90198,209871,17461,107600,235168,39522,5275,77041,111972,201534,108841,228790,31173,11584,158594,161096,30.63,28.33,28.900000000000016
199657,11780,99039,188334,153714,86757,144402,230924,241665,257067,73157,132492,61853,261753,9440,81178,1896,29.71,28.32,28.120000000000008
20177,28342,157224,140398,8225,248747,51743,254654,106938,76444,160030,69041,40946,180809,11124,256871,227483,30.0,28.09,28.390000000000015
89080,82268,94423,251306,36261,235053,225891,99035,98763,120693,228036,136334,101238,168791,227234,156146,178512,30.28,28.74,28.330000000000013
146606,26888,162562,255035,246578,212733,132914,71119,113034,166275,188825,187595,62294,245481,78928,114673,256323,29.51,28.12,28.700000000000006
67694,136610,79427,143767,88842,3003,206673,108844,258855,152034,82542,5256,98701,161427,154456,165722,34935,30.48,29.17,28.840000000000014
15749,166076,164453,87149,122224,92514,178069,240474,92425,159610,185322,73118,193471,128320,5815,154501,15879,30.2,28.08,27.92
250305,177214,5571,252524,96774,65830,164618,119619,78285,155365,157667,83892,46509,95408,48561,81964,198733,31.26,28.32,29.15000000000001
96771,221207,156138,69241,78749,206386,98870,27491,202446,213137,7057,254639,149227,179236,192721,34451,81269,28.45,28.2,28.090000000000003
131074,58336,171369,210713,70615,62572,85927,49124,177750,114094,170272,182993,25433,26697,157476,84401,248813,31.27,29.41,29.220000000000013
87491,176928,218507,58840,114931,212275,224273,251839,44376,20957,88266,194529,170454,57152,231970,149003,118253,30.12,29.01,28.870000000000008
70936,58989,206309,31698,8889,138838,251024,50018,82612,211491,219206,219801,150689,48126,226421,73031,89157,30.93,28.71,28.890000000000008
211609,217041,168280,22422,211355,162354,90513,154528,33997,110434,76531,135894,208106,222815,71086,121823,90794,29.93,27.77,28.350000000000016
166246,109289,76126,110040,148984,107353,9317,241333,108335,40893,52316,1222,125135,247272,218245,230681,163226,29.78,27.63,28.13000000000001
258713,133730,113862,146504,249079,258410,243106,188025,58219,8472,195434,119713,219335,197494,173798,196087,136056,30.67,29.31,29.090000000000007
252540,75770,142569,89409,233230,59628,225845,17843,224914,154318,254532,75238,31456,212386,64103,11816,9212,29.98,28.95,28.670000000000012
236875,210489,181850,134295,242182,52027,235029,231619,235844,112692,151244,12938,3445,126103,195375,31670,45041,30.95,28.29,28.75000000000001
131907,78613,62664,173774,5202,137616,140770,108462,13958,246164,239359,160475,29776,89483,32874,66184,254801,30.32,28.64,28.92000000000001
225880,141814,125094,212743,205081,16087,92233,57882,51729,32039,140151,232688,214122,31250,44905,62772,207532,29.35,27.6,27.55000000000001
71764,241635,233212,211301,33681,215875,241369,1967,127795,164785,149656,226113,104930,13089,198309,71145,65079,30.74,28.95,29.31000000000001
70408,162028,138219,136228,110882,13362,123967,84702,203554,214833,474,224663,14374,203225,33256,12107,32670,29.75,27.4,27.880000000000006
13063,17935,126566,255509,8653,223988,186835,22577,135110,131627,128448,82810,41167,82465,18815,92088,101134,29.58,27.82,27.87000000000001
169584,102140,153777,79722,94590,69449,50090,259004,86186,112381,32441,33452,145627,914,187706,189540,99677,31.27,28.84,29.020000000000014
208481,20945,148565,46807,11262,97851,120800,158448,170464,205159,141904,99684,166900,210019,11387,163296,232400,30.03,28.46,28.260000000000005
113139,13910,97627,164480,130063,199240,184255,82561,110235,249112,181960,109652,120806,4698,64247,57317,140466,30.17,28.11,28.740000000000013
70802,182234,154639,18764,210537,111381,58835,111635,34174,230600,7364,245493,85344,98103,253968,235367,146558,30.86,28.26,28.360000000000014
207334,228157,68728,31837,121672,181024,32281,246169,213181,191765,173615,222767,232611,138983,207741,98678,174997,30.18,28.1,28.900000000000013
28476,192344,83464,147808,139453,27035,212761,154077,187847,1284,124137,37622,61858,202979,101888,11616,138203,29.9,27.73,28.31000000000001
24064,147933,26030,172807,230809,98503,46964,214812,6157,89517,220603,223425,31793,6676,221234,30171,176563,29.5,27.39,28.020000000000007
126332,219200,182543,249668,74578,151801,78481,209386,23274,9507,261159,201174,147754,134040,138675,187474,62470,30.98,28.27,28.380000000000013
27982,145348,196336,26191,244989,145049,16027,144210,84999,227913,147843,47296,217070,20273,63471,261711,47126,30.55,28.54,29.33000000000001
169337,65527,119050,161475,183530,197536,247103,103213,66295,96330,157143,103976,246091,91824,145919,109633,253313,30.2,28.5,28.220000000000013
21826,98389,131153,61673,255080,243660,108221,221145,195928,253517,42105,108860,181099,149003,198211,151997,176647,29.6,27.86,27.96000000000001
242203,135552,179715,126804,40940,168546,105133,235248,232667,39145,42620,25129,130536,196124,126746,240284,183144,28.82,28.14,28.15000000000001
135595,249218,116143,153739,188458,224947,48787,35726,70086,197146,52213,38418,153516,135166,82535,245049,60897,29.31,27.43,27.690000000000005
223213,181176,141042,249934,204350,77558,175999,184898,224210,108318,156034,223776,153242,153262,257885,70037,233153,31.28,28.33,28.64000000000001
57043,80537,6062,70279,125695,210789,100335,52592,45153,149392,94495,62606,84421,126509,202953,226440,37646,29.51,28.45,28.47000000000001
109685,259841,182859,125721,183891,157024,53937,122697,152179,218788,236389,215381,171021,146045,7279,126169,260253,30.4,28.92,29.060000000000013
188929,18972,224565,248395,104926,205288,192305,231171,251726,12018,122524,238785,60188,233567,61545,169934,188137,31.18,28.44,29.26000000000002
203773,177039,18157,251321,56982,223839,66629,63462,233353,49708,203371,67796,36039,49069,163029,184741,176984,30.01,28.61,28.750000000000007
225075,9636,235866,244783,66848,44488,226780,11802,82160,48042,110964,23844,191094,209426,22524,30924,24285,29.75,27.79,28.21000000000001
69252,218609,239534,76484,9470,93496,118582,152122,192438,177080,88248,1804,7702,87766,86892,114352,99529,31.08,29.36,29.210000000000008
127375,20438,55075,168900,153381,194607,250435,128446,102477,32879,142699,83575,31241,231565,72027,19986,174439,30.63,29.52,29.230000000000008
113393,29498,114928,232571,138276,238226,65779,25403,138330,246752,183684,98100,177845,202485,96582,198527,118072,29.38,28.06,28.63000000000001
77472,173775,177179,175627,171462,247521,211302,214263,69623,28092,197706,247581,252005,88743,176377,148385,140553,31.23,28.72,28.93000000000001
137803,29699,174819,129467,133348,92316,15603,188243,77181,177876,190813,148476,194579,47704,169301,169257,191417,30.8,28.35,28.800000000000004
165382,39201,46951,97197,233286,241167,171801,119075,32278,28368,244277,146743,37063,241384,86908,169077,188868,29.58,29.43,28.560000000000002
170285,156613,110136,145469,78791,169734,48995,119984,126451,81904,205052,46237,184933,17982,28159,187651,47510,31.74,29.54,29.140000000000008
197782,145157,142379,150957,193891,102722,94167,26176,69689,70999,100500,14017,228731,35788,11039,125488,132307,31.22,29.68,29.200000000000017
71111,64801,182307,201562,134931,92827,229441,87257,247737,105732,117501,141950,212115,202299,18147,92506,130549,30.25,28.61,28.41000000000001
222005,260999,29394,39736,70906,154696,26122,178646,29539,147943,204205,238536,190654,29384,48456,183021,49589,30.59,28.86,29.310000000000013
148659,109223,175675,194856,102546,213843,257795,196267,33679,155167,159355,38396,225318,104443,209242,50761,142795,29.61,28.11,28.33000000000001
138307,44651,148994,46894,52973,227690,65575,96888,204908,76812,7887,220803,210542,116611,233622,106752,248859,28.47,26.57,27.29000000000001
213519,100439,82823,144862,237545,152844,81161,166105,130499,256108,138694,179995,185320,78486,234802,225446,175018,29.9,28.11,28.45000000000001
126896,7909,157643,49934,190535,166209,622,28175,201970,198171,173522,61288,128941,45379,137269,163845,120726,29.97,28.12,28.52000000000001
52142,50708,205036,138817,55545,9715,213050,131189,242757,169334,248179,116450,29248,148374,74253,251401,172362,31.4,29.33,29.020000000000014
233845,40005,35543,122484,207716,23261,163388,242097,13266,6689,94345,162094,61188,132632,20404,130704,141264,30.43,28.4,28.56000000000001
4954,243747,89033,84703,86074,228199,90125,182100,181775,35220,21106,224995,219963,157581,203252,243001,8903,29.97,29.03,28.64
187682,20964,193913,260606,90070,261582,211466,53761,244250,16603,225826,52423,114563,183247,198403,57904,127140,30.76,28.64,28.760000000000016
82787,28605,206277,11193,107079,20432,221578,52508,185030,42158,102627,130322,124067,183311,17821,140885,223290,29.94,28.5,28.08000000000001
110653,54627,170194,128193,79862,6126,121741,119952,198468,181216,105239,114916,47340,119374,235775,9762,188662,30.14,29.09,28.62000000000001
67273,96189,222504,97248,117373,138760,94772,156362,105331,58680,254208,707,210814,54786,67809,205306,96896,27.78,27.35,27.400000000000013
37611,224239,120583,139938,51196,41705,54863,5826,44764,153230,105839,132029,44112,166911,7204,36505,28854,30.1,28.72,28.31000000000001
159562,44101,116061,128522,48444,15654,220617,5879,105672,117446,83324,106887,8608,184403,187170,13399,62715,29.22,28.04,27.81000000000001
105723,10259,103968,129300,6989,238276,253107,231493,57386,63324,24712,101996,124409,49976,43190,87288,163171,29.64,27.7,27.89000000000001
30447,90795,239255,32491,155822,13602,211671,190755,76232,72112,257238,206527,246935,122002,206901,244559,252094,29.91,28.98,28.52000000000001
