n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
250618,226258,248467,222574,14824,24008,22248,31.16,20.46,21.453877990043427
94649,219021,44324,192930,212064,175565,223827,22.91,17.86,18.094942138531763
80776,65951,158844,55631,159069,9367,152359,23.21,17.71,18.124390294730695
178584,41519,262070,112897,167371,103162,210677,26.1,19.85,20.41828852391524
189533,225507,260785,133448,248878,97533,142652,23.4,16.01,16.945054953605688
245291,116615,131613,70317,236246,9417,228336,29.35,20.03,19.852030708010044
7194,95424,121869,244277,83483,237961,99618,21.33,16.37,16.816490990603807
111047,233777,231752,137822,43119,146934,46513,30.16,20.61,20.35581350352497
61898,60451,6254,46326,85234,45505,35834,27.61,17.02,17.343290865525532
133737,133752,94290,261798,134673,176810,146771,25.78,18.22,18.2553861361728
47669,260879,234244,116821,208865,108703,192518,29.73,18.27,19.495828817809652
137721,237658,238152,199985,95487,207027,155578,22.48,18.1,19.201181348110538
92743,94866,257157,225172,252156,116855,42253,31.49,21.6,22.905812717788084
250329,197657,104821,187472,193616,120954,171680,31.57,21.46,22.350117666995725
139029,65510,128454,73164,242439,130564,131292,30.94,20.48,21.18171404603624
135106,217979,208723,92779,173456,231434,119193,24.82,18.39,19.296833950440615
235851,236762,120851,91953,148820,190286,241259,26.78,18.04,18.668690666232692
146166,189732,119682,127561,172722,58146,246571,32.83,21.4,22.217366314275864
85109,213564,183388,218897,43534,229820,238011,32.72,21.19,22.05848568627985
161571,70290,202633,238912,125767,81150,79507,25.57,17.74,17.945628706897054
250966,209520,185127,217859,132185,147374,135724,27.88,17.84,18.042311485435235
133000,170764,161430,154126,106606,81748,191608,25.81,19.12,19.514747829788867
54478,128163,134189,96101,244882,179367,163385,22.8,17.06,17.577248335685116
231229,19759,205594,215062,89511,190303,2207,19.46,16.18,16.341649629551295
237935,213662,50175,261375,195240,27828,15403,26.33,18.05,18.954933218650023
150579,171156,12821,71591,155110,59406,178907,24.91,17.9,17.59490317497293
229504,240082,27856,197753,136934,35782,223856,23.18,18.02,17.81988943963061
69688,64181,216202,55175,247354,230839,15829,44.59,25.73,26.43696302863762
110865,235396,187947,199074,8355,14888,94989,32.03,20.87,21.190539567409147
94429,45057,65405,176361,6145,21732,30205,28.47,19.74,19.430385645649782
250232,17685,6643,10715,191213,240813,5543,27.76,19.28,20.189038721617266
97805,67027,33498,213215,245357,41187,192620,27.94,21.32,21.40663872693718
48166,137125,181271,507,101073,154522,11314,24.69,17.27,18.084588375240017
208183,259522,64966,39693,254493,9507,1099,23.27,16.12,16.29795101087066
90230,246012,161281,164562,194631,195999,29652,33.07,21.9,22.680621586632373
74980,88398,128125,8076,80841,117611,144573,17.25,13.41,13.373212970565268
200794,158637,193972,11998,236459,69190,198092,33.85,22.46,22.78564172824129
105343,226084,162947,184901,40227,123936,251339,33.47,20.37,21.501038152516678
59120,24498,173232,180196,82917,219781,26751,26.63,18.74,18.344843507739697
6344,117393,206676,229313,248537,33432,135865,20.62,17.04,16.39979706370824
153342,204750,103010,127643,134952,85972,37704,27.37,19.63,19.56211409956149
229230,251587,89404,67920,68639,158879,254458,32.61,21.43,22.01755542572663
110036,171262,4727,183362,146263,251396,36849,34.38,21.97,22.14862266685372
175783,14884,66313,8796,34524,42248,44750,27.68,19.11,18.430286381662015
25132,118853,166481,60726,133237,240228,257809,23.22,16.95,17.696178770848736
185622,244876,8231,260708,64686,60941,187136,23.56,17.86,18.169650218430974
116574,19280,65740,21084,154989,59822,163620,25.29,17.74,17.735897158964118
207508,209769,163554,185990,94327,67268,179453,19.22,14.06,14.746676261219974
110891,73069,137937,196785,1264,39614,9305,26.46,17.68,18.100111602357305
100860,107145,42004,29143,134239,189731,23021,21.44,15.88,16.581650522450097
63141,26715,26154,5190,47647,196761,60693,22.95,15.88,16.361902922952588
27583,56977,6406,136507,175502,121740,118976,25.91,20.47,20.856760531345188
81192,140386,168233,99615,55692,179486,237649,25.42,17.89,18.555151875660552
199367,252475,55087,191084,211308,113700,111568,28.59,18.56,19.66561725628773
134087,5589,152325,155016,13430,231063,109580,38.3,21.48,22.686709187928354
243500,137642,152395,47507,241334,24585,173878,28.69,19.77,19.052912024168894
210411,125777,95992,5107,136107,251833,241552,30.15,19.85,20.297739125989107
31087,160041,96071,75911,180982,257824,244435,24.96,18.65,18.90886069995573
