n_nodes,influence,n0,n1,n2,n3,n4
5,186.8000,37,13,14,63,33
5,186.8000,37,13,14,63,33
5,186.8000,37,13,14,63,33
5,186.8000,37,13,14,63,33
5,186.8000,37,13,14,63,33
5,186.8000,37,13,14,63,33
5,186.8000,37,13,14,63,33
5,186.8000,37,13,14,63,33
5,185.5100,37,13,14,68,33
5,185.5100,37,13,14,68,33
5,185.5100,37,13,14,68,33
5,185.5100,37,13,14,68,33
5,185.5100,37,13,14,68,33
5,184.6400,63,103,13,14,33
5,184.6400,63,103,13,14,33
5,184.6400,63,103,13,14,33
5,184.6400,63,103,13,14,33
5,184.6400,63,103,13,14,33
5,184.6400,63,103,13,14,33
5,184.6400,63,103,13,14,33
5,184.6400,63,103,13,14,33
5,184.6400,63,103,13,14,33
5,184.6400,63,103,13,14,33
5,184.6400,63,103,13,14,33
5,184.6400,63,103,13,14,33
5,184.6400,63,103,13,14,33
5,184.6400,63,103,13,14,33
5,184.6400,63,103,13,14,33
5,184.6400,63,103,13,14,33
5,184.6400,63,103,13,14,33
5,184.6400,63,103,13,14,33
5,184.6400,63,103,13,14,33
5,184.6400,63,103,13,14,33
5,180.0500,39,103,13,14,63
5,175.9700,37,13,14,63,54
5,175.9700,37,13,14,63,54
5,174.3500,63,103,13,14,54
5,174.3500,63,103,13,14,54
5,174.3500,63,103,13,14,54
5,174.3500,63,103,13,14,54
5,174.3500,63,103,13,14,54
5,174.3500,63,103,13,14,54
5,174.3500,63,103,13,14,54
5,174.3500,63,103,13,14,54
5,174.3500,63,103,13,14,54
5,174.3500,63,103,13,14,54
5,174.3500,63,103,13,14,54
5,174.3500,63,103,13,14,54
5,172.6700,33,103,13,14,95
5,172.6700,33,103,13,14,95
5,172.6700,33,103,13,14,95
5,172.1600,33,103,13,14,353
5,172.1600,33,103,13,14,353
5,172.1600,33,103,13,14,353
5,172.1600,33,103,13,14,353
5,172.1600,33,80,13,14,63
5,172.1300,33,408,13,14,63
5,171.2900,33,482,12,13,14
5,170.8400,37,13,14,63,95
5,170.8400,37,13,14,63,95
5,170.8400,37,13,14,63,95
5,170.8400,37,13,14,63,95
5,170.8400,37,13,14,63,95
5,170.8400,37,13,14,63,95
