n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
864,394,776,911,430,41,265,988,523,497,414,940,802,849,310,991,488,35.19,26.72,27.080000000000002
366,597,913,929,223,516,142,288,143,773,97,633,818,256,931,545,722,34.76,27.21,26.580000000000005
829,616,923,150,317,101,747,75,920,870,700,338,483,573,103,362,444,38.89,28.07,28.45
323,625,655,934,209,989,565,488,453,886,533,266,63,824,940,561,937,40.26,30.26,30.739999999999995
14,95,736,860,408,727,844,803,684,640,1,626,505,847,888,341,249,45.34,33.16,32.589999999999996
747,333,720,891,64,195,939,581,227,244,822,990,145,822,556,458,93,33.36,26.47,26.910000000000004
82,327,896,520,955,501,111,308,564,298,723,127,560,340,834,944,553,34.99,27.41,27.050000000000004
208,986,818,617,560,601,294,455,93,610,817,394,324,589,247,297,188,35.0,27.06,27.48
193,841,191,33,627,672,266,487,70,91,695,775,133,897,153,945,39,40.94,32.53,32.54
862,82,919,716,945,849,553,699,400,857,722,537,282,534,831,241,869,32.32,25.73,26.210000000000004
220,916,695,603,845,972,429,593,281,461,504,676,656,717,938,812,365,34.51,25.69,25.640000000000004
84,332,627,118,498,601,645,343,865,194,248,16,749,277,119,722,225,44.99,32.88,33.6
380,813,174,340,436,835,63,103,801,149,875,714,224,46,836,587,649,41.63,30.19,30.610000000000003
931,958,547,616,696,75,27,127,650,193,620,850,589,122,400,93,379,41.2,32.1,32.690000000000005
853,118,37,620,22,199,984,993,189,735,126,490,215,744,819,62,959,46.47,31.85,32.3
695,23,557,435,635,103,855,266,71,226,73,662,308,358,446,184,62,46.01,32.79,34.4
515,478,40,610,103,716,400,204,266,367,926,749,481,858,923,940,583,35.51,26.7,28.390000000000004
173,714,688,208,989,785,59,807,692,162,865,165,350,542,256,120,611,35.77,28.37,28.480000000000004
943,452,681,179,13,482,697,419,921,582,895,520,939,318,664,365,397,42.34,29.52,31.720000000000002
857,673,256,157,574,707,12,468,759,80,343,756,46,557,287,138,245,48.64,35.16,34.38
780,976,493,360,624,294,689,367,604,969,913,648,874,635,135,732,317,36.17,27.95,26.930000000000003
397,766,424,848,666,82,1,608,196,715,342,163,245,228,652,458,387,38.78,28.83,28.780000000000005
727,896,689,581,895,424,32,411,892,718,581,428,790,678,726,47,169,36.93,27.17,29.640000000000004
456,65,265,718,161,457,540,906,498,929,574,618,773,0,905,39,506,45.62,35.76,36.279999999999994
333,319,857,478,51,828,842,896,997,831,425,192,561,986,648,85,857,36.56,27.28,28.91
742,133,15,411,972,694,427,323,3,218,14,734,772,2,842,691,541,55.42,45.32,45.55
626,100,195,121,622,664,203,894,309,286,705,186,102,487,874,944,406,37.44,28.12,27.680000000000007
642,83,22,281,935,463,819,811,118,882,262,136,669,533,836,666,660,39.5,28.0,28.200000000000006
