n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
59,78,47,34,17,22.68,12.16,11.920000000000002
23,86,0,43,64,22.05,14.17,15.120000000000003
59,77,10,42,70,21.5,12.29,13.160000000000002
78,89,5,93,48,19.95,11.58,12.640000000000002
21,90,57,92,54,15.59,9.32,9.719999999999999
20,21,30,6,14,24.96,16.12,16.680000000000003
16,64,75,8,99,21.46,11.58,11.16
88,49,95,13,37,22.43,12.45,12.68
26,86,28,92,53,19.68,11.67,11.719999999999999
11,98,34,26,50,20.64,11.44,12.160000000000002
35,43,5,25,90,20.65,12.37,12.64
0,52,7,48,62,24.34,16.84,18.84
17,3,30,54,94,25.33,17.45,18.720000000000002
14,76,0,15,97,24.42,16.81,17.400000000000002
74,25,25,42,1,16.39,8.96,10.920000000000002
10,17,69,2,64,23.12,14.58,15.560000000000002
10,73,63,68,25,19.74,12.69,13.440000000000001
53,8,50,24,81,20.32,11.77,12.68
97,11,89,74,18,22.08,14.12,15.0
22,77,92,5,6,23.35,14.02,14.72
34,71,87,77,19,21.42,12.86,12.72
95,34,94,73,4,21.15,15.67,15.880000000000004
15,90,51,30,20,20.77,13.23,13.520000000000001
78,64,5,94,46,17.87,12.41,11.68
86,66,75,72,99,16.31,9.83,9.92
88,11,44,14,74,24.13,14.97,16.080000000000002
46,57,26,51,25,20.6,11.5,11.719999999999999
73,95,2,48,77,19.35,12.09,12.8
42,0,55,14,27,25.08,16.66,17.48
28,56,34,41,11,21.66,13.4,13.720000000000002
39,80,36,13,66,19.85,11.79,12.64
7,3,48,99,71,24.92,17.85,19.16
54,63,44,90,99,18.68,11.25,11.200000000000001
31,72,94,8,54,18.93,11.58,12.56
82,29,12,97,51,21.01,12.21,12.32
65,47,71,47,17,17.94,10.07,11.88
85,37,21,88,33,18.1,11.1,11.24
3,6,22,33,21,27.14,19.88,22.400000000000006
15,77,18,1,6,23.71,15.1,16.240000000000006
7,57,26,49,37,22.68,13.91,14.120000000000001
78,1,45,36,18,20.98,13.35,13.120000000000001
61,71,35,17,11,22.41,13.44,13.519999999999998
95,71,37,89,15,21.05,11.77,12.040000000000003
8,53,57,18,90,21.51,13.49,13.560000000000002
71,97,49,75,21,18.65,11.08,11.080000000000002
84,91,35,98,76,17.58,9.79,9.88
77,63,44,12,6,22.25,14.33,15.600000000000001
35,67,16,22,80,19.7,10.99,11.360000000000001
10,20,99,28,1,22.97,15.29,16.000000000000004
25,22,60,58,75,20.35,11.67,11.32
71,69,49,10,22,22.34,14.26,14.96
70,61,75,33,68,17.18,10.47,11.08
8,83,3,74,74,22.93,16.49,19.560000000000002
55,69,39,67,67,12.35,7.1,9.36
68,82,8,82,73,19.44,9.65,12.600000000000001
69,38,8,92,28,20.78,13.5,14.440000000000001
92,17,13,12,89,22.58,13.17,14.360000000000001
62,58,7,62,81,19.42,10.28,13.920000000000002
93,6,86,77,3,24.31,19.09,20.320000000000004
47,31,58,29,47,16.49,9.39,11.16
93,73,79,63,31,16.96,10.58,10.88
4,79,76,10,78,24.74,15.94,16.560000000000006
6,86,52,52,75,16.94,10.7,13.440000000000001
8,10,24,4,77,23.65,17.9,18.280000000000005
96,23,10,8,3,26.12,19.28,21.360000000000007
45,79,60,70,68,16.38,9.89,9.799999999999999
60,3,90,99,9,25.17,19.34,20.320000000000004
42,10,41,1,59,21.4,12.46,12.680000000000003
57,75,19,49,61,18.81,10.65,11.28
17,13,44,85,29,22.79,12.64,14.080000000000002
57,99,16,24,28,21.28,11.53,12.52
13,14,6,15,9,24.74,18.08,20.000000000000004
82,10,47,13,94,25.06,14.24,14.16
3,59,80,66,25,23.8,16.43,18.360000000000003
47,81,10,30,0,24.36,18.14,18.800000000000004
32,97,66,87,25,21.14,9.9,10.16
1,56,32,78,2,17.12,11.04,10.520000000000001
13,66,53,7,32,21.2,12.51,13.24
60,40,77,28,81,20.01,10.9,12.08
7,87,35,16,38,20.15,12.59,13.200000000000001
4,23,45,51,0,23.28,16.12,18.240000000000006
38,12,3,40,56,23.97,17.84,19.8
31,53,77,41,62,19.38,10.4,11.240000000000002
72,44,51,55,26,19.9,11.27,12.120000000000001
10,35,38,59,59,18.17,10.32,13.000000000000004
78,72,58,56,49,19.51,11.48,11.760000000000002
23,42,51,7,41,22.21,12.9,14.000000000000002
11,21,40,69,3,25.54,18.39,19.160000000000004
24,27,91,46,84,18.85,11.08,11.72
17,80,10,43,57,23.5,14.31,14.48
77,76,97,85,93,18.41,10.66,10.32
49,27,89,69,98,17.62,10.85,11.92
42,9,2,85,70,21.34,14.02,14.960000000000003
53,60,29,93,41,20.76,10.15,10.88
97,65,64,12,59,21.38,12.43,12.36
91,0,36,68,26,25.13,15.81,17.240000000000002
9,28,1,40,5,22.83,15.39,17.120000000000005
11,19,42,20,88,21.7,14.59,15.399999999999999
12,65,51,83,50,18.68,11.57,11.96
49,75,64,17,65,18.4,12.44,12.0
