n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
3792,5023,3058,2188,1134,1524,7098,5543,52,799.78,15.38,15.1
2771,4118,3798,4953,662,2736,4540,5051,5735,1603.0,59.87,60.69000000000011
335,5965,3104,1387,5762,3702,5939,3461,1287,1647.91,108.54,119.81999999999996
1379,1949,420,908,1084,4147,4836,518,6342,1223.23,22.16,21.70999999999999
5639,3142,6468,6112,832,2385,1679,5523,1837,1603.99,67.66,70.14
5944,6496,3455,718,6328,2185,1719,3248,2303,1655.09,77.22,79.6
2798,6631,353,1634,5806,43,3368,448,3103,1663.63,102.71,100.09999999999995
6928,4028,1139,192,1939,3479,6031,6969,917,1638.42,60.22,65.62999999999998
4889,31,993,6261,4740,1619,6981,1663,2705,1661.46,133.41,147.44000000000008
67,684,1091,4421,143,4102,694,4693,4069,1651.7,93.55,99.45000000000012
4403,1623,3441,563,3261,1574,5232,6266,765,1358.88,32.59,34.07000000000005
5741,4749,1190,1413,4988,5895,337,443,2211,1518.12,32.23,32.699999999999974
4547,5596,4967,6979,1223,6104,2198,6036,4712,1510.19,25.25,25.37999999999999
280,993,5779,3296,1939,1324,5006,4136,352,1597.36,67.45,74.73000000000002
6029,2997,6927,5522,4276,4835,4630,6345,5633,909.06,17.06,17.07
710,7105,2844,900,7078,4785,2994,3697,1720,1636.54,64.01,65.59000000000012
3294,1628,4705,6108,150,3104,6548,4978,2692,1243.52,26.46,26.220000000000002
5,3551,915,1748,1816,3637,2208,2660,6674,1667.29,116.07,113.10999999999991
727,2516,5156,2333,844,4239,6423,451,208,1655.12,116.47,124.88999999999986
3124,6395,4591,6615,3511,4074,2835,5811,6371,1583.67,45.14,44.02000000000006
2033,4636,6042,542,3481,5307,1891,784,6231,1654.7,145.19,159.54000000000013
3284,4176,3055,7044,4591,3025,1139,5468,2378,1640.23,74.92,72.6800000000001
1401,5674,6908,2121,240,413,6632,1415,2154,1655.54,92.37,93.19000000000005
1345,985,4968,1215,97,399,498,3689,1708,1652.27,91.36,92.5400000000001
6443,3185,2410,5009,121,6542,2904,2334,1152,1657.55,82.33,89.4800000000001
3939,4603,2275,1124,709,6123,4554,2424,5701,1619.5,51.78,50.42999999999991
966,537,3440,3697,1167,5765,4603,6260,6511,1321.67,18.66,17.979999999999993
3137,4818,6576,1385,5432,5861,2245,6321,4892,1653.82,53.08,58.38000000000004
4984,4050,2857,812,396,2267,4332,1051,1419,554.68,14.07,14.649999999999991
6540,5158,6720,690,1328,6390,6468,1821,7037,1648.85,195.1,213.58999999999966
106,1662,1440,3880,3741,4845,4581,4468,3180,1576.61,34.74,35.33999999999998
681,1417,4494,3949,4857,2149,4386,545,5333,1657.89,79.47,79.14999999999999
235,4759,4794,3569,4459,2529,4288,4317,4400,1394.83,29.64,33.949999999999896
5256,6521,537,5265,4701,4441,2460,526,5938,1227.98,23.33,24.140000000000008
1837,5903,1126,845,816,5730,4027,3715,495,1649.11,112.85,116.8300000000001
4015,5216,5959,433,5560,4939,239,3056,1995,1618.33,52.03,52.60000000000003
3757,1893,3041,6743,5976,4695,5119,4062,1991,1640.05,57.47,60.59000000000001
294,5099,4890,693,5023,384,5554,3356,3331,1651.53,91.99,98.65000000000006
4821,564,661,1549,279,4981,6165,1485,691,1639.31,63.6,62.410000000000025
531,244,2906,5116,3852,4481,4387,3888,212,1654.93,108.41,113.55000000000003
5763,6353,616,2734,693,6412,2633,70,3799,1656.3,105.91,113.87000000000006
3679,4835,1217,3162,3917,6822,1129,870,2857,1553.64,34.72,36.649999999999984
5498,1894,3698,6389,1060,1574,1811,891,906,1584.85,54.46,52.320000000000114
431,983,611,5286,676,3050,848,6070,192,1643.66,107.03,111.89000000000017
3829,5132,4276,1643,3026,5199,664,1934,44,1659.67,186.2,205.98999999999978
2100,6253,4242,5593,1616,126,3598,2074,5003,1556.85,57.68,61.19000000000019
182,845,4255,6553,3417,473,2058,3895,6976,1654.01,72.54,81.96000000000012
2581,4958,1807,5234,480,5580,2254,1083,2458,1652.37,138.85,143.3000000000002
318,6555,1529,2895,6441,3303,59,2479,7038,1651.7,93.68,94.41999999999997
773,241,2602,3598,2024,3412,4949,2635,4028,1644.19,164.36,168.7899999999999
4615,2842,6857,3269,3523,1711,643,2264,2464,1648.63,40.91,41.780000000000015
3782,3822,5000,4656,3734,3603,3154,1526,2699,1601.12,48.81,47.21000000000009
3294,482,2662,752,1397,2601,4455,220,1544,1652.54,330.89,412.9300000000002
1729,5829,2986,5396,1127,5123,703,2767,3662,1320.27,24.53,25.490000000000023
4968,4911,6239,5490,6009,3152,1730,5709,4439,1146.46,19.56,20.230000000000025
6319,2747,621,156,5486,4525,3455,3855,1862,1658.37,132.46,139.04000000000013
7101,5957,2651,6258,6828,6546,4211,4115,811,668.83,18.54,16.82000000000002
3794,5872,26,2331,4370,1680,585,1832,88,1587.15,52.31,54.03000000000007
2577,344,749,1221,2691,1337,5682,786,4174,1646.63,308.44,377.4399999999994
6750,6469,3307,5318,6879,3239,3190,4805,4146,1391.72,28.43,28.440000000000047
7113,1104,4167,5654,2927,2940,2211,1654,2625,1633.03,63.67,69.82000000000001
