n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
864,394,776,911,430,41,265,988,523,497,414,27.06,18.24,18.98
940,802,849,310,991,488,366,597,913,929,223,19.6,16.5,15.860000000000003
516,142,288,143,773,97,633,818,256,931,545,22.75,17.86,17.590000000000007
722,829,616,923,150,317,101,747,75,920,870,23.88,16.67,17.27
700,338,483,573,103,362,444,323,625,655,934,26.56,18.17,19.02
209,989,565,488,453,886,533,266,63,824,940,28.08,21.65,21.089999999999996
561,937,14,95,736,860,408,727,844,803,684,34.78,23.82,23.109999999999996
640,1,626,505,847,888,341,249,747,333,720,23.37,17.58,17.090000000000003
891,64,195,939,581,227,244,822,990,145,822,21.31,15.36,16.710000000000004
556,458,93,82,327,896,520,955,501,111,308,25.32,20.08,20.06
564,298,723,127,560,340,834,944,553,208,986,22.36,16.22,16.210000000000004
818,617,560,601,294,455,93,610,817,394,324,23.7,17.7,17.57
589,247,297,188,193,841,191,33,627,672,266,25.84,18.13,19.390000000000004
487,70,91,695,775,133,897,153,945,39,862,30.58,20.93,21.07
82,919,716,945,849,553,699,400,857,722,537,22.66,17.06,17.020000000000003
282,534,831,241,869,220,916,695,603,845,972,25.74,17.93,17.789999999999996
429,593,281,461,504,676,656,717,938,812,365,18.9,15.83,15.740000000000006
84,332,627,118,498,601,645,343,865,194,248,29.72,21.19,21.61
16,749,277,119,722,225,380,813,174,340,436,28.07,19.57,20.01
835,63,103,801,149,875,714,224,46,836,587,29.27,20.24,21.35
649,931,958,547,616,696,75,27,127,650,193,28.57,22.15,21.94000000000001
620,850,589,122,400,93,379,853,118,37,620,27.72,18.63,20.03
22,199,984,993,189,735,126,490,215,744,819,28.29,20.82,20.10000000000001
62,959,695,23,557,435,635,103,855,266,71,30.93,22.06,23.639999999999997
226,73,662,308,358,446,184,62,515,478,40,28.1,19.68,20.62
610,103,716,400,204,266,367,926,749,481,858,24.82,18.19,18.939999999999998
923,940,583,173,714,688,208,989,785,59,807,24.81,18.93,18.830000000000002
692,162,865,165,350,542,256,120,611,943,452,24.45,17.05,17.380000000000006
681,179,13,482,697,419,921,582,895,520,939,28.9,20.68,20.75
318,664,365,397,857,673,256,157,574,707,12,33.47,23.36,23.31
468,759,80,343,756,46,557,287,138,245,780,27.04,20.63,20.240000000000002
976,493,360,624,294,689,367,604,969,913,648,21.43,17.03,17.14
874,635,135,732,317,397,766,424,848,666,82,24.64,18.39,18.3
1,608,196,715,342,163,245,228,652,458,387,28.05,18.27,19.000000000000004
727,896,689,581,895,424,32,411,892,718,581,23.59,16.3,19.19
428,790,678,726,47,169,456,65,265,718,161,23.19,18.5,18.790000000000003
457,540,906,498,929,574,618,773,0,905,39,36.9,25.69,26.939999999999998
506,333,319,857,478,51,828,842,896,997,831,22.59,17.02,17.320000000000004
425,192,561,986,648,85,857,742,133,15,411,32.07,21.98,22.779999999999998
972,694,427,323,3,218,14,734,772,2,842,45.76,37.53,35.849999999999994
691,541,626,100,195,121,622,664,203,894,309,22.86,17.49,17.210000000000004
286,705,186,102,487,874,944,406,642,83,22,27.81,21.1,20.9
281,935,463,819,811,118,882,262,136,669,533,19.05,16.28,16.350000000000005
836,666,660,355,117,892,158,285,871,19,43,30.35,22.6,22.380000000000006
41,210,697,265,571,322,969,375,960,581,931,29.04,20.1,19.769999999999996
869,43,866,767,984,718,622,671,506,729,659,21.03,15.84,15.720000000000002
924,469,655,445,381,892,550,182,212,384,601,29.52,20.41,21.38
298,9,141,154,277,341,345,808,376,735,95,37.63,25.13,25.01000000000001
346,798,635,36,42,276,167,153,597,296,369,26.17,20.43,19.610000000000007
404,561,132,300,117,489,748,245,956,49,315,31.21,22.17,23.129999999999995
183,877,535,746,72,309,412,855,336,306,424,25.01,18.85,18.47
111,101,574,930,492,485,345,861,817,999,831,25.26,19.29,18.359999999999996
351,127,490,118,716,509,436,38,309,343,752,22.84,17.74,17.710000000000004
703,915,159,941,170,641,578,384,825,997,654,22.29,16.13,16.67
89,67,827,86,202,767,226,62,394,8,100,35.75,22.94,23.540000000000003
403,569,531,296,459,942,500,807,598,731,695,23.0,16.97,16.860000000000003
222,433,85,377,225,267,599,795,170,441,196,23.96,17.21,17.89
367,117,65,841,884,873,718,28,924,538,462,31.7,19.62,21.509999999999994
770,693,206,121,509,407,262,212,656,43,970,28.04,19.99,19.550000000000008
816,221,638,149,107,202,469,387,370,559,846,25.29,17.28,17.860000000000003
154,107,610,499,151,577,415,653,696,433,898,23.57,17.95,17.570000000000004
533,507,695,939,909,330,853,510,510,650,686,21.38,16.02,17.49
895,206,555,624,953,224,9,348,722,985,764,28.24,22.13,22.510000000000005
920,325,837,329,36,537,151,895,263,617,802,29.75,20.69,21.759999999999998
159,862,388,596,301,735,723,826,481,67,819,23.43,18.38,17.890000000000004
86,528,889,937,40,67,230,133,41,307,15,32.92,22.19,23.3
777,864,459,338,882,164,819,152,889,671,471,25.31,17.63,17.53
991,380,517,391,922,542,514,34,587,92,694,25.55,17.34,17.920000000000005
813,824,530,776,614,78,764,436,927,772,211,22.52,16.79,16.910000000000004
296,548,922,612,427,845,995,493,865,810,995,19.97,14.68,16.380000000000003
397,622,600,239,871,885,817,20,672,906,0,37.17,27.09,27.72
758,186,309,519,583,260,340,67,505,880,268,22.07,16.97,17.690000000000005
965,844,310,791,417,393,829,392,63,167,656,23.74,16.87,16.800000000000004
957,130,244,293,746,849,342,56,964,36,492,28.89,19.87,20.95
427,144,503,911,884,616,734,83,689,715,155,29.83,19.22,20.47
829,361,421,36,626,477,395,469,48,103,482,31.16,22.79,22.110000000000003
796,155,20,33,612,632,135,645,331,107,716,34.33,22.37,22.950000000000003
562,664,354,199,392,802,795,796,502,113,902,21.23,15.67,16.380000000000003
61,624,717,478,629,647,956,345,666,127,992,27.05,17.66,18.69
698,730,636,303,807,869,130,981,933,396,818,20.3,15.8,15.690000000000005
300,938,763,893,980,697,829,124,531,881,804,23.88,17.46,17.210000000000004
193,39,800,401,455,380,774,195,466,365,808,25.51,18.97,19.370000000000005
647,77,979,45,923,956,40,497,261,922,27,35.84,23.99,24.390000000000004
967,532,682,582,585,896,221,235,95,794,839,22.3,16.46,16.62
905,910,642,798,514,715,536,430,519,312,968,22.02,17.08,17.8
116,149,436,913,579,432,945,86,958,107,425,27.59,17.84,18.66
64,101,425,792,159,751,977,31,810,457,441,26.44,19.57,19.580000000000002
702,427,30,508,941,884,985,332,739,258,80,24.01,19.63,19.820000000000004
360,72,124,367,708,30,353,356,182,10,850,39.61,27.35,27.93
997,236,838,374,72,610,914,146,212,3,209,43.13,32.61,33.97
674,689,749,960,922,126,765,7,300,377,706,31.35,24.38,23.680000000000003
25,955,619,238,879,145,191,464,115,488,352,22.05,17.01,17.69
724,982,264,133,28,989,213,370,343,484,983,32.63,22.45,21.63
299,303,959,899,981,566,651,334,188,607,82,25.19,17.49,17.940000000000005
105,546,594,315,160,385,919,150,968,128,823,26.28,18.63,18.44
228,323,520,248,242,772,188,298,381,429,679,27.23,18.41,19.110000000000003
47,881,135,615,21,403,79,719,74,135,430,29.46,22.02,23.67
