n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
163289,66963,194455,93987,208455,180996,247057,220597,193959,170926,241781,138946,7603,50.68,35.91,36.1654021043673
220292,122060,203412,247295,65287,170124,13593,236165,41117,29676,97463,122963,227657,51.69,34.73,35.039239017882394
64637,99813,142543,26731,150455,65360,3437,191675,56814,106994,73264,47730,240214,47.2,32.48,33.06748219170205
227399,200730,102088,41839,199734,208967,18856,36377,161985,161861,116611,33213,34666,47.25,34.56,35.05473703386215
465,254892,228433,1392,54907,202792,56487,251691,257535,43478,228696,43642,75839,46.49,32.38,32.24381942087494
82221,252045,52137,141354,229669,177689,164031,53681,47623,246671,253901,181047,51610,46.15,33.37,34.03288691090221
253379,252994,234289,100459,78325,5654,94683,108765,43504,245312,38194,69156,17075,53.51,35.17,35.609066929928865
86993,78999,214276,158101,153653,886,156232,177716,185513,88577,17307,81253,93153,58.06,37.9,38.90856614364488
214569,80232,126024,182562,82783,48437,126148,123873,184724,46168,14942,67156,255616,54.16,38.97,39.803922194341055
246156,5994,248832,196554,93754,221480,105983,4736,143934,206500,109793,95993,98661,58.01,35.06,37.86370956931644
151655,220524,2379,118704,12249,185534,47426,163502,250394,250188,51516,31200,198111,60.45,36.84,38.745202309499966
64510,243703,214825,246951,121164,90277,134347,93006,234018,137547,65770,203319,121333,60.53,42.66,42.33812489437161
28325,154602,196188,204731,208988,96284,225363,77558,9602,113502,247935,256466,23902,52.17,34.67,35.33643136466681
54652,89323,134448,160124,95060,240671,38848,89118,72266,242272,184184,142906,24136,54.66,36.98,39.39048720521983
81906,179821,83047,80260,46524,209393,20498,164313,39024,189041,180662,81082,261285,52.8,38.15,38.706123958347305
126823,42343,188777,12727,21222,258657,157456,139861,242117,106401,8343,62216,194132,42.92,30.07,30.53534630461361
155703,90133,216608,65590,119449,170646,110561,38175,14603,256652,240142,167332,8577,42.64,32.61,33.39810901970052
210151,129384,87604,219789,54279,34228,257242,191801,147861,248983,34806,165255,235011,48.64,32.15,32.14718865950937
206571,108481,27952,44255,113916,97779,39123,15406,221441,110269,77283,37015,118791,48.47,35.04,35.782964540606
241697,261960,162634,223412,44378,255854,136890,118892,251692,127967,180575,191235,83283,58.91,40.87,42.128445128234056
125578,71836,76289,123228,105850,236417,38405,29507,98828,215496,259099,139395,251609,52.91,38.01,39.233072979521815
47027,164355,245666,130894,227488,88730,47217,23366,128938,71384,135051,205001,143681,41.02,32.11,32.47650255585866
227380,131812,94719,16543,206051,208444,203134,93244,182084,154005,174068,8996,199134,42.44,31.69,32.72445115749505
80137,95271,146620,184672,175192,73623,218951,127319,69431,201784,257151,181110,187691,52.22,35.78,36.839714964481686
77031,250841,247869,89148,170312,46831,152216,223300,3035,124335,143390,202825,65717,57.5,37.14,38.40504426560283
