n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
7070,6955,463,750,695,2957,6844,1385,6029,6627,5486,6994,2524,1654.71,98.02,101.97000000000013
2060,4963,1738,4970,292,4761,5580,1297,3528,5230,3223,6583,5922,1636.0,56.11,61.56000000000005
7047,4170,3047,4457,3644,4112,2197,294,224,2982,3808,2608,3113,1540.76,39.1,39.24000000000001
3470,4306,1347,4591,1453,1934,1889,195,1447,2663,1422,1119,4179,1660.5,86.94,87.22000000000001
4179,2946,4208,5525,4586,1489,3650,6527,3396,6016,4303,6249,2983,1661.55,97.82,112.31999999999994
6469,4861,2898,2964,7036,3651,1320,6176,3275,5858,6050,3779,5365,1565.71,42.96,44.15
4344,2047,4014,2286,4080,4102,4222,6811,6522,2899,5420,3724,3776,1591.35,50.11,51.98999999999993
2873,4650,5946,4567,5929,3740,3986,5397,1817,2659,6673,5730,6840,803.38,18.36,18.64
1360,5049,2196,6332,3930,2535,2484,6547,5785,6808,4130,4605,4241,1664.07,135.16,147.8100000000001
4156,5336,5044,4816,3331,2554,5987,1702,4005,4193,3003,5605,5105,1230.35,26.24,27.390000000000015
617,6424,6720,2797,5946,68,6676,1567,6101,869,481,4705,5348,1655.69,66.56,62.850000000000044
400,2237,4847,1856,5590,870,6179,4279,1118,6995,2177,2005,6756,1658.62,152.95,152.68000000000015
1724,494,3464,5873,6221,261,465,2968,2950,1408,2043,5511,192,1527.64,45.08,40.09000000000006
679,943,552,207,334,5975,173,3056,2094,1046,6662,1287,6019,1649.44,251.42,288.08000000000004
1505,4285,5664,15,3158,4828,353,6505,2030,1240,297,34,2819,1659.4,205.77,220.95
5040,5142,6082,6124,926,2343,2762,4003,252,2526,3675,4517,6274,1661.31,58.2,63.790000000000006
4957,6061,374,2162,6190,3291,7065,5092,5778,1257,3873,1847,765,1641.02,58.37,60.13000000000006
5413,5631,2591,6868,835,198,3668,6458,1044,4245,4791,6398,3219,1650.86,111.52,113.47000000000004
3988,4217,2686,1178,2793,2122,2144,4964,3438,5351,147,5730,4570,1658.94,98.04,102.75000000000013
1151,5493,465,2072,274,1078,1320,1398,785,3714,5202,1897,4163,1659.74,404.25,519.1300000000007
5800,257,2021,1904,5848,3642,602,2054,658,4843,1869,5113,6484,1653.49,77.26,80.4
6555,5111,5812,2947,2102,5607,3465,2283,4310,6149,39,1237,290,1557.65,38.55,40.44000000000001
3151,3348,1312,910,4194,5929,719,1973,834,817,162,1488,6148,1609.15,53.22,54.90999999999991
1896,861,1780,200,4265,5484,3804,3718,2537,4387,5257,3112,1740,1658.81,101.42,104.40999999999998
