n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
637,261,759,367,814,707,965,861,757,667,944,542,29,860,476,794,965,54.13,34.27,36.217333968853296
255,664,53,922,160,115,380,480,889,252,389,556,104,587,255,13,748,82.06,51.21,54.629118089723626
221,417,286,186,938,888,784,398,163,780,816,73,142,632,632,455,129,63.79,41.37,43.68933214575818
135,1,995,892,5,214,792,220,983,169,893,170,296,321,984,203,552,79.61,47.13,47.70979907962221
897,694,640,209,186,963,991,707,201,989,988,915,392,305,22,369,424,69.29,41.21,40.946914564518295
169,958,149,270,66,339,308,837,617,600,3,610,694,724,346,67,317,129.03,81.54,82.58577956853847
363,838,313,492,713,323,189,492,483,721,180,58,262,998,961,23,972,77.14,48.16,50.39367026213524
767,366,865,413,18,562,806,428,374,385,592,861,9,463,47,724,185,110.37,66.3,66.35460895987738
638,978,977,201,121,773,251,951,839,964,473,352,524,363,914,537,256,58.22,40.76,40.286526966065736
794,473,110,603,766,799,816,376,880,302,37,443,968,93,213,348,525,60.57,41.69,42.60363630197659
625,371,940,151,348,282,946,719,558,94,319,702,324,313,181,817,80,70.57,43.38,44.66129031936055
641,152,738,705,316,495,165,737,49,82,615,546,945,415,32,243,758,75.39,42.23,44.31474297147414
608,352,846,256,466,666,431,149,57,938,653,33,820,505,342,858,212,81.33,50.53,51.344280428247615
133,749,577,972,135,645,918,806,423,109,172,444,381,152,60,865,430,62.44,40.65,40.064032513041965
301,144,464,944,635,872,173,999,534,464,983,499,705,747,325,490,280,55.71,34.33,36.335813163389936
298,481,413,923,150,115,386,841,544,982,183,642,959,511,888,346,184,67.5,41.52,42.62756339243126
91,503,278,527,800,561,888,514,369,64,804,814,793,364,711,601,679,54.74,35.94,37.00427121646737
35,777,313,372,572,721,684,287,855,497,271,788,707,733,300,979,968,60.4,37.0,36.46198821135308
348,665,182,594,872,11,485,560,792,256,333,687,280,474,295,836,512,74.0,48.83,48.25933603634076
662,689,816,365,356,280,659,353,755,960,848,418,358,944,863,176,890,61.44,40.21,38.87466151878975
887,704,460,999,373,979,342,530,145,542,170,203,856,370,959,874,488,58.27,38.89,37.820129201383885
