n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
9401,1320,7946,4286,603,7,2385,9608,7704,6113,5232,358,4467,8009,3245,418.29,65.2,66.34510397107985
6783,8819,8835,1543,3161,9231,9070,4350,9995,1443,6958,5498,1525,5933,6716,197.92,36.45,36.40668491712324
4103,7294,1536,3230,4770,1598,748,9643,3291,5904,7974,3173,8432,9435,8252,216.15,36.23,38.25165623369879
465,5920,4012,9859,7040,4986,5855,9652,1959,1469,8194,8605,3262,1914,9964,184.45,41.48,39.9379704712269
4389,5116,3214,6222,7925,3649,2262,9786,3438,8554,205,3092,2771,279,5454,185.54,42.45,43.4049168714372
9138,5015,6137,6183,8640,6376,4737,2078,8007,881,3036,6928,9730,6516,1572,205.25,41.06,40.65810892345494
7229,4019,1459,9882,7309,7326,6226,1252,8465,6986,7715,4971,6702,1407,3148,184.79,39.65,40.12158869144312
4355,7395,7989,2820,303,358,8813,2023,4114,9656,5915,3072,4199,8236,7397,237.3,43.35,42.63535603329011
5397,8468,4174,6726,6909,7952,4389,9871,7777,7840,8061,2329,6184,8137,5008,131.65,33.43,33.212609183235664
7655,5298,6004,2671,6161,9880,4354,5244,6525,7995,2591,4764,9172,101,7362,213.67,45.12,46.70482977828836
935,2991,493,9993,9335,1837,6076,5931,8150,9662,1020,3156,2529,4411,242,198.77,47.96,47.05029100294057
6915,8599,8055,1242,7682,3802,1640,6077,5930,2375,3987,9938,5215,2363,617,189.21,41.26,40.46239065712635
1594,1727,741,7829,7581,1130,505,9034,2080,1368,2638,4344,7405,8186,332,294.96,50.33,50.75069083297265
2245,3093,7223,7850,7200,7324,9151,4528,7822,9491,1043,4780,5954,4686,5900,193.6,37.11,37.286405419644964
554,1371,8231,4518,4584,4491,7751,7056,7278,6085,522,1403,4089,9906,3906,200.17,43.07,42.145137366126406
8773,535,2839,5511,6070,523,853,3427,7094,5627,1271,2582,1868,6547,8964,255.42,48.83,49.97642729218124
2223,7603,8102,1231,2097,1211,5740,8524,499,3042,8608,2462,3009,4615,2474,207.23,44.24,43.61774409317592
8311,9313,6362,3654,3630,9241,2061,6867,2673,5185,3937,9191,9377,78,9321,231.25,46.12,43.87823102623159
6335,3082,5329,6243,8622,7224,158,6512,8696,9028,2232,3828,8911,6098,4454,211.58,39.6,38.736988347815995
3033,2447,2689,2200,6302,1216,1000,200,653,7736,970,1877,8851,1640,6023,258.88,49.25,48.84767246138176
9758,527,981,8892,3682,6665,3695,9261,4808,1519,7717,1266,9394,963,2762,249.34,44.26,43.74679054648287
7175,1967,1838,2913,819,497,6968,4702,4189,7264,3800,3311,8775,3505,4551,224.38,39.55,39.7586320804655
9702,214,4176,8635,5422,8477,1534,9582,9754,536,5931,6015,1918,3706,458,195.54,47.44,48.014244100742296
5904,5580,7137,847,5636,2283,498,161,5508,1115,7945,42,7596,4320,1433,404.62,76.96,75.40041918812445
9678,4476,3771,2168,2063,6868,8941,2979,3980,6289,9729,7030,9233,8479,7871,175.82,34.63,35.78234283702775
4426,4147,2240,4899,538,3154,7346,1715,2885,9438,1776,42,8414,2629,1964,344.19,60.4,61.60732131742586
2490,9710,6441,7761,7966,8696,8871,7707,3528,6362,2528,7505,174,5533,6841,200.16,45.32,42.84687758382112
4125,5232,2176,4682,6078,9639,5945,3658,87,4995,2894,1352,6678,3793,1461,297.38,50.78,51.203720195978185
3182,6232,6747,2062,2417,8516,824,8524,8599,7996,5968,5385,9694,6384,4472,211.76,38.73,38.61638963033728
1093,4285,2154,675,1792,9649,9881,2541,8276,8298,1861,1419,1417,2046,3540,227.27,42.38,42.00917325378591
5751,5543,2592,4001,2869,3015,3695,2056,7849,7500,1810,2239,7463,3216,9370,178.06,37.76,37.72504457784108
6080,2369,5443,4319,1118,4488,25,1001,489,7858,7466,5211,1004,184,4499,374.55,76.54,76.72054985011845
1661,6292,5504,1670,6113,2325,2413,6068,7684,6626,316,8711,2471,1701,7303,208.62,44.49,43.17151997372291
6119,204,2089,9032,7866,4346,1153,7835,1983,6540,3253,8901,2784,7174,5421,210.65,45.78,46.204858714052875
4182,8877,5667,4821,8926,4477,7421,9105,749,8200,4090,53,8633,8115,9124,278.76,50.7,50.126432871273146
8794,4174,2789,580,5255,228,3438,9348,4983,3123,2523,4555,953,4467,4957,230.48,46.73,46.71084519547287
6131,3565,2811,9739,44,1476,5853,9454,3029,5731,3002,7823,3617,7793,6296,284.82,50.31,51.8662448490399
8961,5884,2013,1436,7044,892,9577,3338,9977,7194,4411,3586,924,7904,8253,198.09,39.14,39.59180344020815
8637,4134,8537,4352,5916,4926,6981,6077,1547,8930,6786,2661,4548,999,8259,174.37,38.96,39.54552055374214
5214,8318,940,1280,1831,995,7186,7054,8742,1484,2892,4311,5761,19,1037,414.08,69.12,71.77767656623772
