n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
474,627,382,273,141,190,887,692,6,187.35,41.07,41.84
346,514,474,919,619,82,342,567,958,147.75,25.0,25.719999999999988
631,716,41,745,388,173,720,968,462,159.62,27.83,27.559999999999995
974,742,432,160,172,243,52,113,135,173.69,28.96,30.48
518,892,946,604,64,792,704,392,808,149.62,26.09,26.159999999999997
764,908,104,941,298,209,690,229,743,156.19,28.89,30.03999999999998
812,431,910,89,791,273,933,214,406,149.77,28.72,31.55999999999998
287,349,828,44,204,725,907,5,900,177.45,42.25,44.79999999999998
421,56,917,387,866,503,142,24,242,170.81,34.27,34.4
434,753,928,871,114,987,611,3,124,191.69,64.36,65.00000000000006
782,592,202,916,872,207,338,8,913,181.47,29.23,31.44
85,136,552,939,17,512,86,586,508,185.21,32.37,34.19999999999999
550,943,202,430,70,407,196,654,783,155.37,25.32,27.080000000000005
95,717,593,148,176,962,623,736,981,145.63,27.42,27.039999999999996
42,55,276,568,699,620,872,152,763,158.86,26.12,26.84
274,754,589,35,124,889,722,412,973,166.41,22.38,23.480000000000004
927,242,165,625,517,44,753,374,865,169.44,29.12,29.51999999999999
690,534,604,578,793,704,88,888,355,152.06,24.04,23.520000000000003
112,884,902,598,374,462,215,411,203,146.63,26.16,26.400000000000002
969,588,763,18,388,818,622,336,0,182.38,52.03,56.95999999999998
443,114,218,227,454,276,332,834,90,153.04,24.76,26.200000000000006
314,644,291,105,529,802,56,26,390,156.54,29.54,29.52
799,573,826,438,509,354,726,796,254,139.21,22.68,25.43999999999999
579,755,67,435,663,236,98,987,778,146.83,26.31,26.719999999999995
410,522,381,978,880,573,378,142,683,163.82,24.21,25.04
297,175,709,863,896,265,30,51,962,162.06,27.26,29.000000000000007
998,829,176,269,969,168,123,621,151,147.29,26.4,29.719999999999985
12,49,62,461,213,805,398,301,626,196.41,44.37,47.15999999999998
15,989,817,363,291,144,492,575,284,170.26,36.11,38.35999999999997
140,984,88,765,569,303,712,120,67,167.45,27.79,27.960000000000008
430,462,145,720,575,782,813,392,602,134.99,19.78,19.520000000000003
908,822,173,679,732,280,790,611,901,132.07,22.65,22.75999999999999
623,506,357,101,945,49,283,541,131,165.74,32.69,33.399999999999984
177,817,644,840,86,166,798,808,227,161.45,25.56,26.959999999999997
879,13,207,180,485,467,605,572,558,160.49,27.37,28.120000000000005
397,85,177,561,493,607,969,268,548,156.46,27.67,28.799999999999997
68,963,666,29,594,599,910,446,557,170.83,26.84,29.28
316,536,539,550,657,931,815,67,898,169.43,25.39,26.999999999999996
658,587,555,978,307,65,742,229,737,162.12,30.03,30.399999999999988
140,105,102,716,503,464,61,501,910,157.55,34.67,34.55999999999998
652,744,54,695,617,29,382,249,899,157.14,28.77,27.880000000000006
469,236,380,842,985,747,586,639,507,142.82,21.64,21.400000000000006
896,248,36,637,611,86,627,48,694,166.56,33.0,35.04
419,416,602,70,82,193,34,622,770,156.33,23.86,25.240000000000002
185,86,66,30,363,639,481,560,548,162.3,25.68,26.12
